comment,"Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501."
nodes,region1_1,region1_2,region1_3,region1,region2
techs,csp,csp,csp,demand_power,demand_power
parameters,source_use_max,source_use_max,source_use_max,sink_use_equals,sink_use_equals
timesteps,,,,,
2005-11-14 14:00,0.354224,0,0,35473.488,2852.46
2005-11-14 15:00,0.081411,0,0,36658.672,2885.246
2005-11-14 16:00,0,0,0,37404.704,3008.196
2005-11-14 17:00,0,0,0,36951.968,3032.786
2005-11-14 18:00,0,0,0,35272.928,2983.606
2005-11-14 19:00,0,0,0,33361.312,2844.262
2005-11-14 20:00,0,0,0,31350.432,2786.886
2005-11-14 21:00,0,0,0,29020.352,2622.95
2005-11-14 22:00,0,0,0,27173.184,2385.246
2005-11-14 23:00,0,0,0,26029.776,2295.082
2005-11-15 00:00,0,0,0,25434.448,2254.098
2005-11-15 01:00,0,0,0,25344.032,2163.934
2005-11-15 02:00,0,0,0,25760.848,2221.312
2005-11-15 03:00,0,0,0,26791.456,2295.082
2005-11-15 04:00,0,0,0,29282.832,2434.426
2005-11-15 05:00,0,0,0,31958.496,2565.574
2005-11-15 06:00,0,0.14235799999999998,0,33411.6,2704.918
2005-11-15 07:00,0.10578699999999999,0.314101,0,33866.624,2754.098
2005-11-15 08:00,0.314181,0.373594,0,33982.816,2852.46
2005-11-15 09:00,0.460724,0.403026,0,34078.176,2885.246
2005-11-15 10:00,0.500351,0.400343,0,33777.84,2844.262
2005-11-15 11:00,0.503827,0.32245300000000005,0,33611.328,2844.262
2005-11-15 12:00,0.521462,0.17165799999999998,0,33599.472,2868.852
2005-11-15 13:00,0.46942399999999995,0.01433,0,34056.432,2893.442
2005-11-15 14:00,0.285563,0,0,35241.776,2852.46
2005-11-15 15:00,0.060929,0,0,36631.344,2885.246
2005-11-15 16:00,0,0,0,37444.016,3008.196
2005-11-15 17:00,0,0,0,36961.92,3032.786
2005-11-15 18:00,0,0,0,35294.72,2983.606
2005-11-15 19:00,0,0,0,33396.304,2844.262
2005-11-15 20:00,0,0,0,31375.44,2786.886
2005-11-15 21:00,0,0,0,29010.64,2622.95
2005-11-15 22:00,0,0,0,27166.624,2385.246
2005-11-15 23:00,0,0,0,26009.104,2295.082
2005-11-16 00:00,0,0,0,25360.336,2254.098
2005-11-16 01:00,0,0,0,25209.968,2163.934
2005-11-16 02:00,0,0,0,25640.48,2221.312
2005-11-16 03:00,0,0,0,26650.896,2295.082
2005-11-16 04:00,0,0,0,29104.656,2434.426
2005-11-16 05:00,0,0,0,31718.384,2565.574
2005-11-16 06:00,0,0.143597,0,33206.624,2704.918
2005-11-16 07:00,0.08104,0.317986,0,33709.792,2754.098
2005-11-16 08:00,0.323592,0.383371,0,33872.448,2852.46
2005-11-16 09:00,0.4668830000000001,0.398052,0.109839,34077.36,2885.246
2005-11-16 10:00,0.51185,0.392176,0.347052,33733.2,2844.262
2005-11-16 11:00,0.51143,0.32292400000000004,0.406092,33651.264,2844.262
2005-11-16 12:00,0.501737,0.176622,0.337102,33583.024,2868.852
2005-11-16 13:00,0.435874,0.01257,0.122859,34120.608,2893.442
2005-11-16 14:00,0.22135900000000003,0,0,35364.672,2852.46
2005-11-16 15:00,0.033729,0,0,36598.432,2885.246
2005-11-16 16:00,0,0,0,37391.792,3008.196
2005-11-16 17:00,0,0,0,36943.76,3032.786
2005-11-16 18:00,0,0,0,35270.208,2983.606
2005-11-16 19:00,0,0,0,33345.248,2844.262
2005-11-16 20:00,0,0,0,31370.72,2786.886
2005-11-16 21:00,0,0,0,28996.128,2622.95
2005-11-16 22:00,0,0,0,27072.176,2385.246
2005-11-16 23:00,0,0,0,25882.672,2295.082
2005-11-17 00:00,0,0,0,25256.368,2254.098
2005-11-17 01:00,0,0,0,25084.944,2163.934
2005-11-17 02:00,0,0,0,25466.96,2221.312
2005-11-17 03:00,0,0,0,26362.784,2295.082
2005-11-17 04:00,0,0,0,28871.776,2434.426
2005-11-17 05:00,0,0,0,31586.56,2565.574
2005-11-17 06:00,0,0.042513,0,33058.592,2704.918
2005-11-17 07:00,0.100745,0.21637399999999998,0,33591.616,2754.098
2005-11-17 08:00,0.311091,0.266301,0,33779.392,2852.46
2005-11-17 09:00,0.459071,0.10269500000000001,0.006691,33879.28,2885.246
2005-11-17 10:00,0.5521189999999999,0.156863,0.052973,33481.968,2844.262
2005-11-17 11:00,0.5570149999999999,0.26915300000000003,0.117556,33308.896,2844.262
2005-11-17 12:00,0.5195930000000001,0,0.20544600000000002,33160.528,2868.852
2005-11-17 13:00,0.381369,0,0.33770900000000004,33589.232,2893.442
2005-11-17 14:00,0.210669,0,0.22788000000000003,34772.192,2852.46
2005-11-17 15:00,0.0495,0,0.039067000000000005,35937.92,2885.246
2005-11-17 16:00,0,0,0,36691.92,3008.196
2005-11-17 17:00,0,0,0,36116.768,3032.786
2005-11-17 18:00,0,0,0,34410.752,2983.606
2005-11-17 19:00,0,0,0,32591.104,2844.262
2005-11-17 20:00,0,0,0,30880.128,2786.886
2005-11-17 21:00,0,0,0,28762.672,2622.95
2005-11-17 22:00,0,0,0,27087.232,2385.246
2005-11-17 23:00,0,0,0,25876.368,2295.082
2005-11-18 00:00,0,0,0,25084.208,2254.098
2005-11-18 01:00,0,0,0,24734.32,2163.934
2005-11-18 02:00,0,0,0,24707.632,2221.312
2005-11-18 03:00,0,0,0,24839.792,2295.082
2005-11-18 04:00,0,0,0,25949.168,2434.426
2005-11-18 05:00,0,0,0,27534.816,2565.574
2005-11-18 06:00,0,0,0,29055.296,2704.918
2005-11-18 07:00,0.04105,0.149375,0,30211.552,2754.098
2005-11-18 08:00,0.247723,0.308756,0,30789.376,2852.46
2005-11-18 09:00,0.41454799999999997,0.008184,0,30990.688,2885.246
2005-11-18 10:00,0.489663,0,0.003864,30660.464,2844.262
2005-11-18 11:00,0.48660600000000004,0,0.085231,30187.776,2844.262
2005-11-18 12:00,0.5190560000000001,0,0.228945,30021.344,2868.852
2005-11-18 13:00,0.31138699999999997,0,0.15017,30450.496,2893.442
2005-11-18 14:00,0.055622000000000005,0,0,31693.392,2852.46
2005-11-18 15:00,0,0,0,33097.856,2885.246
2005-11-18 16:00,0,0,0,34120.32,3008.196
2005-11-18 17:00,0,0,0,33824.048,3032.786
2005-11-18 18:00,0,0,0,32331.536,2983.606
2005-11-18 19:00,0,0,0,30944,2844.262
2005-11-18 20:00,0,0,0,29514.432,2786.886
2005-11-18 21:00,0,0,0,27231.328,2622.95
2005-11-18 22:00,0,0,0,25664.208,2385.246
2005-11-18 23:00,0,0,0,24346.288,2295.082
2005-11-19 00:00,0,0,0,23598.4,2254.098
2005-11-19 01:00,0,0,0,23145.568,2163.934
2005-11-19 02:00,0,0,0,22950.064,2221.312
2005-11-19 03:00,0,0,0,22859.344,2295.082
2005-11-19 04:00,0,0,0,23386.208,2434.426
2005-11-19 05:00,0,0,0,24329.92,2565.574
2005-11-19 06:00,0,0.046789,0,25623.632,2704.918
2005-11-19 07:00,0.014392000000000004,0.092218,0,26942.592,2754.098
2005-11-19 08:00,0.205311,0.17698599999999998,0,27856.512,2852.46
2005-11-19 09:00,0.41055600000000003,0.15246500000000002,0.036137,28363.76,2885.246
2005-11-19 10:00,0.475367,0.080615,0.13200699999999999,28296.928,2844.262
2005-11-19 11:00,0.5360020000000001,0.026594,0.22715500000000002,27973.872,2844.262
2005-11-19 12:00,0.47561,0,0.349661,27950.864,2868.852
2005-11-19 13:00,0.466224,0,0.25127,28368.32,2893.442
2005-11-19 14:00,0.27752,0,0.002807,29580.352,2852.46
2005-11-19 15:00,0.064884,0,0,31064.032,2885.246
2005-11-19 16:00,0,0,0,32301.584,3008.196
2005-11-19 17:00,0,0,0,32448.8,3032.786
2005-11-19 18:00,0,0,0,31417.28,2983.606
2005-11-19 19:00,0,0,0,30216.464,2844.262
2005-11-19 20:00,0,0,0,28819.072,2786.886
2005-11-19 21:00,0,0,0,27048.4,2622.95
2005-11-19 22:00,0,0,0,25430.224,2385.246
2005-11-19 23:00,0,0,0,24561.248,2295.082
2005-11-20 00:00,0,0,0,24018.528,2254.098
2005-11-20 01:00,0,0,0,23961.776,2163.934
2005-11-20 02:00,0,0,0,24506.016,2221.312
2005-11-20 03:00,0,0,0,25814.144,2295.082
2005-11-20 04:00,0,0,0,28756.32,2434.426
2005-11-20 05:00,0,0,0,31729.744,2565.574
2005-11-20 06:00,0,0,0,33409.312,2704.918
2005-11-20 07:00,0.087983,0.206565,0,33964.32,2754.098
2005-11-20 08:00,0.31308800000000003,0.188933,0,34173.888,2852.46
2005-11-20 09:00,0.456163,0.14325,0,34445.36,2885.246
2005-11-20 10:00,0.492729,0,0.0508,34248.64,2844.262
2005-11-20 11:00,0.552111,0,0.09408,34180.4,2844.262
2005-11-20 12:00,0.507423,0,0.08222,34171.808,2868.852
2005-11-20 13:00,0.452668,0,0.042422,34699.872,2893.442
2005-11-20 14:00,0.304834,0,0.035582,35696.016,2852.46
2005-11-20 15:00,0.08575,0,0,36738.32,2885.246
2005-11-20 16:00,0,0,0,37502.416,3008.196
2005-11-20 17:00,0,0,0,37031.856,3032.786
2005-11-20 18:00,0,0,0,35289.92,2983.606
2005-11-20 19:00,0,0,0,33439.888,2844.262
2005-11-20 20:00,0,0,0,31460.128,2786.886
2005-11-20 21:00,0,0,0,29141.392,2622.95
2005-11-20 22:00,0,0,0,27280.736,2385.246
2005-11-20 23:00,0,0,0,26152.144,2295.082
2005-11-21 00:00,0,0,0,25523.712,2254.098
2005-11-21 01:00,0,0,0,25381.888,2163.934
2005-11-21 02:00,0,0,0,25733.664,2221.312
2005-11-21 03:00,0,0,0,26764.896,2295.082
2005-11-21 04:00,0,0,0,29372.576,2434.426
2005-11-21 05:00,0,0,0,32148.176,2565.574
2005-11-21 06:00,0,0,0,33721.696,2704.918
2005-11-21 07:00,0.09637,0.050737,0,34236.112,2754.098
2005-11-21 08:00,0.297955,0.11271,0,34456.176,2852.46
2005-11-21 09:00,0.443062,0.063304,0.090491,34659.296,2885.246
2005-11-21 10:00,0.480061,0.076365,0.20527199999999998,34331.776,2844.262
2005-11-21 11:00,0.496497,0.13785799999999998,0,34290.48,2844.262
2005-11-21 12:00,0.47166099999999994,0.027779,0,34338.288,2868.852
2005-11-21 13:00,0.431,0,0,34908.576,2893.442
2005-11-21 14:00,0.22658299999999998,0,0,35890.16,2852.46
2005-11-21 15:00,0.005826,0,0,36939.648,2885.246
2005-11-21 16:00,0,0,0,37714.944,3008.196
2005-11-21 17:00,0,0,0,37219.84,3032.786
2005-11-21 18:00,0,0,0,35544.496,2983.606
2005-11-21 19:00,0,0,0,33713.536,2844.262
2005-11-21 20:00,0,0,0,31736.928,2786.886
2005-11-21 21:00,0,0,0,29355.584,2622.95
2005-11-21 22:00,0,0,0,27473.52,2385.246
2005-11-21 23:00,0,0,0,26357.936,2295.082
2005-11-22 00:00,0,0,0,25764.448,2254.098
2005-11-22 01:00,0,0,0,25650.48,2163.934
2005-11-22 02:00,0,0,0,26058.608,2221.312
2005-11-22 03:00,0,0,0,27063.984,2295.082
2005-11-22 04:00,0,0,0,29610.192,2434.426
2005-11-22 05:00,0,0,0,32490.352,2565.574
2005-11-22 06:00,0,0.089072,0,34088.96,2704.918
2005-11-22 07:00,0.079138,0.31214899999999995,0,34634.832,2754.098
2005-11-22 08:00,0.328849,0.42108100000000004,0,34799.088,2852.46
2005-11-22 09:00,0.450026,0.4575730000000001,0,35003.072,2885.246
2005-11-22 10:00,0.493778,0.461267,0.015068999999999999,34751.472,2844.262
2005-11-22 11:00,0.507656,0.396747,0.229455,34673.568,2844.262
2005-11-22 12:00,0.49278299999999997,0.22514800000000001,0.055362,34724.336,2868.852
2005-11-22 13:00,0.43427,0.031069000000000006,0.148928,35199.552,2893.442
2005-11-22 14:00,0.252255,0,0.00394,36200.16,2852.46
2005-11-22 15:00,0.047529,0,0,37222.464,2885.246
2005-11-22 16:00,0,0,0,37959.952,3008.196
2005-11-22 17:00,0,0,0,37480.576,3032.786
2005-11-22 18:00,0,0,0,35804.4,2983.606
2005-11-22 19:00,0,0,0,33881.04,2844.262
2005-11-22 20:00,0,0,0,31904.368,2786.886
2005-11-22 21:00,0,0,0,29489.152,2622.95
2005-11-22 22:00,0,0,0,27597.376,2385.246
2005-11-22 23:00,0,0,0,26451.216,2295.082
2005-11-23 00:00,0,0,0,25798.8,2254.098
2005-11-23 01:00,0,0,0,25630.912,2163.934
2005-11-23 02:00,0,0,0,25943.44,2221.312
2005-11-23 03:00,0,0,0,26938.272,2295.082
2005-11-23 04:00,0,0,0,29557.104,2434.426
2005-11-23 05:00,0,0,0,32384.64,2565.574
2005-11-23 06:00,0,0,0,33989.312,2704.918
2005-11-23 07:00,0.082877,0,0,34516.16,2754.098
2005-11-23 08:00,0.29091500000000003,0,0,34721.136,2852.46
2005-11-23 09:00,0.441931,7.7e-05,0,34972.592,2885.246
2005-11-23 10:00,0.5201,0.061457000000000005,0.205986,34634.016,2844.262
2005-11-23 11:00,0.337946,0,0.349853,34556.448,2844.262
2005-11-23 12:00,0.48415699999999995,0.013158000000000001,0.3693630000000001,34607.616,2868.852
2005-11-23 13:00,0.3378169999999999,0,0.30301100000000003,35076.704,2893.442
2005-11-23 14:00,0.279992,0,0.13913299999999998,36108.528,2852.46
2005-11-23 15:00,0.055313,0,0,37115.968,2885.246
2005-11-23 16:00,0,0,0,37890.8,3008.196
2005-11-23 17:00,0,0,0,37428,3032.786
2005-11-23 18:00,0,0,0,35698.048,2983.606
2005-11-23 19:00,0,0,0,33804.832,2844.262
2005-11-23 20:00,0,0,0,31804.496,2786.886
2005-11-23 21:00,0,0,0,29408.528,2622.95
2005-11-23 22:00,0,0,0,27438.144,2385.246
2005-11-23 23:00,0,0,0,26243.68,2295.082
2005-11-24 00:00,0,0,0,25646.736,2254.098
2005-11-24 01:00,0,0,0,25496.336,2163.934
2005-11-24 02:00,0,0,0,25870.352,2221.312
2005-11-24 03:00,0,0,0,26866.64,2295.082
2005-11-24 04:00,0,0,0,29496.528,2434.426
2005-11-24 05:00,0,0,0,32295.328,2565.574
2005-11-24 06:00,0,0.042401,0,33761.296,2704.918
2005-11-24 07:00,0.095812,0.153921,0,34213.456,2754.098
2005-11-24 08:00,0.300489,0.25130399999999997,0,34382.64,2852.46
2005-11-24 09:00,0.45416999999999996,0.186819,0.111758,34544.224,2885.246
2005-11-24 10:00,0.504842,0.115806,0.269913,34143.36,2844.262
2005-11-24 11:00,0.5246369999999999,0.035375,0.345277,33923.648,2844.262
2005-11-24 12:00,0.509063,0,0.354402,33767.024,2868.852
2005-11-24 13:00,0.4563630000000001,0,0.28418499999999997,34253.792,2893.442
2005-11-24 14:00,0.27975500000000003,0,0.123653,35431.008,2852.46
2005-11-24 15:00,0.042457,0,0,36412.976,2885.246
2005-11-24 16:00,0,0,0,37073.36,3008.196
2005-11-24 17:00,0,0,0,36420.464,3032.786
2005-11-24 18:00,0,0,0,34680.752,2983.606
2005-11-24 19:00,0,0,0,32851.648,2844.262
2005-11-24 20:00,0,0,0,31142.992,2786.886
2005-11-24 21:00,0,0,0,29001.616,2622.95
2005-11-24 22:00,0,0,0,27209.872,2385.246
2005-11-24 23:00,0,0,0,25935.584,2295.082
2005-11-25 00:00,0,0,0,25078,2254.098
2005-11-25 01:00,0,0,0,24643.52,2163.934
2005-11-25 02:00,0,0,0,24562.704,2221.312
2005-11-25 03:00,0,0,0,24633.808,2295.082
2005-11-25 04:00,0,0,0,25843.408,2434.426
2005-11-25 05:00,0,0,0,27554.528,2565.574
2005-11-25 06:00,0,0,0,29230.464,2704.918
2005-11-25 07:00,0.052657,0,0,30398.08,2754.098
2005-11-25 08:00,0.24635100000000001,0,0,30987.824,2852.46
2005-11-25 09:00,0.384594,0.047057999999999996,0,31255.6,2885.246
2005-11-25 10:00,0.381251,0.13036799999999998,0.029067,30962.208,2844.262
2005-11-25 11:00,0.393567,0.191098,0.049861,30551.456,2844.262
2005-11-25 12:00,0.128889,0,0.137131,30293.728,2868.852
2005-11-25 13:00,0.049748000000000014,0,0.104208,30767.68,2893.442
2005-11-25 14:00,0,0,0.013641,31916.848,2852.46
2005-11-25 15:00,0,0,0,33149.888,2885.246
2005-11-25 16:00,0,0,0,34060.224,3008.196
2005-11-25 17:00,0,0,0,33765.424,3032.786
2005-11-25 18:00,0,0,0,32287.376,2983.606
2005-11-25 19:00,0,0,0,30814.416,2844.262
2005-11-25 20:00,0,0,0,29394.944,2786.886
2005-11-25 21:00,0,0,0,27032,2622.95
2005-11-25 22:00,0,0,0,25469.056,2385.246
2005-11-25 23:00,0,0,0,24135.44,2295.082
2005-11-26 00:00,0,0,0,23325.088,2254.098
2005-11-26 01:00,0,0,0,22885.6,2163.934
2005-11-26 02:00,0,0,0,22704.768,2221.312
2005-11-26 03:00,0,0,0,22587.552,2295.082
2005-11-26 04:00,0,0,0,23164.928,2434.426
2005-11-26 05:00,0,0,0,24201.936,2565.574
2005-11-26 06:00,0,0.015277,0,25490.656,2704.918
2005-11-26 07:00,0.060427,0.050703000000000005,0,26764.32,2754.098
2005-11-26 08:00,0.273661,0.073359,0,27584.624,2852.46
2005-11-26 09:00,0.427163,0.060541,0.092887,28205.776,2885.246
2005-11-26 10:00,0.47595,0.152126,0.251808,28067.36,2844.262
2005-11-26 11:00,0.5028520000000001,0.305113,0.3345,27655.968,2844.262
2005-11-26 12:00,0.4764930000000001,0.16084700000000002,0.341407,27562.976,2868.852
2005-11-26 13:00,0.414293,0,0.275326,27973.44,2893.442
2005-11-26 14:00,0.26166999999999996,0,0.098917,29240.56,2852.46
2005-11-26 15:00,0.024503,0,0,30879.552,2885.246
2005-11-26 16:00,0,0,0,32131.856,3008.196
2005-11-26 17:00,0,0,0,32344.304,3032.786
2005-11-26 18:00,0,0,0,31351.696,2983.606
2005-11-26 19:00,0,0,0,30135.312,2844.262
2005-11-26 20:00,0,0,0,28752.816,2786.886
2005-11-26 21:00,0,0,0,26917.936,2622.95
2005-11-26 22:00,0,0,0,25338.112,2385.246
2005-11-26 23:00,0,0,0,24366.528,2295.082
2005-11-27 00:00,0,0,0,23828.512,2254.098
2005-11-27 01:00,0,0,0,23740.992,2163.934
2005-11-27 02:00,0,0,0,24290.128,2221.312
2005-11-27 03:00,0,0,0,25541.376,2295.082
2005-11-27 04:00,0,0,0,28529.648,2434.426
2005-11-27 05:00,0,0,0,31612.432,2565.574
2005-11-27 06:00,0,0.012855000000000002,0,33293.504,2704.918
2005-11-27 07:00,0.059871,0.048294,0,33776.432,2754.098
2005-11-27 08:00,0.27287900000000004,0.071024,0,33934.56,2852.46
2005-11-27 09:00,0.427041,0.058972,0.096791,34118.96,2885.246
2005-11-27 10:00,0.47606499999999996,0.150252,0.255356,33810.176,2844.262
2005-11-27 11:00,0.503,0.302311,0.33808,33745.664,2844.262
2005-11-27 12:00,0.478363,0.158186,0.34392,33676.352,2868.852
2005-11-27 13:00,0.41581,0,0.27770300000000003,34203.504,2893.442
2005-11-27 14:00,0.262738,0,0.101721,35376.656,2852.46
2005-11-27 15:00,0.029386000000000002,0,0,36594.064,2885.246
2005-11-27 16:00,0,0,0,37426.4,3008.196
2005-11-27 17:00,0,0,0,37004.528,3032.786
2005-11-27 18:00,0,0,0,35248.624,2983.606
2005-11-27 19:00,0,0,0,33339.04,2844.262
2005-11-27 20:00,0,0,0,31319.76,2786.886
2005-11-27 21:00,0,0,0,28981.088,2622.95
2005-11-27 22:00,0,0,0,27057.28,2385.246
2005-11-27 23:00,0,0,0,25940.96,2295.082
2005-11-28 00:00,0,0,0,25281.664,2254.098
2005-11-28 01:00,0,0,0,25199.44,2163.934
2005-11-28 02:00,0,0,0,25540.448,2221.312
2005-11-28 03:00,0,0,0,26535.92,2295.082
2005-11-28 04:00,0,0,0,29334.368,2434.426
2005-11-28 05:00,0,0,0,32315.424,2565.574
2005-11-28 06:00,0,0.074803,0,33864.72,2704.918
2005-11-28 07:00,0.057785,0.269458,0,34328.816,2754.098
2005-11-28 08:00,0.26960900000000004,0.346416,0,34463.552,2852.46
2005-11-28 09:00,0.42921899999999996,0.377765,0.086532,34542.08,2885.246
2005-11-28 10:00,0.47913999999999995,0.280231,0.18690199999999998,34217.088,2844.262
2005-11-28 11:00,0.49573,0.182224,0.197853,34162.288,2844.262
2005-11-28 12:00,0.4835080000000001,0.093599,0.21642899999999998,34177.44,2868.852
2005-11-28 13:00,0.423655,0,0.11517,34853.728,2893.442
2005-11-28 14:00,0.252761,0,0.00799,35983.344,2852.46
2005-11-28 15:00,0.035016000000000005,0,0,37121.6,2885.246
2005-11-28 16:00,0,0,0,37919.136,3008.196
2005-11-28 17:00,0,0,0,37439.12,3032.786
2005-11-28 18:00,0,0,0,35630.208,2983.606
2005-11-28 19:00,0,0,0,33818.08,2844.262
2005-11-28 20:00,0,0,0,31757.072,2786.886
2005-11-28 21:00,0,0,0,29384.512,2622.95
2005-11-28 22:00,0,0,0,27507.888,2385.246
2005-11-28 23:00,0,0,0,26343.856,2295.082
2005-11-29 00:00,0,0,0,25726.928,2254.098
2005-11-29 01:00,0,0,0,25617.424,2163.934
2005-11-29 02:00,0,0,0,26014.832,2221.312
2005-11-29 03:00,0,0,0,27062.032,2295.082
2005-11-29 04:00,0,0,0,29731.152,2434.426
2005-11-29 05:00,0,0,0,32734.624,2565.574
2005-11-29 06:00,0,0,0,34393.472,2704.918
2005-11-29 07:00,0.071776,0,0,34778.448,2754.098
2005-11-29 08:00,0.275518,0.06727,0,34870.912,2852.46
2005-11-29 09:00,0.419159,0.27997700000000003,0.056297,34996.08,2885.246
2005-11-29 10:00,0.485897,0.183442,0.08,34680.848,2844.262
2005-11-29 11:00,0.410568,0.15944,0.068251,34610.416,2844.262
2005-11-29 12:00,0.462441,0.018777,0.13000299999999998,34649.744,2868.852
2005-11-29 13:00,0.253456,0,0.266447,35184.352,2893.442
2005-11-29 14:00,0.18279700000000002,0,0.127405,36147.2,2852.46
2005-11-29 15:00,0,0,0,37311.28,2885.246
2005-11-29 16:00,0,0,0,38125.552,3008.196
2005-11-29 17:00,0,0,0,37762.656,3032.786
2005-11-29 18:00,0,0,0,36057.952,2983.606
2005-11-29 19:00,0,0,0,34156.32,2844.262
2005-11-29 20:00,0,0,0,32113.28,2786.886
2005-11-29 21:00,0,0,0,29584.288,2622.95
2005-11-29 22:00,0,0,0,27781.232,2385.246
2005-11-29 23:00,0,0,0,26558.96,2295.082
2005-11-30 00:00,0,0,0,25897.968,2254.098
2005-11-30 01:00,0,0,0,25757.648,2163.934
2005-11-30 02:00,0,0,0,26132.384,2221.312
2005-11-30 03:00,0,0,0,27116.688,2295.082
2005-11-30 04:00,0,0,0,29792.16,2434.426
2005-11-30 05:00,0,0,0,32807.472,2565.574
2005-11-30 06:00,0,0.011444,0,34415.456,2704.918
2005-11-30 07:00,0.056853999999999995,0.238036,0,34919.248,2754.098
2005-11-30 08:00,0.350304,0.34373200000000004,0,35072.096,2852.46
2005-11-30 09:00,0.43870299999999995,0.358939,0.088606,35212.752,2885.246
2005-11-30 10:00,0.5015390000000001,0.320531,0.252121,34783.984,2844.262
2005-11-30 11:00,0.48201400000000005,0.16727,0.337305,34664.352,2844.262
2005-11-30 12:00,0.534767,0.10630099999999999,0.33994800000000003,34641.44,2868.852
2005-11-30 13:00,0.5026010000000001,0,0.272805,35234.4,2893.442
2005-11-30 14:00,0.223894,0,0.115327,36334.208,2852.46
2005-11-30 15:00,0.05415,0,0,37425.584,2885.246
2005-11-30 16:00,0,0,0,38219.968,3008.196
2005-11-30 17:00,0,0,0,37824.688,3032.786
2005-11-30 18:00,0,0,0,36141.088,2983.606
2005-11-30 19:00,0,0,0,34295.776,2844.262
2005-11-30 20:00,0,0,0,32289.744,2786.886
2005-11-30 21:00,0,0,0,29797.696,2622.95
2005-11-30 22:00,0,0,0,27863.984,2385.246
2005-11-30 23:00,0,0,0,26621.824,2295.082
2005-12-01 00:00,0,0,0,26009.6,2254.098
2005-12-01 01:00,0,0,0,25754.192,2139.344
2005-12-01 02:00,0,0,0,26067.84,2122.95
2005-12-01 03:00,0,0,0,27017.28,2172.132
2005-12-01 04:00,0,0,0,29761.776,2237.704
2005-12-01 05:00,0,0,0,32689.152,2270.492
2005-12-01 06:00,0,0.067727,0,34215.92,2336.066
2005-12-01 07:00,0.050577,0.256702,0,34566.208,2409.836
2005-12-01 08:00,0.286287,0.346442,0,34634.016,2557.378
2005-12-01 09:00,0.454129,0.365147,0.070703,34745.248,2565.574
2005-12-01 10:00,0.477633,0.37303400000000003,0.21830300000000002,34343.232,2524.59
2005-12-01 11:00,0.500818,0.281384,0.316771,34110.848,2524.59
2005-12-01 12:00,0.486306,0.071782,0.334996,34031.392,2500
2005-12-01 13:00,0.406464,0,0.247408,34591.888,2475.41
2005-12-01 14:00,0.236323,0,0.075525,35708.544,2434.426
2005-12-01 15:00,0.036623,0,0,36773.984,2565.574
2005-12-01 16:00,0,0,0,37549.824,2934.426
2005-12-01 17:00,0,0,0,37026.864,2909.836
2005-12-01 18:00,0,0,0,35277.936,2836.066
2005-12-01 19:00,0,0,0,33505.472,2770.492
2005-12-01 20:00,0,0,0,31697.232,2663.934
2005-12-01 21:00,0,0,0,29528.416,2500
2005-12-01 22:00,0,0,0,27834.48,2286.886
2005-12-01 23:00,0,0,0,26599.984,2295.082
2005-12-02 00:00,0,0,0,25735.76,2254.098
2005-12-02 01:00,0,0,0,25317.712,2139.344
2005-12-02 02:00,0,0,0,25194.928,2122.95
2005-12-02 03:00,0,0,0,25236.512,2172.132
2005-12-02 04:00,0,0,0,26513.44,2237.704
2005-12-02 05:00,0,0,0,28388.032,2270.492
2005-12-02 06:00,0,0,0,30010.816,2336.066
2005-12-02 07:00,0.049425,0,0,31144.208,2409.836
2005-12-02 08:00,0.258865,0.01127,0,31655.44,2557.378
2005-12-02 09:00,0.41357,0.033764999999999996,0,31894.816,2565.574
2005-12-02 10:00,0.467263,0.04099,0,31634.816,2524.59
2005-12-02 11:00,0.502703,0.26548400000000005,0.200068,31195.52,2524.59
2005-12-02 12:00,0.48383000000000004,0.134379,0.038411,31009.04,2500
2005-12-02 13:00,0.393415,0,0.093684,31605.008,2475.41
2005-12-02 14:00,0.22423800000000002,0,0.064943,32820.096,2434.426
2005-12-02 15:00,0.032289,0,0,34038.576,2565.574
2005-12-02 16:00,0,0,0,35013.216,2934.426
2005-12-02 17:00,0,0,0,34702.592,2909.836
2005-12-02 18:00,0,0,0,33187.456,2836.066
