comment,"Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Heat output in kW per m2 solar field, based on free 2005 DNI data from HelioClim (HC3v2: http://www.soda-is.com/eng/helioclim/index.html), processed with the CSP plant model described by Gauche, P., von Backstrom, T.W. & Brent, A.C., 2011. CSP Modeling Methodology for Macro Decision Making - Emphasis on the Central Receiver Type. In Granada, Spain.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501.","Time series in kWh based on modified data from the IIASA GAINS model database. Amann, M., et al., Cost-effective control of air quality and greenhouse gases in Europe: Modeling and policy applications. Environmental Modelling & Software, 2011. 26(12): p. 1489-1501."
nodes,region1_1,region1_2,region1_3,region1,region2
techs,csp,csp,csp,demand_power,demand_power
parameters,source_use_max,source_use_max,source_use_max,sink_use_equals,sink_use_equals
timesteps,,,,,
2005-01-01 00:00,0,0,0,25284.48,2254.098
2005-01-01 01:00,0,0,0,24387.44,2131.148
2005-01-01 02:00,0,0,0,23730.656,2090.164
2005-01-01 03:00,0,0,0,23123.04,2131.148
2005-01-01 04:00,0,0,0,23119.6,2172.132
2005-01-01 05:00,0,0,0,23683.28,2172.132
2005-01-01 06:00,0,0,0,24364.72,2213.114
2005-01-01 07:00,0.02106,0.009056,0,25249.968,2295.082
2005-01-01 08:00,0.263805,0.096755,0,26090.208,2459.016
2005-01-01 09:00,0.434037,0.245351,0.026837,26870.464,2459.016
2005-01-01 10:00,0.5182769999999999,0.120591,0.17191199999999998,27096.64,2418.032
2005-01-01 11:00,0.5313979999999999,0.044248,0.270085,27001.568,2418.032
2005-01-01 12:00,0.5199640000000001,0.020565,0.295433,27097.136,2377.05
2005-01-01 13:00,0.451715,0,0.240853,27438.192,2336.066
2005-01-01 14:00,0.304444,0,0.10680899999999999,28622.992,2295.082
2005-01-01 15:00,0.062079,0,0,30166.272,2459.016
2005-01-01 16:00,0,0,0,31613.12,2909.836
2005-01-01 17:00,0,0,0,31965.28,2868.852
2005-01-01 18:00,0,0,0,31139.792,2786.886
2005-01-01 19:00,0,0,0,30229.456,2745.902
2005-01-01 20:00,0,0,0,29165.616,2622.95
2005-01-01 21:00,0,0,0,27508.704,2459.016
2005-01-01 22:00,0,0,0,26001.632,2254.098
2005-01-01 23:00,0,0,0,25050.672,2295.082
2005-01-02 00:00,0,0,0,24391.136,2254.098
2005-01-02 01:00,0,0,0,24143.888,2131.148
2005-01-02 02:00,0,0,0,24237.76,2090.164
2005-01-02 03:00,0,0,0,24841.728,2131.148
2005-01-02 04:00,0,0,0,26832.752,2172.132
2005-01-02 05:00,0,0,0,29293.6,2172.132
2005-01-02 06:00,0,0,0,31062.336,2213.114
2005-01-02 07:00,0.018766,0.096031,0,32192.288,2295.082
2005-01-02 08:00,0.257264,0.144047,0,32969.296,2459.016
2005-01-02 09:00,0.425005,0.098728,0,33562.496,2459.016
2005-01-02 10:00,0.510026,0,0.123588,33535.504,2418.032
2005-01-02 11:00,0.520726,0.001851,0.28683200000000003,33355.728,2418.032
2005-01-02 12:00,0.5140790000000001,0,0.285821,33234.144,2377.05
2005-01-02 13:00,0.44711000000000006,0,0.211211,33526,2336.066
2005-01-02 14:00,0.298619,0,0.113541,34474.864,2295.082
2005-01-02 15:00,0.064904,0,0,35769.216,2459.016
2005-01-02 16:00,0,0,0,36819.424,2909.836
2005-01-02 17:00,0,0,0,36838.016,2868.852
2005-01-02 18:00,0,0,0,35330.4,2786.886
2005-01-02 19:00,0,0,0,33791.248,2745.902
2005-01-02 20:00,0,0,0,32205.2,2622.95
2005-01-02 21:00,0,0,0,30046.832,2459.016
2005-01-02 22:00,0,0,0,28241.6,2254.098
2005-01-02 23:00,0,0,0,27086.592,2295.082
2005-01-03 00:00,0,0,0,26405.408,2254.098
2005-01-03 01:00,0,0,0,26148.112,2131.148
2005-01-03 02:00,0,0,0,26243.968,2090.164
2005-01-03 03:00,0,0,0,26815.568,2131.148
2005-01-03 04:00,0,0,0,29051.792,2172.132
2005-01-03 05:00,0,0,0,31915.536,2172.132
2005-01-03 06:00,0,0,0,33825.792,2213.114
2005-01-03 07:00,0.023159000000000003,0.063446,0,34791.312,2295.082
2005-01-03 08:00,0.263962,0.20942399999999997,0,35248.512,2459.016
2005-01-03 09:00,0.433093,0.235748,0.027270999999999997,35543.136,2459.016
2005-01-03 10:00,0.5173770000000001,0.22675,0.17708800000000002,35327.968,2418.032
2005-01-03 11:00,0.52825,0.064664,0.274942,35020.832,2418.032
2005-01-03 12:00,0.517085,0.007796,0.298652,34918.768,2377.05
2005-01-03 13:00,0.453117,0,0.242008,35260.944,2336.066
2005-01-03 14:00,0.30854899999999996,0,0.111134,36226.224,2295.082
2005-01-03 15:00,0.072015,0,0,37500.768,2459.016
2005-01-03 16:00,0,0,0,38467.44,2909.836
2005-01-03 17:00,0,0,0,38202.432,2868.852
2005-01-03 18:00,0,0,0,36510,2786.886
2005-01-03 19:00,0,0,0,34852.768,2745.902
2005-01-03 20:00,0,0,0,33083.696,2622.95
2005-01-03 21:00,0,0,0,30834.896,2459.016
2005-01-03 22:00,0,0,0,28971.616,2254.098
2005-01-03 23:00,0,0,0,27761.44,2295.082
2005-01-04 00:00,0,0,0,27034.912,2254.098
2005-01-04 01:00,0,0,0,26741.904,2131.148
2005-01-04 02:00,0,0,0,26864.928,2090.164
2005-01-04 03:00,0,0,0,27412.8,2131.148
2005-01-04 04:00,0,0,0,29627.424,2172.132
2005-01-04 05:00,0,0,0,32533.488,2172.132
2005-01-04 06:00,0,0,0,34473.6,2213.114
2005-01-04 07:00,0.019292,0.092428,0,35410.48,2295.082
2005-01-04 08:00,0.25640100000000005,0.13939100000000001,0,35833.568,2459.016
2005-01-04 09:00,0.41748,0.196698,0,36172.144,2459.016
2005-01-04 10:00,0.512304,0.141624,0.03146,35937.632,2418.032
2005-01-04 11:00,0.52147,0,0.16852,35691.072,2418.032
2005-01-04 12:00,0.515514,0,0.25895100000000004,35608.112,2377.05
2005-01-04 13:00,0.431111,0,0.247533,35839.488,2336.066
2005-01-04 14:00,0.292485,0,0.11934000000000002,36705.744,2295.082
2005-01-04 15:00,0.073923,0,0,37945.824,2459.016
2005-01-04 16:00,0,0,0,38961.968,2909.836
2005-01-04 17:00,0,0,0,38735.024,2868.852
2005-01-04 18:00,0,0,0,37059.04,2786.886
2005-01-04 19:00,0,0,0,35364.128,2745.902
2005-01-04 20:00,0,0,0,33644.608,2622.95
2005-01-04 21:00,0,0,0,31305.44,2459.016
2005-01-04 22:00,0,0,0,29363.632,2254.098
2005-01-04 23:00,0,0,0,28084.144,2295.082
2005-01-05 00:00,0,0,0,27373.728,2254.098
2005-01-05 01:00,0,0,0,27105.712,2131.148
2005-01-05 02:00,0,0,0,27225.792,2090.164
2005-01-05 03:00,0,0,0,27813.312,2131.148
2005-01-05 04:00,0,0,0,30075.072,2172.132
2005-01-05 05:00,0,0,0,33053.84,2172.132
2005-01-05 06:00,0,0,0,35021.76,2213.114
2005-01-05 07:00,0.009743,0.018872,0,35959.136,2295.082
2005-01-05 08:00,0.273005,0.230971,0,36339.408,2459.016
2005-01-05 09:00,0.400302,0.335587,0,36624.992,2459.016
2005-01-05 10:00,0.520466,0.199944,0.01461,36236.8,2418.032
2005-01-05 11:00,0.541957,0,0.119052,36012.608,2418.032
2005-01-05 12:00,0.511193,0,0.243513,35891.136,2377.05
2005-01-05 13:00,0.45585200000000003,0,0.25021400000000005,36196.56,2336.066
2005-01-05 14:00,0.322062,0,0.118691,37078.16,2295.082
2005-01-05 15:00,0.07927,0,0,38203.12,2459.016
2005-01-05 16:00,0,0,0,39033.52,2909.836
2005-01-05 17:00,0,0,0,38631.008,2868.852
2005-01-05 18:00,0,0,0,36990.8,2786.886
2005-01-05 19:00,0,0,0,35330.832,2745.902
2005-01-05 20:00,0,0,0,33623.456,2622.95
2005-01-05 21:00,0,0,0,31341.168,2459.016
2005-01-05 22:00,0,0,0,29390.624,2254.098
2005-01-05 23:00,0,0,0,28132.928,2295.082
2005-01-06 00:00,0,0,0,27391.2,2254.098
2005-01-06 01:00,0,0,0,26983.696,2131.148
2005-01-06 02:00,0,0,0,26788.496,2090.164
2005-01-06 03:00,0,0,0,26909.104,2131.148
2005-01-06 04:00,0,0,0,28470.88,2172.132
2005-01-06 05:00,0,0,0,30720.352,2172.132
2005-01-06 06:00,0,0,0,32420.496,2213.114
2005-01-06 07:00,0,0.136202,0,33493.376,2295.082
2005-01-06 08:00,0.25964699999999996,0.279298,0,34111.968,2459.016
2005-01-06 09:00,0.477614,0.35696300000000003,0.025168000000000003,34463.84,2459.016
2005-01-06 10:00,0.512476,0.35097300000000003,0.176343,34170.784,2418.032
2005-01-06 11:00,0.520687,0.25758499999999995,0.280611,33840.512,2418.032
2005-01-06 12:00,0.5088699999999999,0.101785,0.29941,33785.072,2377.05
2005-01-06 13:00,0.4491930000000001,0,0.247403,33957.184,2336.066
2005-01-06 14:00,0.309323,0,0.12141199999999999,34826.752,2295.082
2005-01-06 15:00,0.074373,0,0,36070.464,2459.016
2005-01-06 16:00,0,0,0,37059.872,2909.836
2005-01-06 17:00,0,0,0,36938.72,2868.852
2005-01-06 18:00,0,0,0,35551.824,2786.886
2005-01-06 19:00,0,0,0,34114.432,2745.902
2005-01-06 20:00,0,0,0,32745.552,2622.95
2005-01-06 21:00,0,0,0,30676.336,2459.016
2005-01-06 22:00,0,0,0,29049.088,2254.098
2005-01-06 23:00,0,0,0,27740.032,2295.082
2005-01-07 00:00,0,0,0,26866.144,2254.098
2005-01-07 01:00,0,0,0,26407.248,2131.148
2005-01-07 02:00,0,0,0,26205.68,2090.164
2005-01-07 03:00,0,0,0,26047.696,2131.148
2005-01-07 04:00,0,0,0,26888.08,2172.132
2005-01-07 05:00,0,0,0,28544.848,2172.132
2005-01-07 06:00,0,0,0,30232.08,2213.114
2005-01-07 07:00,0.023107,0.135459,0,31574.816,2295.082
2005-01-07 08:00,0.25793699999999997,0.275432,0,32423.264,2459.016
2005-01-07 09:00,0.422936,0.34356400000000004,0.026008000000000003,32972.64,2459.016
2005-01-07 10:00,0.5197579999999999,0.33785000000000004,0.17588299999999998,32845.52,2418.032
2005-01-07 11:00,0.539614,0.262771,0.27366900000000005,32481.168,2418.032
2005-01-07 12:00,0.5271140000000001,0.080639,0.301004,32297.952,2377.05
2005-01-07 13:00,0.455167,0,0.243348,32523.584,2336.066
2005-01-07 14:00,0.356712,0,0.120772,33553.376,2295.082
2005-01-07 15:00,0.057574,0,0,34918.336,2459.016
2005-01-07 16:00,0,0,0,36053.232,2909.836
2005-01-07 17:00,0,0,0,35933.12,2868.852
2005-01-07 18:00,0,0,0,34543.68,2786.886
2005-01-07 19:00,0,0,0,33211.968,2745.902
2005-01-07 20:00,0,0,0,31985.088,2622.95
2005-01-07 21:00,0,0,0,29707.168,2459.016
2005-01-07 22:00,0,0,0,28127.92,2254.098
2005-01-07 23:00,0,0,0,26705.248,2295.082
2005-01-08 00:00,0,0,0,25809.392,2254.098
2005-01-08 01:00,0,0,0,25278.992,2131.148
2005-01-08 02:00,0,0,0,24948.464,2090.164
2005-01-08 03:00,0,0,0,24615.904,2131.148
2005-01-08 04:00,0,0,0,24965.648,2172.132
2005-01-08 05:00,0,0,0,25952.224,2172.132
2005-01-08 06:00,0,0.009771,0,27247.008,2213.114
2005-01-08 07:00,0.036335,0.166476,0,28583.92,2295.082
2005-01-08 08:00,0.266404,0.29451700000000003,0,29666.4,2459.016
2005-01-08 09:00,0.44819,0.343866,0.028758999999999996,30439.712,2459.016
2005-01-08 10:00,0.5260880000000001,0.34304900000000005,0.17837799999999998,30496.992,2418.032
2005-01-08 11:00,0.5505930000000001,0.269809,0.273087,30261.84,2418.032
2005-01-08 12:00,0.53859,0.14093699999999998,0.302373,30127.584,2377.05
2005-01-08 13:00,0.479155,0,0.250185,30247.712,2336.066
2005-01-08 14:00,0.328948,0,0.128636,31391.504,2295.082
2005-01-08 15:00,0.102114,0,0,33058.8,2459.016
2005-01-08 16:00,0,0,0,34493.216,2909.836
2005-01-08 17:00,0,0,0,34799.712,2868.852
2005-01-08 18:00,0,0,0,33785.856,2786.886
2005-01-08 19:00,0,0,0,32674.544,2745.902
2005-01-08 20:00,0,0,0,31337.04,2622.95
2005-01-08 21:00,0,0,0,29487.648,2459.016
2005-01-08 22:00,0,0,0,27829.872,2254.098
2005-01-08 23:00,0,0,0,26873.136,2295.082
2005-01-09 00:00,0,0,0,26337.36,2254.098
2005-01-09 01:00,0,0,0,26128.56,2131.148
2005-01-09 02:00,0,0,0,26450.784,2090.164
2005-01-09 03:00,0,0,0,27585.68,2131.148
2005-01-09 04:00,0,0,0,30415.744,2172.132
2005-01-09 05:00,0,0,0,33933.264,2172.132
2005-01-09 06:00,0,0.008862,0,35928.544,2213.114
2005-01-09 07:00,0.030467,0.168209,0,36531.264,2295.082
2005-01-09 08:00,0.286437,0.28900400000000004,0,36701.824,2459.016
2005-01-09 09:00,0.46157,0.33562800000000004,0.025578999999999998,36884.8,2459.016
2005-01-09 10:00,0.529871,0.322849,0.171389,36520.192,2418.032
2005-01-09 11:00,0.5425679999999999,0.24332199999999998,0.27592900000000004,36312.656,2418.032
2005-01-09 12:00,0.534516,0.11801099999999999,0.30123300000000003,36182,2377.05
2005-01-09 13:00,0.477204,0,0.24842899999999998,36219.232,2336.066
2005-01-09 14:00,0.34437,0,0.127219,37087.776,2295.082
2005-01-09 15:00,0.10374100000000001,0,0,38642.608,2459.016
2005-01-09 16:00,0,0,0,39457.856,2909.836
2005-01-09 17:00,0,0,0,39176.64,2868.852
2005-01-09 18:00,0,0,0,37433.2,2786.886
2005-01-09 19:00,0,0,0,35737.52,2745.902
2005-01-09 20:00,0,0,0,33852.832,2622.95
2005-01-09 21:00,0,0,0,31569.728,2459.016
2005-01-09 22:00,0,0,0,29770.368,2254.098
2005-01-09 23:00,0,0,0,28699.728,2295.082
2005-01-10 00:00,0,0,0,28093.568,2254.098
2005-01-10 01:00,0,0,0,27834.96,2131.148
2005-01-10 02:00,0,0,0,28058.624,2090.164
2005-01-10 03:00,0,0,0,28824.944,2131.148
2005-01-10 04:00,0,0,0,31470.224,2172.132
2005-01-10 05:00,0,0,0,34716.576,2172.132
2005-01-10 06:00,0,0.005761,0,36526.656,2213.114
2005-01-10 07:00,0.038977,0.163057,0,37009.248,2295.082
2005-01-10 08:00,0.289131,0.27626,0,37092.096,2459.016
2005-01-10 09:00,0.44191400000000003,0.314257,0.012795,37174.416,2459.016
2005-01-10 10:00,0.5318200000000001,0.32240599999999997,0.163245,36747.824,2418.032
2005-01-10 11:00,0.558545,0.255774,0.283648,36541.024,2418.032
2005-01-10 12:00,0.543687,0.12704100000000002,0.312948,36442.88,2377.05
2005-01-10 13:00,0.432225,0.014017000000000002,0.240939,36667.936,2336.066
2005-01-10 14:00,0.28286300000000003,0,0.113398,37513.28,2295.082
2005-01-10 15:00,0.110293,0,0.001239,38825.92,2459.016
2005-01-10 16:00,0,0,0,39614.816,2909.836
2005-01-10 17:00,0,0,0,39291.328,2868.852
2005-01-10 18:00,0,0,0,37573.712,2786.886
2005-01-10 19:00,0,0,0,33765.184,2745.902
2005-01-10 20:00,0,0,0,33897.44,2622.95
2005-01-10 21:00,0,0,0,31588.56,2459.016
2005-01-10 22:00,0,0,0,29748.48,2254.098
2005-01-10 23:00,0,0,0,28588.672,2295.082
2005-01-11 00:00,0,0,0,27942.96,2254.098
2005-01-11 01:00,0,0,0,27695.28,2131.148
2005-01-11 02:00,0,0,0,27883.792,2090.164
2005-01-11 03:00,0,0,0,28753.264,2131.148
2005-01-11 04:00,0,0,0,31315.44,2172.132
2005-01-11 05:00,0,0,0,34602.32,2172.132
2005-01-11 06:00,0,0.00629,0,36521.264,2213.114
2005-01-11 07:00,0.038887,0.17541700000000002,0,36991.616,2295.082
2005-01-11 08:00,0.289878,0.282645,0,36966.672,2459.016
2005-01-11 09:00,0.450525,0.337521,0.023003,37055.552,2459.016
2005-01-11 10:00,0.5271849999999999,0.33354500000000004,0.171715,36696.816,2418.032
2005-01-11 11:00,0.545089,0.25351999999999997,0.278058,34476.512,2418.032
2005-01-11 12:00,0.537408,0.12549100000000002,0.31022700000000003,36324.352,2377.05
2005-01-11 13:00,0.46516499999999994,0,0.25589700000000004,36497.088,2336.066
2005-01-11 14:00,0.33186800000000005,0,0.12681299999999998,37296.912,2295.082
2005-01-11 15:00,0.11177000000000001,0,0,38614.112,2459.016
2005-01-11 16:00,0,0,0,39641.072,2909.836
2005-01-11 17:00,0,0,0,39407.68,2868.852
2005-01-11 18:00,0,0,0,37698.4,2786.886
2005-01-11 19:00,0,0,0,35924.864,2745.902
2005-01-11 20:00,0,0,0,34017.616,2622.95
2005-01-11 21:00,0,0,0,31621.456,2459.016
2005-01-11 22:00,0,0,0,29788.32,2254.098
2005-01-11 23:00,0,0,0,28577.904,2295.082
2005-01-12 00:00,0,0,0,27907.232,2254.098
2005-01-12 01:00,0,0,0,27610.496,2131.148
2005-01-12 02:00,0,0,0,27779.488,2090.164
2005-01-12 03:00,0,0,0,28645.552,2131.148
2005-01-12 04:00,0,0,0,31254.88,2172.132
2005-01-12 05:00,0,0,0,34522.528,2172.132
2005-01-12 06:00,0,0.008732,0,36433.376,2213.114
2005-01-12 07:00,0,0.164356,0,36900.816,2295.082
2005-01-12 08:00,0.15626800000000002,0.287721,0,37038.656,2459.016
2005-01-12 09:00,0.322913,0.335807,0,37136.208,2459.016
2005-01-12 10:00,0.319938,0.33305699999999994,0.18949100000000002,36678.48,2418.032
2005-01-12 11:00,0.381997,0.260905,0.28683000000000003,36506.992,2418.032
2005-01-12 12:00,0.471405,0.1374,0.32186400000000004,36408.608,2377.05
2005-01-12 13:00,0.27997500000000003,0,0.26044,36643.632,2336.066
2005-01-12 14:00,0.206779,0,0.13913399999999998,37448.496,2295.082
2005-01-12 15:00,0.059337,0,0,38762.688,2459.016
2005-01-12 16:00,0,0,0,39675.296,2909.836
2005-01-12 17:00,0,0,0,39328.272,2868.852
2005-01-12 18:00,0,0,0,37632.336,2786.886
2005-01-12 19:00,0,0,0,35879.28,2745.902
2005-01-12 20:00,0,0,0,33934.32,2622.95
2005-01-12 21:00,0,0,0,31540.608,2459.016
2005-01-12 22:00,0,0,0,29569.088,2254.098
2005-01-12 23:00,0,0,0,28379.344,2295.082
2005-01-13 00:00,0,0,0,27734.496,2254.098
2005-01-13 01:00,0,0,0,27428.24,2131.148
2005-01-13 02:00,0,0,0,27683.872,2090.164
2005-01-13 03:00,0,0,0,28530.96,2131.148
2005-01-13 04:00,0,0,0,31130.288,2172.132
2005-01-13 05:00,0,0,0,34334.016,2172.132
2005-01-13 06:00,0,0.022154,0,36178.512,2213.114
2005-01-13 07:00,0.032485,0.16864300000000002,0,36694.4,2295.082
2005-01-13 08:00,0.319556,0.238211,0,36746.768,2459.016
2005-01-13 09:00,0.4830350000000001,0.26780200000000004,0.026924,36778.56,2459.016
2005-01-13 10:00,0.539539,0.34024,0.180509,36331.056,2418.032
2005-01-13 11:00,0.5573560000000001,0.263112,0.208731,36028.384,2418.032
2005-01-13 12:00,0.5313089999999999,0.142065,0.301327,35847.104,2377.05
2005-01-13 13:00,0.474166,0,0.276385,35992.416,2336.066
2005-01-13 14:00,0.340498,0,0.149714,36775.888,2295.082
2005-01-13 15:00,0.11315599999999999,0,0.00414,38110.08,2459.016
2005-01-13 16:00,0,0,0,38987.552,2909.836
2005-01-13 17:00,0,0,0,38546.56,2868.852
2005-01-13 18:00,0,0,0,36801.264,2786.886
2005-01-13 19:00,0,0,0,35120.928,2745.902
2005-01-13 20:00,0,0,0,33471.776,2622.95
2005-01-13 21:00,0,0,0,31386.208,2459.016
2005-01-13 22:00,0,0,0,29750.704,2254.098
2005-01-13 23:00,0,0,0,28568.624,2295.082
2005-01-14 00:00,0,0,0,27761.088,2254.098
2005-01-14 01:00,0,0,0,27255.552,2131.148
2005-01-14 02:00,0,0,0,27045.536,2090.164
2005-01-14 03:00,0,0,0,26851.344,2131.148
2005-01-14 04:00,0,0,0,27820.64,2172.132
2005-01-14 05:00,0,0,0,29718.432,2172.132
2005-01-14 06:00,0,0,0,31418.976,2213.114
2005-01-14 07:00,0.034645,0.024054,0,32765.728,2295.082
2005-01-14 08:00,0.283828,0.085362,0,33462.848,2459.016
2005-01-14 09:00,0.441158,0.13915999999999998,0,33758.384,2459.016
2005-01-14 10:00,0.523205,0.20967,0.011703,33382.192,2418.032
2005-01-14 11:00,0.5353559999999999,0.14538,0.102569,32834.32,2418.032
2005-01-14 12:00,0.530431,0.018181,0.25327900000000003,32572.176,2377.05
2005-01-14 13:00,0.47208199999999995,0,0.278411,32558.496,2336.066
2005-01-14 14:00,0.339994,0,0.15161700000000006,33429.312,2295.082
2005-01-14 15:00,0.12075999999999999,0,0.005404,35020.448,2459.016
2005-01-14 16:00,0,0,0,36262.48,2909.836
2005-01-14 17:00,0,0,0,36127.936,2868.852
2005-01-14 18:00,0,0,0,34715.888,2786.886
2005-01-14 19:00,0,0,0,33329.664,2745.902
2005-01-14 20:00,0,0,0,32089.584,2622.95
2005-01-14 21:00,0,0,0,29789.776,2459.016
2005-01-14 22:00,0,0,0,28274.64,2254.098
2005-01-14 23:00,0,0,0,27009.376,2295.082
2005-01-15 00:00,0,0,0,26209.024,2254.098
2005-01-15 01:00,0,0,0,25649.952,2131.148
2005-01-15 02:00,0,0,0,25316.608,2090.164
2005-01-15 03:00,0,0,0,24967.968,2131.148
2005-01-15 04:00,0,0,0,25332.864,2172.132
2005-01-15 05:00,0,0,0,26444.272,2172.132
2005-01-15 06:00,0,0,0,27884.72,2213.114
2005-01-15 07:00,0.030222000000000002,0,0,29292.048,2295.082
2005-01-15 08:00,0.281186,0.036288,0,30312.32,2459.016
2005-01-15 09:00,0.43943999999999994,0.043909,0.003989,30853.776,2459.016
2005-01-15 10:00,0.5235,0.064006,0.12887600000000002,30712.88,2418.032
2005-01-15 11:00,0.5364359999999999,0.011935,0.248846,30353.328,2418.032
2005-01-15 12:00,0.528174,0,0.26326599999999994,30168.944,2377.05
2005-01-15 13:00,0.469509,0,0.16939500000000002,30275.968,2336.066
2005-01-15 14:00,0.34471399999999996,0,0.059497,31246.24,2295.082
2005-01-15 15:00,0.114625,0,0,33032.688,2459.016
2005-01-15 16:00,0,0,0,34493.6,2909.836
2005-01-15 17:00,0,0,0,34867.664,2868.852
2005-01-15 18:00,0,0,0,33832.544,2786.886
2005-01-15 19:00,0,0,0,32729.52,2745.902
2005-01-15 20:00,0,0,0,31431.744,2622.95
2005-01-15 21:00,0,0,0,29623.936,2459.016
2005-01-15 22:00,0,0,0,28124.528,2254.098
2005-01-15 23:00,0,0,0,27205.792,2295.082
2005-01-16 00:00,0,0,0,26593.568,2254.098
2005-01-16 01:00,0,0,0,26378.272,2131.148
2005-01-16 02:00,0,0,0,26700.496,2090.164
2005-01-16 03:00,0,0,0,27878.736,2131.148
2005-01-16 04:00,0,0,0,30745.584,2172.132
2005-01-16 05:00,0,0,0,34165.84,2172.132
2005-01-16 06:00,0,0,0,36157.296,2213.114
2005-01-16 07:00,0.033786000000000004,0,0,36804.368,2295.082
2005-01-16 08:00,0.28207599999999994,0,0,36999.632,2459.016
2005-01-16 09:00,0.437321,0.02022,0.030282,37081.168,2459.016
2005-01-16 10:00,0.5190640000000001,0,0.165535,36784.384,2418.032
2005-01-16 11:00,0.5358649999999999,0,0.28133099999999994,36624.352,2418.032
2005-01-16 12:00,0.529821,0,0.320681,36474.672,2377.05
2005-01-16 13:00,0.49307,0,0.255683,36534.416,2336.066
2005-01-16 14:00,0.341266,0,0.123715,37266.336,2295.082
2005-01-16 15:00,0.089661,0,0.002653,38632.128,2459.016
2005-01-16 16:00,0,0,0,39544.784,2909.836
2005-01-16 17:00,0,0,0,39268.672,2868.852
2005-01-16 18:00,0,0,0,37575.6,2786.886
2005-01-16 19:00,0,0,0,35742.8,2745.902
2005-01-16 20:00,0,0,0,33872.832,2622.95
2005-01-16 21:00,0,0,0,31580.304,2459.016
2005-01-16 22:00,0,0,0,29762.656,2254.098
2005-01-16 23:00,0,0,0,28633.28,2295.082
2005-01-17 00:00,0,0,0,27993.184,2254.098
2005-01-17 01:00,0,0,0,27690.912,2131.148
2005-01-17 02:00,0,0,0,27902.672,2090.164
2005-01-17 03:00,0,0,0,28804.032,2131.148
2005-01-17 04:00,0,0,0,31358.928,2172.132
2005-01-17 05:00,0,0,0,34551.456,2172.132
2005-01-17 06:00,0,0,0,36431.712,2213.114
2005-01-17 07:00,0.052162,0,0,37001.424,2295.082
2005-01-17 08:00,0.215786,0.021503,0,37092.864,2459.016
2005-01-17 09:00,0.430696,0.070293,0.036864,37200.72,2459.016
2005-01-17 10:00,0.530095,0.010843,0.196792,36805.728,2418.032
2005-01-17 11:00,0.545246,0.064834,0.302331,36589.312,2418.032
2005-01-17 12:00,0.537099,0,0.33473800000000004,36545.344,2377.05
2005-01-17 13:00,0.472064,0,0.285606,36744.864,2336.066
2005-01-17 14:00,0.3534430000000001,0,0.16197799999999998,37571.776,2295.082
2005-01-17 15:00,0.10744300000000001,0,0.011371,38757.344,2459.016
2005-01-17 16:00,0,0,0,39644.576,2909.836
2005-01-17 17:00,0,0,0,39341.664,2868.852
2005-01-17 18:00,0,0,0,37572.016,2786.886
2005-01-17 19:00,0,0,0,35811.536,2745.902
2005-01-17 20:00,0,0,0,33891.12,2622.95
2005-01-17 21:00,0,0,0,31524.192,2459.016
2005-01-17 22:00,0,0,0,29641.456,2254.098
2005-01-17 23:00,0,0,0,28495.152,2295.082
2005-01-18 00:00,0,0,0,27856.512,2254.098
2005-01-18 01:00,0,0,0,27606.416,2131.148
2005-01-18 02:00,0,0,0,27884.912,2090.164
2005-01-18 03:00,0,0,0,28771.744,2131.148
2005-01-18 04:00,0,0,0,31282.784,2172.132
2005-01-18 05:00,0,0,0,34459.424,2172.132
2005-01-18 06:00,0,0.010922,0,36343.728,2213.114
2005-01-18 07:00,0.037379,0.16123800000000002,0,36947.12,2295.082
2005-01-18 08:00,0.28195099999999995,0.302085,0,37057.728,2459.016
2005-01-18 09:00,0.460909,0.385677,0.02506,37179.6,2459.016
2005-01-18 10:00,0.527679,0.369832,0.181883,36801.904,2418.032
2005-01-18 11:00,0.5385209999999999,0.325258,0.26500300000000004,36601.248,2418.032
2005-01-18 12:00,0.527007,0.18616,0.32397000000000004,36495.536,2377.05
2005-01-18 13:00,0.47213299999999997,0.026861000000000003,0.27399,36594.608,2336.066
2005-01-18 14:00,0.34781999999999996,0,0.15353299999999998,37309.392,2295.082
2005-01-18 15:00,0.127495,0,0.003899,38413.904,2459.016
2005-01-18 16:00,0,0,0,39372.528,2909.836
2005-01-18 17:00,0,0,0,39079.664,2868.852
2005-01-18 18:00,0,0,0,37404.128,2786.886
2005-01-18 19:00,0,0,0,35637.296,2745.902
2005-01-18 20:00,0,0,0,33783.92,2622.95
2005-01-18 21:00,0,0,0,31395.28,2459.016
2005-01-18 22:00,0,0,0,29524.624,2254.098
2005-01-18 23:00,0,0,0,28413.408,2295.082
