nodes,region1,region2,region1,region2,region1,region2,region1,region2
techs,demand_power,demand_power,demand_power,demand_power,demand_power,demand_power,demand_power,demand_power
parameters,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals
investsteps,2020,2020,2030,2030,2040,2040,2050,2050
timesteps,,,,,,,,
2005-01-01 00:00,25284,2254,30341,2704,32869,2930,34134,3043
2005-01-01 01:00,24387,2131,29264,2557,31703,2770,32923,2877
2005-01-01 02:00,23730,2090,28476,2508,30849,2717,32036,2821
2005-01-01 03:00,23123,2131,27747,2557,30059,2770,31216,2877
2005-01-01 04:00,23119,27743,2606,30055,2823,31211,2932
2005-01-01 05:00,23683,2172,28419,2606,30788,2823,31972,2932
2005-01-01 06:00,24364,2213,29237,2655,31674,2877,32892,2987
2005-01-01 07:00,25249,2295,30299,2754,32824,2983,34087,3098
2005-01-01 08:00,26090,2459,31308,2950,33917,3196,35221,3319
2005-01-01 09:00,26870,2459,32244,2950,34931,3196,36275,3319
2005-01-01 10:00,27096,2418,32515,2901,35225,3143,36580,3264
2005-01-01 11:00,27001,2418,32401,2901,35102,3143,36452,3264
2005-01-01 12:00,27097,2377,32516,2852,35226,3090,36581,3209
2005-01-01 13:00,27438,2336,32925,2803,35669,3036,37041,3153
2005-01-01 14:00,28622,2295,34347,2754,37209,2983,38641,3098
2005-01-01 15:00,30166,2459,36199,2950,39216,3196,40724,3319
2005-01-01 16:00,31613,2909,37935,3491,41097,3782,42677,3928
2005-01-01 17:00,31965,2868,38358,3442,41554,3729,43153,3872
2005-01-01 18:00,31139,2786,37367,3344,40481,3622,42038,3762
2005-01-01 19:00,30229,2745,36275,3295,39298,3569,40809,3706
2005-01-01 20:00,29165,2622,34998,3147,37915,3409,39373,3540
2005-01-01 21:00,27508,2459,33010,2950,35761,3196,37136,3319
2005-01-01 22:00,26001,2254,31201,2704,33802,2930,35102,3043
2005-01-01 23:00,25050,2295,30060,2754,32565,2983,33818,3098
2005-01-02 00:00,24391,2254,29269,2704,31708,2930,32928,3043
2005-01-02 01:00,24143,2131,28972,2557,31387,2770,32594,2877
2005-01-02 02:00,24237,2090,29085,2508,31509,2717,32720,2821
2005-01-02 03:00,24841,2131,29810,2557,32294,2770,33536,2877
2005-01-02 04:00,26832,2172,32199,2606,34882,2823,36224,2932
2005-01-02 05:00,29293,35152,2606,38081,2823,39546,2932
2005-01-02 06:00,31062,2213,37274,2655,40381,2877,41934,2987
2005-01-02 07:00,32192,2295,38630,2754,41849,2983,43459,3098
2005-01-02 08:00,32969,2459,39563,2950,42860,3196,44508,3319
2005-01-02 09:00,33562,2459,40274,2950,43631,3196,45309,3319
2005-01-02 10:00,33535,2418,40242,2901,43596,3143,45272,3264
2005-01-02 11:00,33355,2418,40026,2901,43362,3143,45030,3264
2005-01-02 12:00,33234,2377,39880,2852,43204,3090,44866,3209
2005-01-02 13:00,33526,40231,43583,45260,3153
2005-01-02 14:00,34474,2295,41369,2754,44817,2983,46541,3098
2005-01-02 15:00,35769,2459,42923,2950,46499,3196,48288,3319
2005-01-02 16:00,36819,2909,44183,3491,47865,3782,49706,3928
2005-01-02 17:00,36838,2868,44205,3442,47889,3729,49731,3872
2005-01-02 18:00,35330,42396,3344,45929,3622,47696,3762
2005-01-02 19:00,33791,2745,40549,3295,43928,3569,45618,3706
2005-01-02 20:00,32205,38646,3147,41866,3409,43477,3540
2005-01-02 21:00,30046,2459,36056,2950,39060,3196,40563,3319
2005-01-02 22:00,28241,33889,2704,36714,2930,38126,3043
2005-01-02 23:00,27086,2295,32503,2754,35212,2983,36566,3098
2005-01-03 00:00,26405,2254,31686,2704,34327,2930,35647,3043
2005-01-03 01:00,26148,2131,31377,2557,33992,2770,35299,2877
2005-01-03 02:00,26243,2090,31492,2508,34117,2717,35429,2821
2005-01-03 03:00,26815,2131,32178,2557,34860,2770,36201,2877
2005-01-03 04:00,29051,2172,34862,2606,37767,2823,39219,2932
2005-01-03 05:00,31915,2172,38298,2606,41490,2823,43085,2932
2005-01-03 06:00,33825,2213,40590,2655,43973,2877,45664,2987
2005-01-03 07:00,34791,2295,41749,2754,45228,2983,46968,3098
2005-01-03 08:00,35248,2459,42298,2950,45823,3196,47585,3319
2005-01-03 09:00,35543,2459,42651,2950,46206,3196,47983,3319
2005-01-03 10:00,35327,2418,42393,2901,45926,3143,47692,3264
2005-01-03 11:00,35020,2418,42024,2901,45527,3143,47278,3264
2005-01-03 12:00,34918,2377,41902,2852,45394,3090,47140,3209
2005-01-03 13:00,35260,2336,42313,2803,45839,3036,47602,3153
2005-01-03 14:00,36226,2295,43471,2754,47094,2983,48905,3098
2005-01-03 15:00,37500,2459,45000,2950,48750,3196,50626,3319
2005-01-03 16:00,38467,2909,46160,3491,50007,3782,51931,3928
2005-01-03 17:00,38202,2868,45842,3442,49663,3729,51573,3872
2005-01-03 18:00,36510,43812,47463,49288
2005-01-03 19:00,34852,2745,41823,3295,45308,3569,47051,3706
2005-01-03 20:00,33083,2622,39700,3147,43008,3409,44662,3540
2005-01-03 21:00,30834,2459,37001,2950,40085,3196,41627,3319
2005-01-03 22:00,28971,2254,34765,2704,37663,2930,39111,3043
2005-01-03 23:00,27761,2295,33313,2754,36089,2983,37477,3098
2005-01-04 00:00,27034,2254,32441,2704,35145,2930,36497,3043
2005-01-04 01:00,26741,2131,32090,2557,34764,2770,36101,2877
2005-01-04 02:00,26864,2090,32237,2508,34924,2717,36267,2821
2005-01-04 03:00,27412,32895,2557,35636,2770,37007,2877
2005-01-04 04:00,29627,2172,35552,2606,38515,2823,39997,2932
2005-01-04 05:00,32533,2172,39040,2606,42293,2823,43920,2932
2005-01-04 06:00,34473,41368,2655,44815,2877,46539,2987
2005-01-04 07:00,35410,2295,42492,2754,46033,2983,47804,3098
2005-01-04 08:00,35833,2459,43000,2950,46583,3196,48375,3319
2005-01-04 09:00,36172,2459,43406,2950,47023,3196,48832,3319
2005-01-04 10:00,35937,2418,43125,2901,46718,3143,48515,3264
2005-01-04 11:00,35691,2418,42829,2901,46398,3143,48182,3264
2005-01-04 12:00,35608,2377,42729,2852,46290,3090,48070,3209
2005-01-04 13:00,35839,2336,43007,2803,46591,3036,48383,3153
2005-01-04 14:00,36705,2295,44046,2754,47717,2983,49552,3098
2005-01-04 15:00,37945,2459,45534,2950,49329,3196,51226,3319
2005-01-04 16:00,38961,2909,46754,3491,50650,3782,52598,3928
2005-01-04 17:00,38735,2868,46482,3442,50355,3729,52292,3872
2005-01-04 18:00,37059,2786,44470,3344,48176,3622,50029,3762
2005-01-04 19:00,35364,2745,42436,3295,45973,3569,47741,3706
2005-01-04 20:00,33644,2622,40373,3147,43737,3409,45420,3540
2005-01-04 21:00,31305,2459,37566,2950,40697,3196,42262,3319
2005-01-04 22:00,29363,2254,35236,2704,38172,2930,39640,3043
2005-01-04 23:00,28084,2295,33700,2754,36509,2983,37913,3098
2005-01-05 00:00,27373,2254,32848,2704,35585,2930,36954,3043
2005-01-05 01:00,27105,2131,32526,2557,35237,2770,36592,2877
2005-01-05 02:00,27225,2090,32670,2508,35393,2717,36754,2821
2005-01-05 03:00,27813,2131,33375,2557,36157,2770,37547,2877
2005-01-05 04:00,30075,2172,36090,2606,39097,2823,40601,2932
2005-01-05 05:00,33053,2172,39664,2606,42969,2823,44622,2932
2005-01-05 06:00,35021,2213,42026,2655,45528,2877,47279,2987
2005-01-05 07:00,35959,2295,43150,2754,46746,2983,48544,3098
2005-01-05 08:00,36339,2459,43607,2950,47241,3196,49058,3319
2005-01-05 09:00,36624,2459,43949,2950,47612,3196,49443,3319
2005-01-05 10:00,36236,43484,2901,47107,3143,48919,3264
2005-01-05 11:00,36012,2418,43215,2901,46816,3143,48617,3264
2005-01-05 12:00,35891,2377,43069,2852,46658,3090,48453,3209
2005-01-05 13:00,36196,2336,43435,2803,47055,3036,48865,3153
2005-01-05 14:00,37078,2295,44493,2754,48201,2983,50055,3098
2005-01-05 15:00,38203,2459,45843,2950,49664,3196,51574,3319
2005-01-05 16:00,39033,2909,46840,3491,50743,3782,52695,3928
2005-01-05 17:00,38631,2868,46357,3442,50220,3729,52151,3872
2005-01-05 18:00,36990,44388,3344,48088,3622,49937,3762
2005-01-05 19:00,35330,2745,42396,3295,45930,3569,47696,3706
2005-01-05 20:00,33623,2622,40348,3147,43710,3409,45391,3540
2005-01-05 21:00,31341,2459,37609,2950,40743,3196,42310,3319
2005-01-05 22:00,29390,2254,35268,2704,38207,2930,39677,3043
2005-01-05 23:00,28132,2295,33759,2754,36572,2983,37979,3098
2005-01-06 00:00,27391,32869,2704,35608,2930,36978,3043
2005-01-06 01:00,26983,2131,32380,2557,35078,2770,36427,2877
2005-01-06 02:00,26788,2090,32146,2508,34825,2717,36164,2821
2005-01-06 03:00,26909,2131,32290,2557,34981,2770,36327,2877
2005-01-06 04:00,28470,2172,34165,2606,37012,2823,38435,2932
2005-01-06 05:00,30720,2172,36864,2606,39936,2823,41472,2932
2005-01-06 06:00,32420,2213,38904,2655,42146,2877,43767,2987
2005-01-06 07:00,33493,2295,40192,2754,43541,2983,45216,3098
2005-01-06 08:00,34111,2459,40934,2950,44345,3196,46051,3319
2005-01-06 09:00,34463,2459,41356,2950,44802,3196,46526,3319
2005-01-06 10:00,34170,2418,41004,2901,44422,3143,46130,3264
2005-01-06 11:00,33840,2418,40608,2901,43992,3143,45684,3264
2005-01-06 12:00,33785,2377,40542,2852,43920,3090,45609,3209
2005-01-06 13:00,33957,2336,40748,2803,44144,3036,45842,3153
2005-01-06 14:00,34826,2295,41792,2754,45274,2983,47016,3098
2005-01-06 15:00,36070,2459,43284,2950,46891,3196,48695,3319
2005-01-06 16:00,37059,2909,44471,3491,48177,3782,50030,3928
2005-01-06 17:00,36938,2868,44326,3442,48020,3729,49867,3872
2005-01-06 18:00,35551,2786,42662,3344,46217,3622,47994,3762
2005-01-06 19:00,34114,2745,40937,3295,44348,3569,46054,3706
2005-01-06 20:00,32745,2622,39294,3147,42569,3409,44206,3540
2005-01-06 21:00,30676,2459,36811,2950,39879,3196,41413,3319
2005-01-06 22:00,29049,2254,34858,2704,37763,2930,39216,3043
2005-01-06 23:00,27740,2295,33288,2754,36062,2983,37449,3098
2005-01-07 00:00,26866,2254,32239,2704,34925,2930,36269,3043
2005-01-07 01:00,26407,2131,31688,2557,34329,2770,35649,2877
2005-01-07 02:00,26205,2090,31446,2508,34067,2717,35377,2821
2005-01-07 03:00,26047,2131,31257,2557,33862,2770,35164,2877
2005-01-07 04:00,26888,2172,32265,2606,34954,2823,36298,2932
2005-01-07 05:00,28544,2172,34253,2606,37108,2823,38535,2932
2005-01-07 06:00,30232,2213,36278,2655,39301,2877,40813,2987
2005-01-07 07:00,31574,2295,37889,2754,41047,2983,42626,3098
2005-01-07 08:00,32423,2459,38907,2950,42150,3196,43771,3319
2005-01-07 09:00,32972,2459,39567,2950,42864,3196,44513,3319
2005-01-07 10:00,32845,2418,39414,2901,42699,3143,44341,3264
2005-01-07 11:00,32481,2418,38977,2901,42225,3143,43849,3264
2005-01-07 12:00,32297,2377,38757,2852,41987,3090,43602,3209
2005-01-07 13:00,32523,2336,39028,2803,42280,3036,43906,3153
2005-01-07 14:00,33553,2295,40264,2754,43619,2983,45297,3098
2005-01-07 15:00,34918,2459,41902,2950,45393,3196,47139,3319
2005-01-07 16:00,36053,2909,43263,3491,46869,3782,48671,3928
2005-01-07 17:00,35933,2868,43119,3442,46713,3729,48509,3872
2005-01-07 18:00,34543,2786,41452,3344,44906,3622,46633,3762
2005-01-07 19:00,33211,2745,39854,3295,43175,3569,44836,3706
2005-01-07 20:00,31985,2622,38382,3147,41580,3409,43179,3540
2005-01-07 21:00,29707,2459,35648,2950,38619,3196,40104,3319
2005-01-07 22:00,28127,2254,33753,2704,36566,2930,37972,3043
2005-01-07 23:00,26705,2295,32046,2754,34716,2983,36052,3098
2005-01-08 00:00,25809,2254,30971,2704,33552,2930,34842,3043
2005-01-08 01:00,25278,2131,30334,2557,32862,2770,34126,2877
2005-01-08 02:00,24948,2090,29938,2508,32433,2717,33680,2821
2005-01-08 03:00,24615,2131,29539,2557,32000,2770,33231,2877
2005-01-08 04:00,24965,2172,29958,2606,32455,2823,33703,2932
2005-01-08 05:00,25952,2172,31142,2606,33737,2823,35035,2932
2005-01-08 06:00,27247,2213,32696,2655,35421,2877,36783,2987
2005-01-08 07:00,28583,2295,34300,2754,37159,2983,38588,3098
2005-01-08 08:00,29666,35599,2950,38566,3196,40049,3319
2005-01-08 09:00,30439,2459,36527,2950,39571,3196,41093,3319
2005-01-08 10:00,30496,2418,36596,2901,39646,3143,41170,3264
2005-01-08 11:00,30261,2418,36314,2901,39340,3143,40853,3264
2005-01-08 12:00,30127,2377,36153,2852,39165,3090,40672,3209
2005-01-08 13:00,30247,2336,36297,2803,39322,3036,40834,3153
2005-01-08 14:00,31391,2295,37669,2754,40808,2983,42378,3098
2005-01-08 15:00,33058,39670,2950,42976,3196,44629,3319
2005-01-08 16:00,34493,2909,41391,3491,44841,3782,46565,3928
2005-01-08 17:00,34799,2868,41759,3442,45239,3729,46979,3872
2005-01-08 18:00,33785,2786,40543,3344,43921,3622,45610,3762
2005-01-08 19:00,32674,2745,39209,3295,42476,3569,44110,3706
2005-01-08 20:00,31337,2622,37604,3147,40738,3409,42305,3540
2005-01-08 21:00,29487,2459,35385,2950,38333,3196,39808,3319
2005-01-08 22:00,27829,2254,33395,2704,36178,2930,37570,3043
2005-01-08 23:00,26873,2295,32247,2754,34935,2983,36278,3098
2005-01-09 00:00,26337,2254,31604,2704,34238,2930,35555,3043
2005-01-09 01:00,26128,2131,31354,2557,33967,2770,35273,2877
2005-01-09 02:00,26450,2090,31740,2508,34386,2717,35708,2821
2005-01-09 03:00,27585,2131,33102,2557,35861,2770,37240,2877
2005-01-09 04:00,30415,2172,36498,2606,39540,2823,41061,2932
2005-01-09 05:00,33933,2172,40719,2606,44113,2823,45809,2932
2005-01-09 06:00,35928,2213,43114,2655,46707,2877,48503,2987
2005-01-09 07:00,36531,2295,43837,2754,47490,2983,49317,3098
2005-01-09 08:00,36701,2459,44042,2950,47712,3196,49547,3319
2005-01-09 09:00,36884,44261,2950,47950,3196,49794,3319
2005-01-09 10:00,36520,2418,43824,2901,47476,3143,49302,3264
2005-01-09 11:00,36312,2418,43575,2901,47206,3143,49022,3264
2005-01-09 12:00,36182,43418,47036,48845,3209
2005-01-09 13:00,36219,2336,43463,2803,47085,3036,48895,3153
2005-01-09 14:00,37087,2295,44505,2754,48214,2983,50068,3098
2005-01-09 15:00,38642,2459,46371,2950,50235,3196,52167,3319
2005-01-09 16:00,39457,2909,47349,3491,51295,3782,53268,3928
2005-01-09 17:00,39176,2868,47011,3442,50929,3729,52888,3872
2005-01-09 18:00,37433,44919,3344,48663,3622,50534,3762
2005-01-09 19:00,35737,2745,42885,3295,46458,3569,48245,3706
2005-01-09 20:00,33852,2622,40623,3147,44008,3409,45701,3540
2005-01-09 21:00,31569,2459,37883,2950,41040,3196,42619,3319
2005-01-09 22:00,29770,2254,35724,2704,38701,2930,40189,3043
2005-01-09 23:00,28699,2295,34439,2754,37309,2983,38744,3098
2005-01-10 00:00,28093,2254,33712,2704,36521,2930,37926,3043
2005-01-10 01:00,27834,2131,33401,2557,36185,2770,37577,2877
2005-01-10 02:00,28058,2090,33670,2508,36476,2717,37879,2821
2005-01-10 03:00,28824,2131,34589,2557,37472,2770,38913,2877
2005-01-10 04:00,31470,2172,37764,2606,40911,2823,42484,2932
2005-01-10 05:00,34716,2172,41659,2606,45131,2823,46867,2932
2005-01-10 06:00,36526,2213,43831,2655,47484,2877,49310,2987
2005-01-10 07:00,37009,2295,44411,2754,48112,2983,49962,3098
2005-01-10 08:00,37092,2459,44510,2950,48219,3196,50074,3319
2005-01-10 09:00,37174,2459,44609,2950,48326,3196,50185,3319
2005-01-10 10:00,36747,2418,44097,2901,47772,3143,49609,3264
2005-01-10 11:00,36541,2418,43849,2901,47503,3143,49330,3264
2005-01-10 12:00,36442,2377,43731,2852,47375,3090,49197,3209
2005-01-10 13:00,36667,2336,44001,2803,47668,3036,49501,3153
2005-01-10 14:00,37513,2295,45015,2754,48767,2983,50642,3098
2005-01-10 15:00,38825,2459,46591,2950,50473,3196,52414,3319
2005-01-10 16:00,39614,2909,47537,3491,51499,3782,53480,3928
2005-01-10 17:00,39291,2868,47149,3442,51078,3729,53043,3872
2005-01-10 18:00,37573,2786,45088,3344,48845,3622,50724,3762
2005-01-10 19:00,33765,2745,40518,3295,43894,3569,45582,3706
2005-01-10 20:00,33897,2622,40676,3147,44066,3409,45761,3540
2005-01-10 21:00,31588,2459,37906,2950,41065,3196,42644,3319
2005-01-10 22:00,29748,2254,35698,2704,38673,2930,40160,3043
2005-01-10 23:00,28588,2295,34306,2754,37165,2983,38594,3098
2005-01-11 00:00,27942,2254,33531,2704,36325,2930,37722,3043
2005-01-11 01:00,27695,2131,33234,2557,36003,2770,37388,2877
2005-01-11 02:00,27883,2090,33460,2508,36248,2717,37643,2821
2005-01-11 03:00,28753,2131,34503,2557,37379,2770,38816,2877
2005-01-11 04:00,31315,2172,37578,2606,40710,2823,42275,2932
2005-01-11 05:00,34602,2172,41522,2606,44983,2823,46713,2932
2005-01-11 06:00,36521,2213,43825,2655,47477,2877,49303,2987
2005-01-11 07:00,36991,2295,44389,2754,48089,2983,49938,3098
2005-01-11 08:00,36966,2459,44360,2950,48056,3196,49905,3319
2005-01-11 09:00,37055,2459,44466,2950,48172,3196,50024,3319
2005-01-11 10:00,36696,2418,44036,2901,47705,3143,49540,3264
2005-01-11 11:00,34476,2418,41371,2901,44819,3143,46543,3264
2005-01-11 12:00,36324,2377,43589,2852,47221,3090,49037,3209
2005-01-11 13:00,36497,2336,43796,2803,47446,3036,49271,3153
2005-01-11 14:00,37296,2295,44756,2754,48485,2983,50350,3098
2005-01-11 15:00,38614,2459,46336,2950,50198,3196,52129,3319
2005-01-11 16:00,39641,2909,47569,3491,51533,3782,53515,3928
2005-01-11 17:00,39407,2868,47289,3442,51229,3729,53200,3872
2005-01-11 18:00,37698,45238,3344,49007,3622,50892,3762
2005-01-11 19:00,35924,2745,43109,3295,46702,3569,48498,3706
2005-01-11 20:00,34017,2622,40821,3147,44222,3409,45923,3540
2005-01-11 21:00,31621,2459,37945,2950,41107,3196,42688,3319
2005-01-11 22:00,29788,2254,35745,2704,38724,2930,40214,3043
2005-01-11 23:00,28577,2295,34293,2754,37151,2983,38580,3098
2005-01-12 00:00,27907,2254,33488,2704,36279,2930,37674,3043
2005-01-12 01:00,27610,2131,33132,2557,35893,2770,37274,2877
2005-01-12 02:00,27779,2090,33335,2508,36113,2717,37502,2821
2005-01-12 03:00,28645,2131,34374,2557,37239,2770,38671,2877
2005-01-12 04:00,31254,2172,37505,2606,40631,2823,42194,2932
2005-01-12 05:00,34522,2172,41427,2606,44879,2823,46605,2932
2005-01-12 06:00,36433,2213,43720,2655,47363,2877,49185,2987
2005-01-12 07:00,36900,2295,44280,2754,47971,2983,49816,3098
2005-01-12 08:00,37038,2459,44446,2950,48150,3196,50002,3319
2005-01-12 09:00,37136,2459,44563,2950,48277,3196,50133,3319
2005-01-12 10:00,36678,2418,44014,2901,47682,3143,49515,3264
2005-01-12 11:00,36506,2418,43808,2901,47459,3143,49284,3264
2005-01-12 12:00,36408,2377,43690,2852,47331,3090,49151,3209
2005-01-12 13:00,36643,2336,43972,2803,47636,3036,49468,3153
2005-01-12 14:00,37448,2295,44938,2754,48683,2983,50555,3098
2005-01-12 15:00,38762,2459,46515,2950,50391,3196,52329,3319
2005-01-12 16:00,39675,2909,47610,3491,51577,3782,53561,3928
2005-01-12 17:00,39328,2868,47193,3442,51126,3729,53093,3872
2005-01-12 18:00,37632,2786,45158,3344,48922,3622,50803,3762
2005-01-12 19:00,35879,2745,43055,3295,46643,3569,48437,3706
2005-01-12 20:00,33934,2622,40721,3147,44114,3409,45811,3540
2005-01-12 21:00,31540,2459,37848,2950,41002,3196,42579,3319
2005-01-12 22:00,29569,2254,35482,2704,38439,2930,39918,3043
2005-01-12 23:00,28379,2295,34055,2754,36893,2983,38312,3098
2005-01-13 00:00,27734,2254,33281,2704,36054,2930,37441,3043
2005-01-13 01:00,27428,2131,32913,2557,35656,2770,37028,2877
2005-01-13 02:00,27683,2090,33220,2508,35989,2717,37373,2821
2005-01-13 03:00,28530,2131,34237,2557,37090,2770,38516,2877
2005-01-13 04:00,31130,2172,37356,2606,40469,2823,42025,2932
2005-01-13 05:00,34334,2172,41200,2606,44634,2823,46350,2932
2005-01-13 06:00,36178,2213,43414,2655,47032,2877,48840,2987
2005-01-13 07:00,36694,44033,2754,47702,2983,49537,3098
2005-01-13 08:00,36746,2459,44096,2950,47770,3196,49608,3319
2005-01-13 09:00,36778,2459,44134,2950,47812,3196,49651,3319
2005-01-13 10:00,36331,2418,43597,2901,47230,3143,49046,3264
2005-01-13 11:00,36028,2418,43234,2901,46836,3143,48638,3264
2005-01-13 12:00,35847,2377,43016,2852,46601,3090,48393,3209
2005-01-13 13:00,35992,2336,43190,2803,46790,3036,48589,3153
2005-01-13 14:00,36775,2295,44131,2754,47808,2983,49647,3098
2005-01-13 15:00,38110,2459,45732,2950,49543,3196,51448,3319
2005-01-13 16:00,38987,2909,46785,3491,50683,3782,52633,3928
2005-01-13 17:00,38546,2868,46255,3442,50110,3729,52037,3872
2005-01-13 18:00,36801,2786,44161,3344,47841,3622,49681,3762
2005-01-13 19:00,35120,2745,42145,3295,45657,3569,47413,3706
2005-01-13 20:00,33471,2622,40166,3147,43513,3409,45186,3540
2005-01-13 21:00,31386,2459,37663,2950,40802,3196,42371,3319
2005-01-13 22:00,29750,2254,35700,2704,38675,2930,40163,3043
2005-01-13 23:00,28568,2295,34282,2754,37139,2983,38567,3098
2005-01-14 00:00,27761,2254,33313,2704,36089,2930,37477,3043
2005-01-14 01:00,27255,2131,32706,2557,35432,2770,36794,2877
2005-01-14 02:00,27045,2090,32454,2508,35159,2717,36511,2821
2005-01-14 03:00,26851,2131,32221,2557,34906,2770,36249,2877
2005-01-14 04:00,27820,2172,33384,2606,36166,2823,37557,2932
2005-01-14 05:00,29718,2172,35662,2606,38633,2823,40119,2932
2005-01-14 06:00,31418,2213,37702,2655,40844,2877,42415,2987
2005-01-14 07:00,32765,2295,39318,2754,42595,2983,44233,3098
2005-01-14 08:00,33462,2459,40155,2950,43501,3196,45174,3319
2005-01-14 09:00,33758,2459,40510,2950,43885,3196,45573,3319
2005-01-14 10:00,33382,2418,40058,2901,43396,3143,45065,3264
2005-01-14 11:00,32834,2418,39401,2901,42684,3143,44326,3264
2005-01-14 12:00,32572,2377,39086,2852,42343,3090,43972,3209
2005-01-14 13:00,32558,2336,39070,2803,42326,3036,43953,3153
2005-01-14 14:00,33429,2295,40115,2754,43458,2983,45129,3098
2005-01-14 15:00,35020,2459,42024,2950,45526,3196,47277,3319
2005-01-14 16:00,36262,2909,43514,3491,47141,3782,48954,3928
2005-01-14 17:00,36127,2868,43353,3442,46966,3729,48772,3872
2005-01-14 18:00,34715,2786,41659,3344,45130,3622,46866,3762
2005-01-14 19:00,33329,2745,39995,3295,43328,3569,44995,3706
2005-01-14 20:00,32089,2622,38507,3147,41716,3409,43320,3540
2005-01-14 21:00,29789,2459,35747,2950,38726,3196,40216,3319
2005-01-14 22:00,28274,2254,33929,2704,36757,2930,38170,3043
2005-01-14 23:00,27009,2295,32411,2754,35112,2983,36462,3098
2005-01-15 00:00,26209,2254,31450,2704,34071,2930,35382,3043
2005-01-15 01:00,25649,2131,30779,2557,33344,2770,34627,2877
2005-01-15 02:00,25316,2090,30379,2508,32911,2717,34177,2821
2005-01-15 03:00,24967,2131,29961,2557,32458,2770,33706,2877
2005-01-15 04:00,25332,2172,30399,2606,32932,2823,34199,2932
2005-01-15 05:00,26444,2172,31733,2606,34377,2823,35699,2932
2005-01-15 06:00,27884,2213,33461,2655,36250,2877,37644,2987
2005-01-15 07:00,29292,2295,35150,2754,38079,2983,39544,3098
2005-01-15 08:00,30312,2459,36374,2950,39406,3196,40921,3319
2005-01-15 09:00,30853,2459,37024,2950,40109,3196,41652,3319
2005-01-15 10:00,30712,2418,36855,2901,39926,3143,41462,3264
2005-01-15 11:00,30353,2418,36423,2901,39459,3143,40976,3264
2005-01-15 12:00,30168,2377,36202,2852,39219,3090,40728,3209
2005-01-15 13:00,30275,2336,36331,2803,39358,3036,40872,3153
2005-01-15 14:00,31246,2295,37495,2754,40620,2983,42182,3098
2005-01-15 15:00,33032,2459,39639,2950,42942,3196,44594,3319
2005-01-15 16:00,34493,41392,3491,44841,3782,46566,3928
2005-01-15 17:00,34867,2868,41841,3442,45327,3729,47071,3872
2005-01-15 18:00,33832,2786,40599,3344,43982,3622,45673,3762
2005-01-15 19:00,32729,2745,39275,3295,42548,3569,44184,3706
2005-01-15 20:00,31431,2622,37718,3147,40861,3409,42432,3540
2005-01-15 21:00,29623,2459,35548,2950,38511,3196,39992,3319
2005-01-15 22:00,28124,2254,33749,2704,36561,2930,37968,3043
2005-01-15 23:00,27205,2295,32646,2754,35367,2983,36727,3098
2005-01-16 00:00,26593,2254,31912,2704,34571,2930,35901,3043
2005-01-16 01:00,26378,2131,31653,2557,34291,2770,35610,2877
2005-01-16 02:00,26700,2090,32040,2508,34710,2717,36045,2821
2005-01-16 03:00,27878,2131,33454,2557,36242,2770,37636,2877
2005-01-16 04:00,30745,2172,36894,2606,39969,2823,41506,2932
2005-01-16 05:00,34165,2172,40999,2606,44415,2823,46123,2932
2005-01-16 06:00,36157,2213,43388,2655,47004,2877,48812,2987
2005-01-16 07:00,36804,2295,44165,2754,47845,2983,49685,3098
2005-01-16 08:00,36999,2459,44399,2950,48099,3196,49949,3319
2005-01-16 09:00,37081,2459,44497,2950,48205,3196,50059,3319
2005-01-16 10:00,36784,2418,44141,2901,47819,3143,49658,3264
2005-01-16 11:00,36624,2418,43949,2901,47611,3143,49442,3264
2005-01-16 12:00,36474,2377,43769,2852,47417,3090,49240,3209
2005-01-16 13:00,36534,2336,43841,2803,47494,3036,49321,3153
2005-01-16 14:00,37266,2295,44719,2754,48446,2983,50309,3098
2005-01-16 15:00,38632,2459,46358,2950,50221,3196,52153,3319
2005-01-16 16:00,39544,2909,47453,3491,51408,3782,53385,3928
2005-01-16 17:00,39268,2868,47122,3442,51049,3729,53012,3872
2005-01-16 18:00,37575,45090,3344,48848,3622,50727,3762
2005-01-16 19:00,35742,42891,3295,46465,3569,48252,3706
2005-01-16 20:00,33872,2622,40647,3147,44034,3409,45728,3540
2005-01-16 21:00,31580,2459,37896,2950,41054,3196,42633,3319
2005-01-16 22:00,29762,2254,35715,2704,38691,2930,40179,3043
2005-01-16 23:00,28633,2295,34359,2754,37223,2983,38654,3098
2005-01-17 00:00,27993,2254,33591,2704,36391,2930,37790,3043
2005-01-17 01:00,27690,2131,33229,2557,35998,2770,37382,2877
2005-01-17 02:00,27902,2090,33483,2508,36273,2717,37668,2821
2005-01-17 03:00,28804,2131,34564,2557,37445,2770,38885,2877
2005-01-17 04:00,31358,2172,37630,2606,40766,2823,42334,2932
2005-01-17 05:00,34551,2172,41461,2606,44916,2823,46644,2932
2005-01-17 06:00,36431,2213,43718,2655,47361,2877,49182,2987
2005-01-17 07:00,37001,2295,44401,2754,48101,2983,49951,3098
2005-01-17 08:00,37092,2459,44511,2950,48220,3196,50075,3319
2005-01-17 09:00,37200,2459,44640,2950,48360,3196,50220,3319
2005-01-17 10:00,36805,2418,44166,2901,47847,3143,49687,3264
2005-01-17 11:00,36589,2418,43907,2901,47566,3143,49395,3264
2005-01-17 12:00,36545,2377,43854,2852,47508,3090,49336,3209
