nodes,region1,region2,region1,region2,region1,region2,region1,region2
techs,demand_power,demand_power,demand_power,demand_power,demand_power,demand_power,demand_power,demand_power
parameters,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals,sink_use_equals
investsteps,2020,2020,2030,2030,2040,2040,2050,2050
timesteps,,,,,,,,
2005-07-15 13:00,27756,5000,6000,6500,6750.0
2005-07-15 14:00,28379,4959,34055,5950,36893,6446,38312,6694
2005-07-15 15:00,28367,4877,34040,5852,36877,6340,38295,6584
2005-07-15 16:00,28341,4836,34009,5803,36843,6286,38260,6528
2005-07-15 17:00,28256,4549,33907,5459,36732,5913,38145,6141
2005-07-15 18:00,27850,33420,5508,36205,5967,37598,6196
2005-07-15 19:00,27700,4426,33240,5311,36010,5754,37395,5975
2005-07-15 20:00,26170,4098,31404,4918,34021,5327,35330,5532
2005-07-15 21:00,23965,3688,28758,4426,31154,4795,32353,4979
2005-07-15 22:00,22716,3360,27259,4032,29531,4368,30667,4536
2005-07-15 23:00,21580,3073,25897,3688,28055,3995,29134,4149
2005-07-16 00:00,20908,2950,25090,3540,27181,3836,28227,3983
2005-07-16 01:00,20464,2991,24557,3590,26603,3889,27626,4038
2005-07-16 02:00,20290,2868,24348,3442,26377,3729,27391,3872
2005-07-16 03:00,20585,2991,24702,3590,26760,3889,27790,4038
2005-07-16 04:00,21305,3114,25567,3737,27697,4049,28762,4204
2005-07-16 05:00,22766,3278,27320,3934,29597,4262,30735,4426
2005-07-16 06:00,24229,3524,29075,4229,31498,4581,32710,4758
2005-07-16 07:00,25216,3852,30259,4622,32781,5008,34042,5200
2005-07-16 08:00,25755,30906,5016,33482,5434,34770,5643
2005-07-16 09:00,25815,4508,30978,5409,33560,5860,34850,6086
2005-07-16 10:00,25652,4672,30783,5606,33348,6073,34631,6307
2005-07-16 11:00,25320,4836,30384,5803,32916,6286,34182,6528
2005-07-16 12:00,25124,4918,30149,5901,32661,6393,33917,6639
2005-07-16 13:00,25387,5000,6000,6500,6750.0
2005-07-16 14:00,26148,4959,31378,5950,33993,6446,35301,6694
2005-07-16 15:00,26399,4877,31679,5852,34318,6340,35638,6584
2005-07-16 16:00,26762,4836,32115,5803,34791,6286,36129,6528
2005-07-16 17:00,27132,4549,32558,5459,35271,5913,36628,6141
2005-07-16 18:00,27154,4590,32585,5508,35300,5967,36658,6196
2005-07-16 19:00,27286,4426,32743,5311,35472,5754,36836,5975
2005-07-16 20:00,25661,4098,30793,4918,33359,5327,34642,5532
2005-07-16 21:00,23913,3688,28696,4426,31088,4795,32283,4979
2005-07-16 22:00,22700,3360,27240,4032,29510,4368,30645,4536
2005-07-16 23:00,21949,3073,26339,3688,28534,3995,29631,4149
2005-07-17 00:00,21546,25856,3540,28010,3836,29088,3983
2005-07-17 01:00,21594,2991,25913,3590,28073,3889,29152,4038
2005-07-17 02:00,22497,2868,26997,3442,29246,3729,30371,3872
2005-07-17 03:00,24594,2991,29513,3590,31972,3889,33202,4038
2005-07-17 04:00,26934,3114,32320,3737,35014,4049,36361,4204
2005-07-17 05:00,29162,34995,3934,37911,4262,39369,4426
2005-07-17 06:00,30650,3524,36780,4229,39845,4581,41378,4758
2005-07-17 07:00,31657,3852,37988,4622,41154,5008,42737,5200
2005-07-17 08:00,32197,4180,38637,5016,41857,5434,43466,5643
2005-07-17 09:00,32227,4508,38672,5409,41895,5860,43507,6086
2005-07-17 10:00,32240,4672,38688,5606,41912,6073,43524,6307
2005-07-17 11:00,31808,4836,38170,5803,41351,6286,42941,6528
2005-07-17 12:00,31639,4918,37966,5901,41130,6393,42712,6639
2005-07-17 13:00,31735,5000,6000,6500,6750.0
2005-07-17 14:00,32155,4959,38586,5950,41801,6446,43409,6694
2005-07-17 15:00,31783,4877,38140,5852,41318,6340,42907,6584
2005-07-17 16:00,31379,4836,37655,5803,40793,6286,42362,6528
2005-07-17 17:00,30987,4549,37185,5459,40284,5913,41833,6141
2005-07-17 18:00,30377,4590,36452,5508,39490,5967,41009,6196
2005-07-17 19:00,29845,4426,35814,5311,38799,5754,40291,5975
2005-07-17 20:00,27931,4098,33517,4918,36310,5327,37707,5532
2005-07-17 21:00,25770,3688,30924,4426,33501,4795,34790,4979
2005-07-17 22:00,24368,3360,29242,4032,31679,4368,32898,4536
2005-07-17 23:00,23452,3073,28142,3688,30487,3995,31660,4149
2005-07-18 00:00,22945,2950,27534,3540,29829,3836,30976,3983
2005-07-18 01:00,22928,2991,27513,3590,29806,3889,30953,4038
2005-07-18 02:00,23624,2868,28349,3442,30711,3729,31892,3872
2005-07-18 03:00,25493,2991,30592,3590,33142,3889,34416,4038
2005-07-18 04:00,27680,3114,33216,3737,35984,4049,37368,4204
2005-07-18 05:00,29745,3278,35695,3934,38669,4262,40156,4426
2005-07-18 06:00,31151,3524,37382,4229,40497,4581,42055,4758
2005-07-18 07:00,32063,3852,38476,4622,41682,5008,43286,5200
2005-07-18 08:00,32546,4180,39055,5016,42310,5434,43937,5643
2005-07-18 09:00,32425,4508,38910,5409,42153,5860,43774,6086
2005-07-18 10:00,32382,4672,38858,5606,42097,6073,43716,6307
2005-07-18 11:00,31987,4836,38384,5803,41583,6286,43182,6528
2005-07-18 12:00,31881,4918,38257,5901,41445,6393,43039,6639
2005-07-18 13:00,32088,5000,6000,6500,6750.0
2005-07-18 14:00,32478,4959,38974,5950,42222,6446,43846,6694
2005-07-18 15:00,32126,4877,38551,5852,41764,6340,43370,6584
2005-07-18 16:00,31657,4836,37989,5803,41154,6286,42737,6528
2005-07-18 17:00,31166,4549,37399,5459,40516,5913,42074,6141
2005-07-18 18:00,30549,4590,36659,5508,39714,5967,41241,6196
2005-07-18 19:00,29987,4426,35984,5311,38983,5754,40483,5975
2005-07-18 20:00,28056,4098,33668,4918,36473,5327,37876,5532
2005-07-18 21:00,25909,3688,31091,4426,33682,4795,34978,4979
2005-07-18 22:00,24558,3360,29469,4032,31925,4368,33153,4536
2005-07-18 23:00,23654,3073,28385,3688,30751,3995,31933,4149
2005-07-19 00:00,23148,2950,27777,3540,30092,3836,31250,3983
2005-07-19 01:00,23127,2991,27752,3590,30065,3889,31221,4038
2005-07-19 02:00,23834,2868,28601,3442,30985,3729,32176,3872
2005-07-19 03:00,25691,2991,30830,3590,33399,3889,34683,4038
2005-07-19 04:00,27828,3114,33394,3737,36177,4049,37569,4204
2005-07-19 05:00,29890,3278,35868,3934,38857,4262,40352,4426
2005-07-19 06:00,31296,3524,37556,4229,40685,4581,42250,4758
2005-07-19 07:00,32230,3852,38676,4622,41899,5008,43511,5200
2005-07-19 08:00,32701,4180,39242,5016,42512,5434,44147,5643
2005-07-19 09:00,32589,4508,39107,5409,42366,5860,43996,6086
2005-07-19 10:00,32463,4672,38956,5606,42202,6073,43825,6307
2005-07-19 11:00,32038,4836,38446,5803,41650,6286,43252,6528
2005-07-19 12:00,31898,4918,38278,5901,41468,6393,43063,6639
2005-07-19 13:00,32107,5000,6000,6500,6750.0
2005-07-19 14:00,32504,4959,39004,5950,42255,6446,43880,6694
2005-07-19 15:00,32212,4877,38654,5852,41875,6340,43486,6584
2005-07-19 16:00,31849,4836,38219,5803,41404,6286,42996,6528
2005-07-19 17:00,31416,4549,37699,5459,40841,5913,42412,6141
2005-07-19 18:00,30834,4590,37001,5508,40084,5967,41626,6196
2005-07-19 19:00,30366,4426,36440,5311,39477,5754,40995,5975
2005-07-19 20:00,28315,4098,33978,4918,36809,5327,38225,5532
2005-07-19 21:00,26126,3688,31352,4426,33964,4795,35271,4979
2005-07-19 22:00,24739,3360,29686,4032,32160,4368,33397,4536
2005-07-19 23:00,23817,3073,28581,3688,30963,3995,32154,4149
2005-07-20 00:00,23319,2950,27982,3540,30314,3836,31480,3983
2005-07-20 01:00,23258,2991,27910,3590,30236,3889,31399,4038
2005-07-20 02:00,23978,2868,28773,3442,31171,3729,32370,3872
2005-07-20 03:00,25813,2991,30976,3590,33557,3889,34848,4038
2005-07-20 04:00,27963,3114,33556,3737,36352,4049,37750,4204
2005-07-20 05:00,30045,3278,36055,3934,39059,4262,40561,4426
2005-07-20 06:00,31525,3524,37831,4229,40983,4581,42559,4758
2005-07-20 07:00,32466,3852,38960,4622,42206,5008,43830,5200
2005-07-20 08:00,32918,4180,39502,5016,42793,5434,44439,5643
2005-07-20 09:00,32803,4508,39364,5409,42645,5860,44285,6086
2005-07-20 10:00,32747,4672,39297,5606,42572,6073,44209,6307
2005-07-20 11:00,32336,4836,38804,5803,42038,6286,43654,6528
2005-07-20 12:00,32221,38665,5901,41888,6393,43499,6639
2005-07-20 13:00,32474,5000,6000,6500,6750.0
2005-07-20 14:00,32939,4959,39527,5950,42821,6446,44468,6694
2005-07-20 15:00,32575,4877,39090,5852,42347,6340,43976,6584
2005-07-20 16:00,32110,4836,38532,5803,41743,6286,43348,6528
2005-07-20 17:00,31707,4549,38048,5459,41219,5913,42804,6141
2005-07-20 18:00,31088,4590,37306,5508,40415,5967,41969,6196
2005-07-20 19:00,30604,4426,36725,5311,39786,5754,41316,5975
2005-07-20 20:00,28574,4098,34289,4918,37146,5327,38575,5532
2005-07-20 21:00,26362,3688,31635,4426,34271,4795,35589,4979
2005-07-20 22:00,24842,3360,29811,4032,32295,4368,33537,4536
2005-07-20 23:00,23864,3073,28637,3688,31024,3995,32217,4149
2005-07-21 00:00,23337,2950,28005,3540,30339,3836,31506,3983
2005-07-21 01:00,23314,2991,27977,3590,30309,3889,31475,4038
2005-07-21 02:00,24023,2868,28828,3442,31231,3729,32432,3872
2005-07-21 03:00,25798,2991,30957,3590,33537,3889,34827,4038
2005-07-21 04:00,27938,3114,33526,3737,36320,4049,37717,4204
2005-07-21 05:00,29977,3278,35973,3934,38971,4262,40470,4426
2005-07-21 06:00,31374,37649,4229,40787,4581,42355,4758
2005-07-21 07:00,32343,3852,38812,4622,42047,5008,43664,5200
2005-07-21 08:00,32795,4180,39354,5016,42633,5434,44273,5643
2005-07-21 09:00,32655,4508,39186,5409,42452,5860,44084,6086
2005-07-21 10:00,32496,4672,38996,5606,42246,6073,43870,6307
2005-07-21 11:00,32033,4836,38440,5803,41643,6286,43245,6528
2005-07-21 12:00,31840,4918,38208,5901,41392,6393,42985,6639
2005-07-21 13:00,32053,5000,6000,6500,6750.0
2005-07-21 14:00,32481,4959,38978,5950,42226,6446,43850,6694
2005-07-21 15:00,32133,4877,38560,5852,41773,6340,43380,6584
2005-07-21 16:00,31632,4836,37958,5803,41122,6286,42703,6528
2005-07-21 17:00,31088,4549,37305,5459,40414,5913,41969,6141
2005-07-21 18:00,30420,4590,36504,5508,39547,5967,41068,6196
2005-07-21 19:00,29876,4426,35851,5311,38839,5754,40332,5975
2005-07-21 20:00,28032,4098,33638,4918,36441,5327,37843,5532
2005-07-21 21:00,25970,3688,31164,4426,33761,4795,35059,4979
2005-07-21 22:00,24692,3360,29631,4032,32100,4368,33335,4536
2005-07-21 23:00,23655,3073,28386,3688,30751,3995,31934,4149
2005-07-22 00:00,22941,2950,27529,3540,29823,3836,30970,3983
2005-07-22 01:00,22651,2991,27182,3590,29447,3889,30580,4038
2005-07-22 02:00,22702,2868,27243,3442,29513,3729,30648,3872
2005-07-22 03:00,23499,2991,28199,3590,30549,3889,31724,4038
2005-07-22 04:00,24756,3114,29707,3737,32182,4049,33420,4204
2005-07-22 05:00,26514,3278,31816,3934,34468,4262,35794,4426
2005-07-22 06:00,28083,3524,33699,4229,36507,4581,37912,4758
2005-07-22 07:00,29017,3852,34821,4622,37722,5008,39173,5200
2005-07-22 08:00,29443,4180,35332,5016,38276,5434,39748,5643
2005-07-22 09:00,29224,4508,35069,5409,37992,5860,39453,6086
2005-07-22 10:00,28840,4672,34608,5606,37492,6073,38934,6307
2005-07-22 11:00,28301,4836,33961,5803,36792,6286,38207,6528
2005-07-22 12:00,28043,4918,33652,5901,36456,6393,37859,6639
2005-07-22 13:00,28302,5000,6000,6500,6750.0
2005-07-22 14:00,28986,4959,34783,5950,37682,6446,39131,6694
2005-07-22 15:00,29002,4877,34803,5852,37703,6340,39153,6584
2005-07-22 16:00,28960,4836,34752,5803,37648,6286,39096,6528
2005-07-22 17:00,28769,4549,34523,5459,37400,5913,38838,6141
2005-07-22 18:00,28419,4590,34103,5508,36945,5967,38366,6196
2005-07-22 19:00,28165,4426,33798,5311,36615,5754,38023,5975
2005-07-22 20:00,26463,4098,31756,4918,34403,5327,35726,5532
2005-07-22 21:00,24286,3688,29143,4426,31572,4795,32786,4979
2005-07-22 22:00,23037,3360,27644,4032,29948,4368,31100,4536
2005-07-22 23:00,21946,3073,26335,3688,28530,3995,29627,4149
2005-07-23 00:00,21264,2950,25516,3540,27643,3836,28706,3983
2005-07-23 01:00,20863,2991,25035,3590,27122,3889,28165,4038
2005-07-23 02:00,20744,2868,24892,3442,26967,3729,28004,3872
2005-07-23 03:00,20995,2991,25194,3590,27294,3889,28343,4038
2005-07-23 04:00,21637,3114,25964,3737,28128,4049,29210,4204
2005-07-23 05:00,23062,3278,27674,3934,29981,4262,31134,4426
2005-07-23 06:00,24484,3524,29381,4229,31829,4581,33054,4758
2005-07-23 07:00,25484,3852,30581,4622,33129,5008,34404,5200
2005-07-23 08:00,26013,4180,31215,5016,33817,5434,35117,5643
2005-07-23 09:00,26075,4508,31290,5409,33898,5860,35201,6086
2005-07-23 10:00,25952,4672,31142,5606,33737,6073,35035,6307
2005-07-23 11:00,25649,4836,30779,5803,33344,6286,34627,6528
2005-07-23 12:00,25512,4918,30614,5901,33165,6393,34441,6639
2005-07-23 13:00,25847,5000,6000,6500,6750.0
2005-07-23 14:00,26583,4959,31900,5950,34559,6446,35888,6694
2005-07-23 15:00,26873,4877,32247,5852,34935,6340,36278,6584
2005-07-23 16:00,27181,4836,32617,5803,35335,6286,36694,6528
2005-07-23 17:00,27492,32990,5459,35740,5913,37114,6141
2005-07-23 18:00,27623,4590,33148,5508,35910,5967,37291,6196
2005-07-23 19:00,27655,4426,33186,5311,35951,5754,37334,5975
2005-07-23 20:00,25988,4098,31185,4918,33784,5327,35083,5532
2005-07-23 21:00,24184,3688,29021,4426,31439,4795,32648,4979
2005-07-23 22:00,22965,3360,27558,4032,29855,4368,31003,4536
2005-07-23 23:00,22220,3073,26664,3688,28886,3995,29997,4149
2005-07-24 00:00,21774,2950,26129,3540,28306,3836,29395,3983
2005-07-24 01:00,21940,2991,26328,3590,28522,3889,29619,4038
2005-07-24 02:00,22860,2868,27432,3442,29718,3729,30861,3872
2005-07-24 03:00,24914,2991,29897,3590,32389,3889,33635,4038
2005-07-24 04:00,27220,3114,32664,3737,35386,4049,36747,4204
2005-07-24 05:00,29403,3278,35283,3934,38224,4262,39694,4426
2005-07-24 06:00,30920,3524,37104,4229,40196,4581,41742,4758
2005-07-24 07:00,31959,3852,38351,4622,41547,5008,43145,5200
2005-07-24 08:00,32523,4180,39028,5016,42280,5434,43907,5643
2005-07-24 09:00,32546,4508,39055,5409,42310,5860,43937,6086
2005-07-24 10:00,32526,4672,39032,5606,42284,6073,43911,6307
2005-07-24 11:00,32090,4836,38508,5803,41717,6286,43321,6528
2005-07-24 12:00,31870,4918,38244,5901,41431,6393,43024,6639
2005-07-24 13:00,32042,5000,6000,6500,6750.0
2005-07-24 14:00,32450,4959,38940,5950,42185,6446,43807,6694
2005-07-24 15:00,32134,4877,38560,5852,41774,6340,43381,6584
2005-07-24 16:00,31777,4836,38133,5803,41311,6286,42900,6528
2005-07-24 17:00,31356,4549,37627,5459,40763,5913,42331,6141
2005-07-24 18:00,30759,4590,36911,5508,39987,5967,41525,6196
2005-07-24 19:00,30185,36222,5311,39240,5754,40750,5975
2005-07-24 20:00,28169,4098,33803,4918,36620,5327,38028,5532
2005-07-24 21:00,26008,3688,31210,4426,33811,4795,35111,4979
2005-07-24 22:00,24569,29483,4032,31939,4368,33168,4536
2005-07-24 23:00,23685,3073,28423,3688,30791,3995,31975,4149
2005-07-25 00:00,23197,2950,27837,3540,30157,3836,31316,3983
2005-07-25 01:00,23189,2991,27827,3590,30146,3889,31306,4038
2005-07-25 02:00,23953,28743,3442,31139,3729,32336,3872
2005-07-25 03:00,25729,2991,30875,3590,33448,3889,34735,4038
2005-07-25 04:00,27875,3114,33450,3737,36238,4049,37632,4204
2005-07-25 05:00,29911,3278,35893,3934,38884,4262,40380,4426
2005-07-25 06:00,31363,37636,4229,40772,4581,42340,4758
2005-07-25 07:00,32342,38811,4622,42045,5008,43662,5200
2005-07-25 08:00,32802,4180,39363,5016,42643,5434,44283,5643
2005-07-25 09:00,32772,4508,39326,5409,42604,5860,44242,6086
2005-07-25 10:00,32703,4672,39244,5606,42514,6073,44149,6307
2005-07-25 11:00,32236,4836,38684,5803,41907,6286,43519,6528
2005-07-25 12:00,32108,4918,38530,5901,41741,6393,43346,6639
2005-07-25 13:00,32278,5000,6000,6500,6750.0
2005-07-25 14:00,32664,4959,39197,5950,42463,6446,44097,6694
2005-07-25 15:00,32331,4877,38797,5852,42030,6340,43647,6584
2005-07-25 16:00,31805,4836,38166,5803,41347,6286,42937,6528
2005-07-25 17:00,31416,4549,37699,5459,40840,5913,42411,6141
2005-07-25 18:00,30942,4590,37130,5508,40224,5967,41771,6196
2005-07-25 19:00,30410,4426,36492,5311,39533,5754,41053,5975
2005-07-25 20:00,28371,4098,34046,4918,36883,5327,38302,5532
2005-07-25 21:00,26207,3688,31449,4426,34069,4795,35380,4979
2005-07-25 22:00,24844,3360,29813,4032,32297,4368,33539,4536
2005-07-25 23:00,23916,3073,28699,3688,31091,3995,32287,4149
2005-07-26 00:00,23433,2950,28120,3540,30463,3836,31635,3983
2005-07-26 01:00,23416,2991,28099,3590,30441,3889,31611,4038
2005-07-26 02:00,24127,2868,28952,3442,31365,3729,32571,3872
2005-07-26 03:00,25911,2991,31094,3590,33685,3889,34981,4038
2005-07-26 04:00,27991,3114,33590,3737,36389,4049,37788,4204
2005-07-26 05:00,30032,3278,36038,3934,39041,4262,40543,4426
2005-07-26 06:00,31522,3524,37826,4229,40978,4581,42555,4758
2005-07-26 07:00,32530,3852,39037,4622,42290,5008,43916,5200
2005-07-26 08:00,33056,4180,39667,5016,42973,5434,44626,5643
2005-07-26 09:00,33018,4508,39622,5409,42924,5860,44575,6086
2005-07-26 10:00,32955,4672,39546,5606,42841,6073,44489,6307
2005-07-26 11:00,32571,4836,39086,5803,42343,6286,43971,6528
2005-07-26 12:00,32321,4918,38786,5901,42018,6393,43634,6639
2005-07-26 13:00,32476,5000,6000,6500,6750.0
2005-07-26 14:00,32901,4959,39482,5950,42772,6446,44417,6694
2005-07-26 15:00,32543,4877,39052,5852,42307,6340,43934,6584
2005-07-26 16:00,32096,4836,38516,5803,41725,6286,43330,6528
2005-07-26 17:00,31709,4549,38050,5459,41221,5913,42807,6141
2005-07-26 18:00,31237,4590,37485,5508,40608,5967,42170,6196
2005-07-26 19:00,30613,4426,36736,5311,39797,5754,41328,5975
2005-07-26 20:00,28573,4098,34288,4918,37145,5327,38574,5532
2005-07-26 21:00,26376,3688,31651,4426,34289,4795,35608,4979
2005-07-26 22:00,24992,3360,29990,4032,32490,4368,33739,4536
2005-07-26 23:00,24035,3073,28842,3688,31245,3995,32447,4149
2005-07-27 00:00,23483,2950,28180,3540,30528,3836,31702,3983
2005-07-27 01:00,23451,2991,28142,3590,30487,3889,31659,4038
2005-07-27 02:00,24163,2868,28996,3442,31412,3729,32620,3872
2005-07-27 03:00,25913,2991,31095,3590,33687,3889,34982,4038
2005-07-27 04:00,27959,33551,3737,36347,4049,37745,4204
2005-07-27 05:00,29979,3278,35974,3934,38972,4262,40471,4426
2005-07-27 06:00,31468,3524,37762,4229,40909,4581,42483,4758
2005-07-27 07:00,32415,3852,38898,4622,42140,5008,43761,5200
2005-07-27 08:00,32952,4180,39543,5016,42838,5434,44486,5643
2005-07-27 09:00,32900,4508,39480,5409,42770,5860,44415,6086
2005-07-27 10:00,32859,39431,5606,42717,6073,44360,6307
2005-07-27 11:00,32426,4836,38911,5803,42154,6286,43775,6528
2005-07-27 12:00,32227,4918,38673,5901,41896,6393,43507,6639
2005-07-27 13:00,32476,5000,6000,6500,6750.0
2005-07-27 14:00,32894,4959,39473,5950,42763,6446,44408,6694
2005-07-27 15:00,32517,4877,39021,5852,42273,6340,43899,6584
2005-07-27 16:00,32040,4836,38448,5803,41652,6286,43254,6528
2005-07-27 17:00,31688,4549,38025,5459,41194,5913,42778,6141
2005-07-27 18:00,31174,4590,37409,5508,40526,5967,42085,6196
2005-07-27 19:00,30481,4426,36577,5311,39625,5754,41149,5975
2005-07-27 20:00,28421,4098,34106,4918,36948,5327,38369,5532
2005-07-27 21:00,26235,3688,31482,4426,34105,4795,35417,4979
2005-07-27 22:00,24738,3360,29686,4032,32160,4368,33397,4536
2005-07-27 23:00,23835,3073,28602,3688,30986,3995,32178,4149
2005-07-28 00:00,23304,2950,27965,3540,30295,3836,31460,3983
2005-07-28 01:00,23277,2991,27933,3590,30261,3889,31424,4038
2005-07-28 02:00,23987,2868,28785,3442,31184,3729,32383,3872
2005-07-28 03:00,25734,2991,30881,3590,33455,3889,34741,4038
2005-07-28 04:00,27778,3114,33333,3737,36111,4049,37500,4204
2005-07-28 05:00,29788,3278,35746,3934,38725,4262,40214,4426
2005-07-28 06:00,31183,3524,37420,4229,40538,4581,42098,4758
2005-07-28 07:00,32124,3852,38549,4622,41761,5008,43368,5200
2005-07-28 08:00,32569,4180,39083,5016,42340,5434,43969,5643
2005-07-28 09:00,32455,4508,38946,5409,42191,5860,43814,6086
2005-07-28 10:00,32269,4672,38723,5606,41950,6073,43563,6307
2005-07-28 11:00,31776,4836,38132,5803,41310,6286,42898,6528
2005-07-28 12:00,31505,4918,37806,5901,40957,6393,42532,6639
2005-07-28 13:00,31652,5000,6000,6500,6750.0
2005-07-28 14:00,32080,4959,38496,5950,41704,6446,43308,6694
2005-07-28 15:00,31732,4877,38078,5852,41251,6340,42838,6584
2005-07-28 16:00,31161,4836,37393,5803,40509,6286,42067,6528
2005-07-28 17:00,30722,4549,36867,5459,39939,5913,41475,6141
2005-07-28 18:00,30171,4590,36205,5508,39223,5967,40731,6196
2005-07-28 19:00,29635,4426,35562,5311,38525,5754,40007,5975
2005-07-28 20:00,27715,4098,33259,4918,36030,5327,37416,5532
2005-07-28 21:00,25681,3688,30818,4426,33386,4795,34670,4979
2005-07-28 22:00,24402,3360,29283,4032,31723,4368,32943,4536
2005-07-28 23:00,23370,3073,28044,3688,30381,3995,31550,4149
2005-07-29 00:00,22739,2950,27287,3540,29561,3836,30698,3983
2005-07-29 01:00,22455,2991,26946,3590,29191,3889,30314,4038
2005-07-29 02:00,22533,2868,27040,3442,29293,3729,30420,3872
2005-07-29 03:00,23182,2991,27818,3590,30136,3889,31295,4038
2005-07-29 04:00,24362,29234,3737,31671,4049,32889,4204
2005-07-29 05:00,26117,3278,31340,3934,33952,4262,35258,4426
2005-07-29 06:00,27679,3524,33215,4229,35983,4581,37367,4758
2005-07-29 07:00,28709,3852,34451,4622,37322,5008,38757,5200
2005-07-29 08:00,29142,4180,34971,5016,37885,5434,39342,5643
2005-07-29 09:00,29003,4508,34804,5409,37704,5860,39154,6086
2005-07-29 10:00,28635,4672,34362,5606,37225,6073,38657,6307
2005-07-29 11:00,28129,4836,33755,5803,36568,6286,37975,6528
2005-07-29 12:00,27872,4918,33446,5901,36234,6393,37627,6639
2005-07-29 13:00,28058,5000,6000,6500,6750.0
2005-07-29 14:00,28706,4959,34447,5950,37318,6446,38753,6694
2005-07-29 15:00,28684,4877,34421,5852,37289,6340,38723,6584
2005-07-29 16:00,28540,4836,34248,5803,37102,6286,38529,6528
2005-07-29 17:00,28510,4549,34212,5459,37063,5913,38489,6141
2005-07-29 18:00,28278,4590,33933,5508,36761,5967,38175,6196
2005-07-29 19:00,27995,4426,33594,5311,36393,5754,37793,5975
2005-07-29 20:00,26278,31533,34161,35475
2005-07-29 21:00,24127,3688,28952,4426,31365,4795,32572,4979
2005-07-29 22:00,22907,3360,27489,4032,29780,4368,30925,4536
2005-07-29 23:00,21803,3073,26164,3688,28345,3995,29435,4149
2005-07-30 00:00,21098,2950,25318,3540,27428,3836,28483,3983
2005-07-30 01:00,20703,2991,24844,3590,26914,3889,27949,4038
2005-07-30 02:00,20560,2868,24672,3442,26728,3729,27756,3872
2005-07-30 03:00,20739,2991,24887,3590,26961,3889,27998,4038
2005-07-30 04:00,21356,3114,25628,3737,27763,4049,28831,4204
2005-07-30 05:00,22797,3278,27357,3934,29637,4262,30776,4426
2005-07-30 06:00,24188,3524,29025,4229,31444,4581,32653,4758
2005-07-30 07:00,25245,3852,30294,4622,32819,5008,34081,5200
2005-07-30 08:00,25886,4180,31063,5016,33652,5434,34946,5643
2005-07-30 09:00,25984,4508,31180,5409,33779,5860,35078,6086
2005-07-30 10:00,25872,4672,31046,5606,33634,6073,34927,6307
2005-07-30 11:00,25545,4836,30654,5803,33208,6286,34485,6528
2005-07-30 12:00,25317,4918,30380,5901,32912,6393,34178,6639
2005-07-30 13:00,25545,30654,6000,6500,6750.0
2005-07-30 14:00,26278,4959,31534,5950,34162,6446,35476,6694
2005-07-30 15:00,26528,4877,31834,5852,34487,6340,35813,6584
2005-07-30 16:00,26800,4836,32161,5803,34841,6286,36181,6528
2005-07-30 17:00,27191,4549,32629,5459,35348,5913,36708,6141
2005-07-30 18:00,27399,4590,32879,5508,35618,5967,36988,6196
2005-07-30 19:00,27300,4426,32760,5311,35490,5754,36855,5975
2005-07-30 20:00,25508,4098,30609,4918,33160,5327,34436,5532
2005-07-30 21:00,23740,3688,28488,4426,30862,4795,32049,4979
2005-07-30 22:00,22554,3360,27065,4032,29321,4368,30449,4536
2005-07-30 23:00,21823,3073,26187,3688,28370,3995,29461,4149
2005-07-31 00:00,21373,2950,25648,3540,27785,3836,28854,3983
2005-07-31 01:00,21459,2991,25751,3590,27897,3889,28969,4038
2005-07-31 02:00,22332,26798,3442,29032,3729,30148,3872
2005-07-31 03:00,24236,2991,29083,3590,31507,3889,32719,4038
2005-07-31 04:00,26404,3114,31684,3737,34325,4049,35645,4204
2005-07-31 05:00,28573,3278,34287,3934,37145,4262,38573,4426
2005-07-31 06:00,30056,3524,36068,4229,39073,4581,40576,4758
2005-07-31 07:00,31085,3852,37302,4622,40411,5008,41965,5200
2005-07-31 08:00,31685,4180,38022,5016,41190,5434,42775,5643
2005-07-31 09:00,31694,4508,38033,5409,41203,5860,42788,6086
2005-07-31 10:00,31647,4672,37976,5606,41141,6073,42723,6307
2005-07-31 11:00,31180,4836,37416,5803,40534,6286,42093,6528
2005-07-31 12:00,30932,4918,37118,5901,40212,6393,41758,6639
2005-07-31 13:00,31087,5000,6000,6500,6750.0
2005-07-31 14:00,31511,4959,37813,5950,40964,6446,42540,6694
2005-07-31 15:00,31238,4877,37486,5852,40610,6340,42172,6584
2005-07-31 16:00,30894,4836,37073,5803,40163,6286,41708,6528
2005-07-31 17:00,30612,4549,36735,5459,39796,5913,41327,6141
2005-07-31 18:00,30171,4590,36205,5508,39222,5967,40731,6196
2005-07-31 19:00,29438,4426,35326,5311,38270,5754,39742,5975
2005-07-31 20:00,27262,4098,32714,4918,35440,5327,36804,5532
2005-07-31 21:00,25188,3688,30226,4426,32745,4795,34004,4979
2005-07-31 22:00,23815,3360,28579,4032,30960,4368,32151,4536
2005-07-31 23:00,22993,2918,27592,3501,29891,3793,31041,3939
2005-08-01 00:00,22445,26934,3373,29178,3654,30301,3795
2005-08-01 01:00,22455,2827,26946,3393,29192,3676,30315,3817
2005-08-01 02:00,23197,2745,27836,3295,30156,3569,31315,3706
2005-08-01 03:00,24855,2860,29826,3432,32312,3718,33555,3861
2005-08-01 04:00,26861,2991,32233,3590,34919,3889,36262,4038
