,csp1,csp2,csp3
2266,574.961,520.518,491.961
2267,570.195,463.683,520.120
2268,559.337,223.633,523.660
2269,539.710,90.589,505.195
2270,499.302,0.000,426.504
2271,337.238,0.000,286.815
2272,48.825,0.000,112.339
2273,0.000,0.000,0.000
2274,0.000,0.000,0.000
2275,0.000,0.000,0.000
2276,0.000,0.000,0.000
2277,0.000,0.000,0.000
2278,0.000,0.000,0.000
2279,0.000,0.000,0.000
2280,0.000,0.000,0.000
2281,0.000,0.000,0.000
2282,0.000,0.000,0.000
2283,0.000,0.000,0.000
2284,0.000,0.000,0.000
2285,0.000,37.441,0.000
2286,0.000,239.722,0.000
2287,218.864,394.898,0.000
2288,448.837,458.136,155.039
2289,537.998,497.760,343.949
2290,567.277,482.058,470.201
2291,563.782,428.465,500.541
2292,560.338,258.240,459.240
2293,540.098,81.092,457.198
2294,501.283,0.000,315.664
2295,347.886,0.000,151.599
2296,57.055,0.000,0.000
2297,0.000,0.000,0.000
2298,0.000,0.000,0.000
2299,0.000,0.000,0.000
2300,0.000,0.000,0.000
2301,0.000,0.000,0.000
2302,0.000,0.000,0.000
2303,0.000,0.000,0.000
2304,0.000,0.000,0.000
2305,0.000,0.000,0.000
2306,0.000,0.000,0.000
2307,0.000,0.000,0.000
2308,0.000,0.000,0.000
2309,0.000,0.000,0.000
2310,0.000,0.000,0.000
2311,220.609,0.000,36.217
2312,449.876,0.000,201.327
2313,535.056,5.831,385.117
2314,566.511,216.675,476.828
2315,563.667,125.216,510.224
2316,561.343,225.660,512.047
2317,541.747,141.895,503.380
2318,499.425,5.760,444.674
2319,355.126,0.000,289.671
2320,58.781,0.000,93.281
2321,0.000,0.000,0.000
2322,0.000,0.000,0.000
2323,0.000,0.000,0.000
2324,0.000,0.000,0.000
2325,0.000,0.000,0.000
2326,0.000,0.000,0.000
2327,0.000,0.000,0.000
2328,0.000,0.000,0.000
2329,0.000,0.000,0.000
2330,0.000,0.000,0.000
2331,0.000,0.000,0.000
2332,0.000,0.000,0.000
2333,0.000,0.000,0.000
2334,0.000,75.008,0.000
2335,227.412,58.616,0.000
2336,451.478,0.000,25.469
2337,539.309,47.034,6.127
2338,567.167,0.000,0.000
2339,563.655,65.608,0.000
2340,560.004,0.000,0.000
2341,541.742,0.000,32.836
2342,501.641,0.000,53.060
2343,344.450,0.000,104.207
2344,57.440,0.000,0.000
2345,0.000,0.000,0.000
2346,0.000,0.000,0.000
2347,0.000,0.000,0.000
2348,0.000,0.000,0.000
2349,0.000,0.000,0.000
2350,0.000,0.000,0.000
2351,0.000,0.000,0.000
2352,0.000,0.000,0.000
2353,0.000,0.000,0.000
2354,0.000,0.000,0.000
2355,0.000,0.000,0.000
2356,0.000,0.000,0.000
2357,0.000,50.299,0.000
2358,0.000,243.579,0.000
2359,229.662,403.705,18.469
2360,455.582,470.171,223.829
2361,539.373,496.750,397.651
2362,568.102,497.251,483.757
2363,567.204,467.144,512.928
2364,561.259,382.833,507.469
2365,541.719,236.156,429.579
2366,500.114,74.770,432.493
2367,340.916,0.000,346.779
2368,51.131,0.000,171.616
2369,0.000,0.000,0.000
2370,0.000,0.000,0.000
2371,0.000,0.000,0.000
2372,0.000,0.000,0.000
2373,0.000,0.000,0.000
2374,0.000,0.000,0.000
2375,0.000,0.000,0.000
2376,0.000,0.000,0.000
2377,0.000,0.000,0.000
2378,0.000,0.000,0.000
2379,0.000,0.000,0.000
2380,0.000,0.000,0.000
2381,0.000,43.422,0.000
2382,1.609,252.556,0.000
2383,238.729,397.618,24.143
2384,461.141,486.143,232.638
2385,541.697,482.515,401.399
2386,569.351,492.445,491.944
2387,568.441,465.165,522.995
2388,559.354,404.351,528.923
2389,541.798,257.554,516.216
2390,499.989,76.739,474.774
2391,345.250,0.000,371.435
2392,51.373,0.000,185.862
2393,0.000,0.000,0.000
2394,0.000,0.000,0.000
2395,0.000,0.000,0.000
2396,0.000,0.000,0.000
2397,0.000,0.000,0.000
2398,0.000,0.000,0.000
2399,0.000,0.000,0.000
2400,0.000,0.000,0.000
2401,0.000,0.000,0.000
2402,0.000,0.000,0.000
2403,0.000,0.000,0.000
2404,0.000,0.000,0.000
2405,0.000,59.771,0.000
2406,0.000,253.264,0.000
2407,238.640,396.339,28.970
2408,455.655,478.710,241.707
2409,542.582,504.978,408.415
2410,566.613,500.814,493.487
2411,565.691,476.737,526.358
2412,562.188,393.640,527.963
2413,543.994,247.736,513.511
2414,500.059,88.628,466.617
2415,348.307,0.000,370.832
2416,52.089,0.000,182.011
2417,0.000,0.000,0.000
2418,0.000,0.000,0.000
2419,0.000,0.000,0.000
2420,0.000,0.000,0.000
2421,0.000,0.000,0.000
2422,0.000,0.000,0.000
2423,0.000,0.000,0.000
2424,0.000,0.000,0.000
2425,0.000,0.000,0.000
2426,0.000,0.000,0.000
2427,0.000,0.000,0.000
2428,0.000,0.000,0.000
2429,0.000,0.000,0.000
2430,2.785,102.474,0.000
2431,245.274,319.672,34.556
2432,461.538,450.404,244.001
2433,541.686,477.748,411.860
2434,569.892,490.060,472.413
2435,567.054,416.323,523.890
2436,564.106,338.552,530.041
2437,541.340,219.580,519.540
2438,500.892,36.865,478.548
2439,345.287,0.000,380.770
2440,53.236,0.000,190.837
2441,0.000,0.000,0.000
2442,0.000,0.000,0.000
2443,0.000,0.000,0.000
2444,0.000,0.000,0.000
2445,0.000,0.000,0.000
2446,0.000,0.000,0.000
2447,0.000,0.000,0.000
2448,0.000,0.000,0.000
2449,0.000,0.000,0.000
2450,0.000,0.000,0.000
2451,0.000,0.000,0.000
2452,0.000,0.000,0.000
2453,0.000,52.939,0.000
2454,5.983,262.680,0.000
2455,251.020,412.492,35.263
2456,466.733,477.539,238.935
2457,545.544,451.031,414.861
2458,571.468,388.198,497.463
2459,571.270,364.587,535.044
2460,567.971,333.524,538.873
2461,549.740,229.429,527.836
2462,507.034,75.319,487.181
2463,359.856,0.000,387.977
2464,66.154,0.000,203.615
2465,0.000,0.000,2.246
2466,0.000,0.000,0.000
2467,0.000,0.000,0.000
2468,0.000,0.000,0.000
2469,0.000,0.000,0.000
2470,0.000,0.000,0.000
2471,0.000,0.000,0.000
2472,0.000,0.000,0.000
2473,0.000,0.000,0.000
2474,0.000,0.000,0.000
2475,0.000,0.000,0.000
2476,0.000,0.000,0.000
2477,0.000,60.182,0.000
2478,7.741,70.602,0.000
2479,255.829,167.413,34.419
2480,469.862,65.300,256.350
2481,544.851,82.082,419.169
2482,573.115,0.000,500.605
2483,571.032,115.127,487.640
2484,562.776,2.655,441.057
2485,543.214,54.305,513.200
2486,505.208,0.000,478.811
2487,354.519,0.000,346.272
2488,58.457,0.000,39.031
2489,0.000,0.000,0.000
2490,0.000,0.000,0.000
2491,0.000,0.000,0.000
2492,0.000,0.000,0.000
2493,0.000,0.000,0.000
2494,0.000,0.000,0.000
2495,0.000,0.000,0.000
2496,0.000,0.000,0.000
2497,0.000,0.000,0.000
2498,0.000,0.000,0.000
2499,0.000,0.000,0.000
2500,0.000,0.000,0.000
2501,0.000,0.000,0.000
2502,0.000,10.803,0.000
2503,261.592,0.000,0.000
2504,473.839,158.899,258.721
2505,546.219,94.607,421.011
2506,571.607,0.000,447.220
2507,568.261,47.742,240.069
2508,562.037,0.000,368.158
2509,545.060,89.064,367.102
2510,507.979,0.000,212.989
2511,354.757,0.000,151.383
2512,65.259,0.000,138.447
2513,0.000,0.000,0.000
2514,0.000,0.000,0.000
2515,0.000,0.000,0.000
2516,0.000,0.000,0.000
2517,0.000,0.000,0.000
2518,0.000,0.000,0.000
2519,0.000,0.000,0.000
2520,0.000,0.000,0.000
2521,0.000,0.000,0.000
2522,0.000,0.000,0.000
2523,0.000,0.000,0.000
2524,0.000,0.000,0.000
2525,0.000,74.306,0.000
2526,9.984,267.928,0.000
2527,269.079,405.961,46.270
2528,473.820,482.464,264.233
2529,552.410,502.454,396.900
2530,577.153,499.784,411.710
2531,577.075,473.908,457.484
2532,581.357,348.454,461.956
2533,551.937,114.026,198.470
2534,507.883,0.000,280.487
2535,347.410,0.000,132.852
2536,50.503,0.000,16.042
2537,0.000,0.000,0.000
2538,0.000,0.000,0.000
2539,0.000,0.000,0.000
2540,0.000,0.000,0.000
2541,0.000,0.000,0.000
2542,0.000,0.000,0.000
2543,0.000,0.000,0.000
2544,0.000,0.000,0.000
2545,0.000,0.000,0.000
2546,0.000,0.000,0.000
2547,0.000,0.000,0.000
2548,0.000,0.000,0.000
2549,0.000,23.620,0.000
2550,0.000,257.723,0.000
2551,236.402,228.305,40.225
2552,452.014,230.453,270.919
2553,476.421,63.236,427.350
2554,564.076,0.000,435.115
2555,537.121,0.000,339.100
2556,527.917,0.000,364.694
2557,456.116,0.000,484.325
2558,429.735,0.000,400.116
2559,277.093,0.000,191.124
2560,60.298,0.000,169.972
2561,0.000,0.000,0.000
2562,0.000,0.000,0.000
2563,0.000,0.000,0.000
2564,0.000,0.000,0.000
2565,0.000,0.000,0.000
2566,0.000,0.000,0.000
2567,0.000,0.000,0.000
2568,0.000,0.000,0.000
2569,0.000,0.000,0.000
2570,0.000,0.000,0.000
2571,0.000,0.000,0.000
2572,0.000,0.000,0.000
2573,0.000,2.507,0.000
2574,0.000,253.516,0.000
2575,73.500,388.127,75.860
2576,144.668,482.419,238.762
2577,184.066,488.189,362.061
2578,208.669,404.275,433.854
2579,218.815,408.410,465.095
2580,208.428,275.452,469.724
2581,188.672,214.742,455.328
2582,153.815,13.840,414.079
2583,92.845,0.000,328.768
2584,6.516,0.000,190.251
2585,0.000,0.000,0.247
2586,0.000,0.000,0.000
2587,0.000,0.000,0.000
2588,0.000,0.000,0.000
2589,0.000,0.000,0.000
2590,0.000,0.000,0.000
2591,0.000,0.000,0.000
2592,0.000,0.000,0.000
2593,0.000,0.000,0.000
2594,0.000,0.000,0.000
2595,0.000,0.000,0.000
2596,0.000,0.000,0.000
2597,0.000,8.906,0.000
2598,26.232,259.034,0.000
2599,266.456,392.716,57.099
2600,481.884,486.233,281.287
2601,552.024,489.966,436.803
2602,572.050,405.933,510.985
2603,570.828,410.241,502.311
2604,563.212,276.543,488.146
2605,542.865,216.323,508.111
2606,508.678,14.753,466.857
2607,355.641,0.000,328.582
2608,62.370,0.000,117.478
2609,0.000,0.000,0.000
2610,0.000,0.000,0.000
2611,0.000,0.000,0.000
2612,0.000,0.000,0.000
2613,0.000,0.000,0.000
2614,0.000,0.000,0.000
2615,0.000,0.000,0.000
2616,0.000,0.000,0.000
2617,0.000,0.000,0.000
2618,0.000,0.000,0.000
2619,0.000,0.000,0.000
2620,0.000,0.000,0.000
2621,0.000,79.636,0.000
2622,61.670,259.033,0.000
2623,293.964,382.019,79.730
2624,483.200,395.597,231.414
2625,552.921,398.310,431.538
2626,575.988,274.032,491.243
2627,576.841,442.501,523.432
2628,574.101,399.501,538.629
2629,555.565,287.017,511.249
2630,516.321,89.890,434.105
2631,368.883,0.000,244.454
2632,88.654,0.000,67.960
2633,0.000,0.000,0.000
2634,0.000,0.000,0.000
2635,0.000,0.000,0.000
2636,0.000,0.000,0.000
2637,0.000,0.000,0.000
2638,0.000,0.000,0.000
2639,0.000,0.000,0.000
2640,0.000,0.000,0.000
2641,0.000,0.000,0.000
2642,0.000,0.000,0.000
2643,0.000,0.000,0.000
2644,0.000,0.000,0.000
2645,0.000,99.636,0.000
2646,19.520,297.656,0.000
2647,277.508,423.590,73.128
2648,477.677,494.923,287.925
2649,548.764,498.905,435.432
2650,575.486,282.414,512.902
2651,575.116,0.000,538.708
2652,573.274,0.000,542.089
2653,553.368,0.000,517.357
2654,516.309,0.000,479.287
2655,369.924,0.000,391.579
2656,75.710,0.000,110.390
2657,0.000,0.000,0.000
2658,0.000,0.000,0.000
2659,0.000,0.000,0.000
2660,0.000,0.000,0.000
2661,0.000,0.000,0.000
2662,0.000,0.000,0.000
2663,0.000,0.000,0.000
2664,0.000,0.000,0.000
2665,0.000,0.000,0.000
2666,0.000,0.000,0.000
2667,0.000,0.000,0.000
2668,0.000,0.000,0.000
2669,0.000,102.842,0.000
2670,19.905,192.442,0.000
2671,280.784,0.000,81.328
2672,480.440,183.880,303.795
2673,549.968,329.094,438.298
2674,573.259,304.473,515.578
2675,572.971,388.838,544.572
2676,572.488,144.563,543.226
2677,550.560,14.542,532.636
2678,515.715,0.000,498.903
2679,370.789,0.000,405.124
2680,80.233,0.000,218.050
2681,0.000,0.000,13.893
2682,0.000,0.000,0.000
2683,0.000,0.000,0.000
2684,0.000,0.000,0.000
2685,0.000,0.000,0.000
2686,0.000,0.000,0.000
2687,0.000,0.000,0.000
2688,0.000,0.000,0.000
2689,0.000,0.000,0.000
2690,0.000,0.000,0.000
2691,0.000,0.000,0.000
2692,0.000,0.000,0.000
2693,0.000,33.515,0.000
2694,26.504,177.221,0.000
2695,288.154,403.148,7.055
2696,484.794,475.138,134.716
2697,553.348,218.574,308.400
2698,576.437,0.000,372.702
2699,576.229,0.000,520.166
2700,572.169,0.000,500.727
2701,552.780,279.650,351.223
2702,518.196,56.037,379.766
2703,379.964,0.000,226.134
2704,84.169,0.000,64.915
2705,0.000,0.000,0.000
2706,0.000,0.000,0.000
2707,0.000,0.000,0.000
2708,0.000,0.000,0.000
2709,0.000,0.000,0.000
2710,0.000,0.000,0.000
2711,0.000,0.000,0.000
2712,0.000,0.000,0.000
2713,0.000,0.000,0.000
2714,0.000,0.000,0.000
2715,0.000,0.000,0.000
2716,0.000,0.000,0.000
2717,0.000,110.463,0.000
2718,0.000,305.983,0.000
2719,132.833,426.504,78.018
2720,353.060,502.568,293.574
2721,485.018,521.221,389.701
2722,561.867,520.652,422.178
2723,490.662,468.940,508.994
2724,573.773,365.733,494.919
2725,526.969,119.228,453.528
2726,387.251,0.000,449.586
2727,220.306,0.000,321.049
2728,97.841,0.000,158.325
2729,0.000,0.000,14.661
2730,0.000,0.000,0.000
2731,0.000,0.000,0.000
2732,0.000,0.000,0.000
2733,0.000,0.000,0.000
2734,0.000,0.000,0.000
2735,0.000,0.000,0.000
2736,0.000,0.000,0.000
2737,0.000,0.000,0.000
2738,0.000,0.000,0.000
2739,0.000,0.000,0.000
2740,0.000,0.000,0.000
2741,0.000,124.090,0.000
2742,31.203,316.385,0.000
2743,292.788,435.366,97.473
2744,483.133,499.826,313.641
2745,554.897,517.568,455.257
2746,567.945,520.167,523.528
2747,576.458,489.097,547.739
2748,574.260,334.755,548.968
2749,552.056,157.068,540.670
2750,516.010,0.000,505.774
2751,377.387,0.000,416.252
2752,98.748,0.000,241.315
2753,0.000,0.000,23.984
2754,0.000,0.000,0.000
2755,0.000,0.000,0.000
2756,0.000,0.000,0.000
2757,0.000,0.000,0.000
2758,0.000,0.000,0.000
2759,0.000,0.000,0.000
2760,0.000,0.000,0.000
2761,0.000,0.000,0.000
2762,0.000,0.000,0.000
2763,0.000,0.000,0.000
2764,0.000,0.000,0.000
2765,0.000,126.953,0.000
2766,33.576,329.873,0.000
2767,291.335,454.184,106.577
2768,488.862,431.806,317.502
2769,559.836,467.346,462.007
2770,586.496,528.704,526.923
2771,586.023,515.652,548.081
2772,585.573,359.390,550.211
2773,559.915,311.842,543.294
2774,538.431,91.045,505.031
2775,350.466,0.000,421.965
2776,82.572,0.000,236.940
2777,0.000,0.000,27.095
2778,0.000,0.000,0.000
2779,0.000,0.000,0.000
2780,0.000,0.000,0.000
2781,0.000,0.000,0.000
2782,0.000,0.000,0.000
2783,0.000,0.000,0.000
2784,0.000,0.000,0.000
2785,0.000,0.000,0.000
2786,0.000,0.000,0.000
2787,0.000,0.000,0.000
2788,0.000,0.000,0.000
2789,0.000,123.415,0.000
2790,39.834,324.372,0.000
2791,307.155,457.702,106.517
2792,501.115,508.004,321.235
2793,556.948,518.660,463.174
2794,576.254,517.288,524.616
2795,581.735,485.842,545.925
2796,544.408,419.551,548.359
2797,545.031,288.391,538.989
2798,496.280,30.307,504.949
2799,249.844,0.000,419.762
2800,34.983,0.000,246.666
2801,0.000,0.000,29.932
2802,0.000,0.000,0.000
2803,0.000,0.000,0.000
2804,0.000,0.000,0.000
2805,0.000,0.000,0.000
2806,0.000,0.000,0.000
2807,0.000,0.000,0.000
2808,0.000,0.000,0.000
2809,0.000,0.000,0.000
2810,0.000,0.000,0.000
2811,0.000,0.000,0.000
2812,0.000,0.000,0.000
2813,0.000,131.756,0.000
2814,41.278,327.628,0.000
2815,300.247,441.148,113.214
2816,490.118,508.639,326.161
2817,549.755,508.944,463.449
2818,571.545,506.216,528.584
2819,573.188,477.535,550.717
2820,570.847,375.930,553.410
2821,552.199,127.528,542.195
2822,515.360,8.610,510.410
2823,370.828,0.000,421.873
2824,74.455,0.000,250.870
2825,0.000,0.000,35.035
2826,0.000,0.000,0.000
2827,0.000,0.000,0.000
2828,0.000,0.000,0.000
2829,0.000,0.000,0.000
2830,0.000,0.000,0.000
2831,0.000,0.000,0.000
2832,0.000,0.000,0.000
2833,0.000,0.000,0.000
2834,0.000,0.000,0.000
2835,0.000,0.000,0.000
2836,0.000,0.000,0.000
2837,0.000,0.000,0.000
2838,36.446,132.547,0.000
2839,289.313,423.814,105.679
2840,493.449,408.917,322.270
2841,553.313,465.504,456.988
2842,577.621,373.274,520.992
2843,584.669,141.842,542.011
2844,572.327,11.444,542.660
2845,513.920,0.000,533.495
2846,501.783,0.000,497.128
2847,355.694,0.000,360.799
2848,69.125,0.000,210.307
2849,0.000,0.000,2.742
2850,0.000,0.000,0.000
2851,0.000,0.000,0.000
2852,0.000,0.000,0.000
2853,0.000,0.000,0.000
2854,0.000,0.000,0.000
2855,0.000,0.000,0.000
2856,0.000,0.000,0.000
2857,0.000,0.000,0.000
2858,0.000,0.000,0.000
2859,0.000,0.000,0.000
2860,0.000,0.000,0.000
2861,0.000,83.130,0.000
2862,42.410,337.172,0.000
2863,307.316,262.481,108.722
2864,492.611,94.691,305.728
2865,556.021,0.000,425.401
2866,542.376,0.000,472.239
2867,588.199,119.415,499.034
2868,581.691,0.988,523.054
2869,551.683,9.002,503.159
2870,521.669,24.238,490.537
2871,398.257,0.000,422.590
2872,33.605,0.000,194.106
2873,0.000,0.000,5.189
2874,0.000,0.000,0.000
2875,0.000,0.000,0.000
2876,0.000,0.000,0.000
2877,0.000,0.000,0.000
2878,0.000,0.000,0.000
2879,0.000,0.000,0.000
2880,0.000,0.000,0.000
2881,0.000,0.000,0.000
2882,0.000,0.000,0.000
2883,0.000,0.000,0.000
2884,0.000,0.000,0.000
2885,0.000,0.000,0.000
2886,36.917,29.699,0.000
2887,311.822,112.560,118.779
2888,485.676,208.415,323.238
2889,550.854,379.699,438.701
2890,542.893,370.936,518.241
2891,423.751,311.279,530.531
2892,243.218,234.857,501.860
2893,337.793,0.000,321.896
2894,153.932,0.000,311.496
2895,224.599,0.000,269.302
2896,17.929,0.000,21.114
2897,0.000,0.000,0.000
2898,0.000,0.000,0.000
2899,0.000,0.000,0.000
2900,0.000,0.000,0.000
2901,0.000,0.000,0.000
2902,0.000,0.000,0.000
2903,0.000,0.000,0.000
2904,0.000,0.000,0.000
2905,0.000,0.000,0.000
2906,0.000,0.000,0.000
2907,0.000,0.000,0.000
2908,0.000,0.000,0.000
2909,0.000,124.590,0.000
2910,46.622,260.412,0.000
2911,321.014,245.787,102.178
2912,493.414,132.173,315.014
2913,548.838,280.729,456.772
2914,557.195,123.930,514.753
2915,561.775,337.377,532.406
2916,555.397,81.579,531.858
2917,544.307,21.944,523.025
2918,440.693,0.000,469.181
2919,330.778,0.000,396.820
2920,33.769,0.000,220.376
2921,0.000,0.000,33.797
2922,0.000,0.000,0.000
2923,0.000,0.000,0.000
2924,0.000,0.000,0.000
2925,0.000,0.000,0.000
2926,0.000,0.000,0.000
2927,0.000,0.000,0.000
2928,0.000,0.000,0.000
2929,0.000,0.000,0.000
2930,0.000,0.000,0.000
2931,0.000,0.000,0.000
2932,0.000,0.000,0.000
2933,0.000,153.605,0.000
2934,42.772,340.094,0.000
2935,320.319,454.657,66.004
2936,492.206,448.401,233.363
2937,552.537,252.581,384.844
2938,568.768,349.564,443.504
2939,578.856,143.776,434.507
2940,572.415,114.690,464.224
2941,531.094,0.000,373.948
2942,445.753,0.000,309.275
2943,355.799,0.000,342.936
2944,78.775,0.000,218.934
2945,0.000,0.000,0.000
2946,0.000,0.000,0.000
2947,0.000,0.000,0.000
2948,0.000,0.000,0.000
2949,0.000,0.000,0.000
2950,0.000,0.000,0.000
2951,0.000,0.000,0.000
2952,0.000,0.000,0.000
2953,0.000,0.000,0.000
2954,0.000,0.000,0.000
2955,0.000,0.000,0.000
2956,0.000,0.000,0.000
2957,0.000,158.131,0.000
2958,31.813,346.508,0.000
2959,297.758,453.755,0.000
2960,481.364,510.952,200.108
2961,547.278,534.972,234.788
2962,567.357,534.042,209.957
2963,571.601,507.656,448.239
2964,544.586,449.682,521.554
2965,513.201,331.587,509.032
2966,444.265,147.056,471.242
2967,352.353,0.000,408.566
2968,56.511,0.000,258.674
2969,0.000,0.000,39.028
2970,0.000,0.000,0.000
2971,0.000,0.000,0.000
2972,0.000,0.000,0.000
2973,0.000,0.000,0.000
2974,0.000,0.000,0.000
2975,0.000,0.000,0.000
2976,0.000,0.000,0.000
2977,0.000,0.000,0.000
2978,0.000,0.000,0.000
2979,0.000,0.000,0.000
2980,0.000,0.000,0.000
2981,0.000,174.504,0.000
2982,38.144,355.188,0.000
2983,307.695,471.591,114.962
2984,486.806,516.960,338.810
2985,546.341,529.972,461.363
2986,560.487,493.258,513.657
2987,571.392,248.344,530.281
2988,550.063,263.382,534.245
2989,426.028,228.289,528.831
2990,380.923,116.866,499.763
2991,279.902,0.000,418.962
2992,66.124,0.000,258.917
2993,0.000,0.000,41.532
2994,0.000,0.000,0.000
2995,0.000,0.000,0.000
2996,0.000,0.000,0.000
2997,0.000,0.000,0.000
2998,0.000,0.000,0.000
2999,0.000,0.000,0.000
3000,0.000,0.000,0.000
3001,0.000,0.000,0.000
3002,0.000,0.000,0.000
3003,0.000,0.000,0.000
3004,0.000,0.000,0.000
3005,0.000,0.000,0.000
3006,28.882,53.155,0.000
3007,292.679,80.764,145.833
3008,479.818,173.559,345.493
3009,543.450,137.490,466.978
3010,563.564,274.126,517.699
3011,549.518,265.004,536.569
3012,544.738,39.428,536.295
3013,541.666,25.966,531.597
3014,476.560,0.000,499.729
3015,311.439,0.000,419.677
3016,37.308,0.000,263.842
3017,0.000,0.000,51.780
3018,0.000,0.000,0.000
3019,0.000,0.000,0.000
3020,0.000,0.000,0.000
3021,0.000,0.000,0.000
3022,0.000,0.000,0.000
3023,0.000,0.000,0.000
3024,0.000,0.000,0.000
3025,0.000,0.000,0.000
3026,0.000,0.000,0.000
3027,0.000,0.000,0.000
3028,0.000,31.355,0.000
3029,0.000,211.158,0.000
3030,130.197,366.168,13.229
3031,356.319,459.017,191.592
3032,492.626,504.412,360.287
3033,547.217,465.149,465.136
3034,564.731,510.257,518.780
3035,573.298,489.259,536.091
3036,567.658,437.884,533.160
3037,549.905,319.726,477.472
3038,489.273,131.721,450.715
3039,354.876,0.000,304.888
3040,78.150,0.000,72.977
3041,0.000,0.000,0.000
3042,0.000,0.000,0.000
3043,0.000,0.000,0.000
3044,0.000,0.000,0.000
3045,0.000,0.000,0.000
3046,0.000,0.000,0.000
3047,0.000,0.000,0.000
3048,0.000,0.000,0.000
3049,0.000,0.000,0.000
3050,0.000,0.000,0.000
3051,0.000,0.000,0.000
3052,0.000,0.000,0.000
3053,0.000,0.000,0.000
3054,50.048,0.000,0.000
3055,324.205,7.104,128.694
3056,489.019,18.018,339.267
3057,546.449,21.935,462.325
3058,562.078,346.011,515.690
3059,571.446,445.142,532.704
3060,567.474,265.414,531.929
3061,548.255,262.603,527.329
3062,490.908,146.657,495.381
3063,360.630,0.000,417.710
3064,82.314,0.000,267.098
3065,0.000,0.000,49.081
3066,0.000,0.000,0.000
3067,0.000,0.000,0.000
3068,0.000,0.000,0.000
3069,0.000,0.000,0.000
3070,0.000,0.000,0.000
3071,0.000,0.000,0.000
3072,0.000,0.000,0.000
3073,0.000,0.000,0.000
3074,0.000,0.000,0.000
3075,0.000,0.000,0.000
3076,0.000,2.381,0.000
3077,0.000,183.788,0.000
3078,56.085,364.737,0.000
3079,328.517,474.678,153.627
3080,492.539,524.792,302.142
3081,550.442,540.016,188.729
3082,563.500,534.386,418.663
3083,573.632,504.355,285.126
3084,567.892,459.604,122.057
3085,551.144,346.767,297.902
3086,488.135,161.432,237.002
3087,373.692,0.000,116.845
3088,69.638,0.000,3.778
3089,0.000,0.000,0.000
3090,0.000,0.000,0.000
3091,0.000,0.000,0.000
3092,0.000,0.000,0.000
3093,0.000,0.000,0.000
3094,0.000,0.000,0.000
3095,0.000,0.000,0.000
3096,0.000,0.000,0.000
3097,0.000,0.000,0.000
3098,0.000,0.000,0.000
3099,0.000,0.000,0.000
3100,0.000,7.179,0.000
3101,0.000,192.284,0.000
3102,30.980,373.184,0.000
3103,288.750,472.526,111.798
3104,480.160,524.554,302.821
3105,547.453,537.144,433.525
3106,568.982,528.883,333.125
3107,579.227,506.696,241.834
3108,574.926,460.717,172.535
3109,554.747,357.185,312.009
3110,496.312,171.674,297.962
3111,366.535,0.251,158.722
3112,122.740,0.000,201.028
3113,0.000,0.000,55.614
3114,0.000,0.000,0.000
3115,0.000,0.000,0.000
3116,0.000,0.000,0.000
3117,0.000,0.000,0.000
3118,0.000,0.000,0.000
3119,0.000,0.000,0.000
3120,0.000,0.000,0.000
3121,0.000,0.000,0.000
3122,0.000,0.000,0.000
3123,0.000,0.000,0.000
3124,0.000,10.962,0.000
3125,0.000,196.230,0.000
3126,56.708,375.508,0.000
3127,334.895,473.355,0.000
3128,498.260,530.118,120.646
3129,550.570,530.654,0.000
3130,566.341,489.189,0.000
3131,576.048,467.248,155.207
3132,568.294,451.120,506.418
3133,549.327,319.885,465.814
3134,489.778,99.293,133.869
3135,375.369,0.000,223.276
3136,119.143,0.000,139.064
3137,0.000,0.000,44.571
3138,0.000,0.000,0.000
3139,0.000,0.000,0.000
3140,0.000,0.000,0.000
3141,0.000,0.000,0.000
3142,0.000,0.000,0.000
3143,0.000,0.000,0.000
3144,0.000,0.000,0.000
3145,0.000,0.000,0.000
3146,0.000,0.000,0.000
3147,0.000,0.000,0.000
3148,0.000,10.267,0.000
3149,0.000,203.851,0.000
3150,62.585,280.484,0.000
3151,335.163,369.514,37.188
3152,491.486,511.118,161.344
3153,549.978,537.037,96.533
3154,567.757,528.122,218.947
3155,580.228,511.156,191.723
3156,573.655,457.488,383.951
3157,549.941,354.356,231.825
3158,494.975,116.358,21.545
3159,365.151,0.000,5.604
3160,91.354,0.000,124.672
3161,0.000,0.000,34.194
3162,0.000,0.000,0.000
3163,0.000,0.000,0.000
3164,0.000,0.000,0.000
3165,0.000,0.000,0.000
3166,0.000,0.000,0.000
3167,0.000,0.000,0.000
3168,0.000,0.000,0.000
3169,0.000,0.000,0.000
3170,0.000,0.000,0.000
3171,0.000,0.000,0.000
3172,0.000,0.000,0.000
3173,0.000,26.571,0.000
3174,21.131,376.841,0.000
3175,264.990,489.703,27.755
3176,444.612,531.693,113.190
3177,428.996,525.235,153.582
3178,526.142,466.735,134.447
3179,571.532,395.055,115.997
3180,541.673,230.483,176.097
3181,546.888,138.465,249.049
3182,469.089,135.818,172.890
3183,319.043,2.167,58.244
3184,47.682,0.000,0.000
3185,0.000,0.000,3.593
3186,0.000,0.000,0.000
3187,0.000,0.000,0.000
3188,0.000,0.000,0.000
3189,0.000,0.000,0.000
3190,0.000,0.000,0.000
3191,0.000,0.000,0.000
3192,0.000,0.000,0.000
3193,0.000,0.000,0.000
3194,0.000,0.000,0.000
3195,0.000,0.000,0.000
3196,0.000,0.000,0.000
3197,0.000,154.080,0.000
