,csp1,csp2,csp3
4184,474.843,508.219,399.632
4185,537.057,532.557,473.403
4186,564.206,532.966,498.793
4187,572.007,508.224,532.725
4188,567.804,473.406,532.332
4189,546.633,390.697,520.217
4190,487.083,225.791,491.147
4191,261.940,48.041,441.330
4192,36.523,0.000,318.524
4193,0.000,0.000,134.184
4194,0.000,0.000,0.000
4195,0.000,0.000,0.000
4196,0.000,0.000,0.000
4197,0.000,0.000,0.000
4198,0.000,0.000,0.000
4199,0.000,0.000,0.000
4200,0.000,0.000,0.000
4201,0.000,0.000,0.000
4202,0.000,0.000,0.000
4203,0.000,0.000,0.000
4204,0.000,42.502,0.000
4205,0.000,238.059,0.000
4206,103.382,389.811,32.915
4207,349.063,461.968,228.386
4208,469.996,509.831,393.651
4209,534.387,533.301,473.795
4210,562.856,537.684,510.898
4211,570.575,521.339,531.835
4212,567.036,483.146,533.037
4213,543.901,387.340,518.261
4214,508.195,248.196,458.739
4215,422.826,57.540,400.216
4216,115.409,0.000,319.729
4217,0.000,0.000,140.096
4218,0.000,0.000,0.000
4219,0.000,0.000,0.000
4220,0.000,0.000,0.000
4221,0.000,0.000,0.000
4222,0.000,0.000,0.000
4223,0.000,0.000,0.000
4224,0.000,0.000,0.000
4225,0.000,0.000,0.000
4226,0.000,0.000,0.000
4227,0.000,0.000,0.000
4228,0.000,45.021,0.000
4229,0.000,240.681,0.000
4230,101.778,389.269,29.036
4231,351.791,463.159,226.391
4232,473.261,507.095,352.513
4233,537.963,534.567,439.255
4234,566.418,534.335,496.801
4235,574.045,521.879,445.242
4236,568.780,487.864,519.210
4237,543.705,392.027,384.534
4238,481.789,244.870,370.464
4239,341.526,59.727,286.889
4240,131.317,0.000,299.666
4241,0.000,0.000,137.552
4242,0.000,0.000,0.000
4243,0.000,0.000,0.000
4244,0.000,0.000,0.000
4245,0.000,0.000,0.000
4246,0.000,0.000,0.000
4247,0.000,0.000,0.000
4248,0.000,0.000,0.000
4249,0.000,0.000,0.000
4250,0.000,0.000,0.000
4251,0.000,0.000,0.000
4252,0.000,45.006,0.000
4253,0.000,236.838,0.000
4254,99.952,386.859,0.000
4255,341.550,459.963,148.321
4256,471.992,514.407,78.208
4257,534.085,533.013,207.076
4258,561.858,536.103,280.268
4259,570.064,513.134,40.126
4260,567.700,473.648,2.293
4261,549.127,398.706,0.000
4262,480.683,251.807,172.938
4263,340.322,61.703,0.000
4264,127.226,0.000,30.956
4265,0.000,0.000,106.728
4266,0.000,0.000,0.000
4267,0.000,0.000,0.000
4268,0.000,0.000,0.000
4269,0.000,0.000,0.000
4270,0.000,0.000,0.000
4271,0.000,0.000,0.000
4272,0.000,0.000,0.000
4273,0.000,0.000,0.000
4274,0.000,0.000,0.000
4275,0.000,0.000,0.000
4276,0.000,40.452,0.000
4277,0.000,234.799,0.000
4278,80.671,386.356,35.619
4279,331.506,457.562,232.814
4280,467.628,508.048,398.006
4281,537.428,519.972,465.043
4282,567.187,519.764,503.925
4283,576.078,500.170,526.242
4284,571.128,445.148,528.276
4285,549.259,317.462,514.744
4286,458.372,190.360,490.242
4287,263.548,49.946,442.703
4288,43.450,0.000,324.747
4289,0.000,0.000,140.293
4290,0.000,0.000,0.000
4291,0.000,0.000,0.000
4292,0.000,0.000,0.000
4293,0.000,0.000,0.000
4294,0.000,0.000,0.000
4295,0.000,0.000,0.000
4296,0.000,0.000,0.000
4297,0.000,0.000,0.000
4298,0.000,0.000,0.000
4299,0.000,0.000,0.000
4300,0.000,35.297,0.000
4301,0.000,233.571,0.000
4302,35.887,386.435,35.044
4303,267.919,458.726,234.609
4304,438.368,504.618,398.050
4305,527.543,503.131,463.452
4306,559.275,183.884,499.046
4307,570.120,311.256,522.050
4308,565.810,84.540,523.673
4309,545.223,0.000,513.403
4310,476.814,0.000,489.535
4311,334.562,0.000,439.498
4312,108.287,0.000,323.634
4313,0.000,0.000,140.217
4314,0.000,0.000,0.000
4315,0.000,0.000,0.000
4316,0.000,0.000,0.000
4317,0.000,0.000,0.000
4318,0.000,0.000,0.000
4319,0.000,0.000,0.000
4320,0.000,0.000,0.000
4321,0.000,0.000,0.000
4322,0.000,0.000,0.000
4323,0.000,0.000,0.000
4324,0.000,37.039,0.000
4325,0.000,231.383,0.000
4326,64.878,381.541,31.223
4327,320.707,458.758,228.450
4328,461.974,498.772,404.859
4329,530.655,524.607,470.360
4330,559.754,541.639,507.279
4331,568.517,524.973,528.402
4332,563.816,483.904,532.370
4333,542.629,392.435,516.103
4334,474.333,244.150,496.114
4335,331.649,55.604,449.061
4336,112.704,0.000,331.488
4337,0.000,0.000,148.703
4338,0.000,0.000,0.000
4339,0.000,0.000,0.000
4340,0.000,0.000,0.000
4341,0.000,0.000,0.000
4342,0.000,0.000,0.000
4343,0.000,0.000,0.000
4344,0.000,0.000,0.000
4345,0.000,0.000,0.000
4346,0.000,0.000,0.000
4347,0.000,0.000,0.000
4348,0.000,44.412,0.000
4349,0.000,241.688,0.000
4350,76.539,393.437,31.562
4351,330.118,461.766,229.057
4352,479.820,517.501,402.735
4353,539.212,528.218,481.076
4354,567.786,523.403,520.727
4355,577.906,502.339,537.425
4356,573.883,465.713,538.990
4357,549.220,387.782,529.190
4358,502.045,251.961,502.558
4359,341.731,39.643,452.935
4360,125.669,0.000,329.422
4361,0.000,0.000,142.554
4362,0.000,0.000,0.000
4363,0.000,0.000,0.000
4364,0.000,0.000,0.000
4365,0.000,0.000,0.000
4366,0.000,0.000,0.000
4367,0.000,0.000,0.000
4368,0.000,0.000,0.000
4369,0.000,0.000,0.000
4370,0.000,0.000,0.000
4371,0.000,0.000,0.000
4372,0.000,39.580,0.000
4373,0.000,244.583,0.000
4374,76.514,393.037,32.093
4375,331.130,465.791,228.325
4376,483.788,425.867,391.403
4377,541.238,271.710,468.058
4378,571.764,189.507,511.454
4379,581.176,192.305,531.425
4380,576.495,377.989,533.068
4381,555.120,370.727,521.278
4382,505.384,211.584,494.675
4383,352.377,4.146,443.960
4384,105.246,0.000,323.303
4385,0.000,0.000,142.341
4386,0.000,0.000,0.000
4387,0.000,0.000,0.000
4388,0.000,0.000,0.000
4389,0.000,0.000,0.000
4390,0.000,0.000,0.000
4391,0.000,0.000,0.000
4392,0.000,0.000,0.000
4393,0.000,0.000,0.000
4394,0.000,0.000,0.000
4395,0.000,0.000,0.000
4396,0.000,40.826,0.000
4397,0.000,241.114,0.000
4398,68.426,388.043,33.693
4399,330.088,457.421,231.591
4400,484.579,509.241,401.383
4401,541.957,521.355,478.816
4402,571.833,508.623,519.019
4403,579.886,483.009,537.757
4404,576.920,444.121,540.302
4405,551.582,366.078,529.124
4406,483.291,230.873,499.887
4407,312.491,57.805,443.505
4408,85.760,0.000,341.308
4409,0.000,0.000,142.744
4410,0.000,0.000,0.000
4411,0.000,0.000,0.000
4412,0.000,0.000,0.000
4413,0.000,0.000,0.000
4414,0.000,0.000,0.000
4415,0.000,0.000,0.000
4416,0.000,0.000,0.000
4417,0.000,0.000,0.000
4418,0.000,0.000,0.000
4419,0.000,0.000,0.000
4420,0.000,0.000,0.000
4421,0.000,233.751,0.000
4422,16.116,199.579,34.054
4423,262.848,278.476,241.582
4424,459.521,252.763,398.080
4425,533.951,223.345,474.764
4426,570.318,154.386,518.201
4427,581.029,339.084,537.665
4428,573.358,272.885,537.152
4429,320.322,188.045,523.975
4430,125.688,22.073,494.741
4431,64.562,0.000,445.060
4432,20.825,0.000,327.547
4433,0.000,0.000,142.031
4434,0.000,0.000,0.000
4435,0.000,0.000,0.000
4436,0.000,0.000,0.000
4437,0.000,0.000,0.000
4438,0.000,0.000,0.000
4439,0.000,0.000,0.000
4440,0.000,0.000,0.000
4441,0.000,0.000,0.000
4442,0.000,0.000,0.000
4443,0.000,0.000,0.000
4444,0.000,0.000,0.000
4445,0.000,0.000,0.000
4446,69.994,0.000,31.036
4447,324.787,0.000,228.416
4448,459.752,198.343,331.942
4449,522.679,339.389,412.549
4450,553.384,115.960,467.531
4451,576.626,23.851,532.696
4452,586.719,167.887,540.735
4453,565.855,322.447,528.830
4454,526.402,138.275,498.256
4455,372.956,7.837,435.985
4456,133.415,0.000,332.030
4457,0.000,0.000,146.537
4458,0.000,0.000,0.000
4459,0.000,0.000,0.000
4460,0.000,0.000,0.000
4461,0.000,0.000,0.000
4462,0.000,0.000,0.000
4463,0.000,0.000,0.000
4464,0.000,0.000,0.000
4465,0.000,0.000,0.000
4466,0.000,0.000,0.000
4467,0.000,0.000,0.000
4468,0.000,31.653,0.000
4469,0.000,231.647,0.000
4470,66.939,384.029,30.114
4471,320.956,455.019,229.590
4472,477.345,508.180,397.253
4473,533.574,517.343,476.669
4474,562.042,509.314,517.467
4475,579.461,512.484,533.694
4476,574.477,475.734,538.726
4477,547.125,381.097,529.438
4478,498.877,239.228,501.438
4479,339.986,65.388,448.884
4480,122.673,0.000,337.072
4481,0.000,0.000,146.859
4482,0.000,0.000,0.000
4483,0.000,0.000,0.000
4484,0.000,0.000,0.000
4485,0.000,0.000,0.000
4486,0.000,0.000,0.000
4487,0.000,0.000,0.000
4488,0.000,0.000,0.000
4489,0.000,0.000,0.000
4490,0.000,0.000,0.000
4491,0.000,0.000,0.000
4492,0.000,43.206,0.000
4493,0.000,237.069,0.000
4494,0.000,387.936,29.796
4495,174.561,460.147,227.234
4496,368.902,515.921,395.482
4497,488.308,519.495,477.239
4498,543.140,514.143,519.361
4499,556.379,485.723,535.003
4500,512.215,435.751,537.295
4501,481.458,323.063,513.546
4502,395.172,201.047,472.698
4503,178.570,47.924,427.077
4504,47.910,0.000,214.440
4505,0.000,0.000,113.387
4506,0.000,0.000,0.000
4507,0.000,0.000,0.000
4508,0.000,0.000,0.000
4509,0.000,0.000,0.000
4510,0.000,0.000,0.000
4511,0.000,0.000,0.000
4512,0.000,0.000,0.000
4513,0.000,0.000,0.000
4514,0.000,0.000,0.000
4515,0.000,0.000,0.000
4516,0.000,41.256,0.000
4517,0.000,236.365,0.000
4518,0.000,386.821,0.000
4519,164.259,457.033,123.065
4520,368.288,500.984,350.047
4521,488.699,511.976,440.999
4522,541.510,500.677,508.120
4523,542.698,412.038,535.574
4524,542.095,351.711,534.639
4525,519.939,235.118,518.099
4526,465.176,125.061,491.461
4527,288.731,2.868,380.374
4528,89.534,0.000,54.664
4529,0.000,0.000,31.260
4530,0.000,0.000,0.000
4531,0.000,0.000,0.000
4532,0.000,0.000,0.000
4533,0.000,0.000,0.000
4534,0.000,0.000,0.000
4535,0.000,0.000,0.000
4536,0.000,0.000,0.000
4537,0.000,0.000,0.000
4538,0.000,0.000,0.000
4539,0.000,0.000,0.000
4540,0.000,28.493,0.000
4541,0.000,233.963,0.000
4542,67.803,383.699,0.000
4543,319.813,454.480,3.085
4544,475.885,505.000,286.152
4545,533.699,508.880,472.939
4546,563.415,442.550,515.649
4547,576.928,395.203,535.294
4548,575.941,342.082,532.310
4549,551.794,277.919,206.450
4550,500.339,100.244,0.000
4551,335.043,32.737,237.649
4552,112.649,0.000,190.605
4553,0.000,0.000,6.371
4554,0.000,0.000,0.000
4555,0.000,0.000,0.000
4556,0.000,0.000,0.000
4557,0.000,0.000,0.000
4558,0.000,0.000,0.000
4559,0.000,0.000,0.000
4560,0.000,0.000,0.000
4561,0.000,0.000,0.000
4562,0.000,0.000,0.000
4563,0.000,0.000,0.000
4564,0.000,28.681,0.000
4565,0.000,230.951,0.000
4566,55.817,382.379,29.691
4567,305.531,458.961,228.146
4568,470.921,512.846,391.735
4569,538.068,524.766,471.117
4570,563.803,509.544,516.419
4571,576.678,486.985,534.135
4572,555.829,449.767,536.849
4573,534.111,393.359,528.152
4574,465.709,245.447,499.445
4575,343.477,51.447,447.396
4576,75.956,0.000,336.903
4577,0.000,0.000,144.439
4578,0.000,0.000,0.000
4579,0.000,0.000,0.000
4580,0.000,0.000,0.000
4581,0.000,0.000,0.000
4582,0.000,0.000,0.000
4583,0.000,0.000,0.000
4584,0.000,0.000,0.000
4585,0.000,0.000,0.000
4586,0.000,0.000,0.000
4587,0.000,0.000,0.000
4588,0.000,29.406,0.000
4589,0.000,224.555,0.000
4590,39.988,379.764,29.802
4591,290.669,450.498,226.005
4592,465.237,493.839,396.476
4593,531.971,522.896,473.409
4594,565.598,513.675,516.791
4595,577.240,489.738,533.227
4596,569.955,455.090,536.004
4597,543.963,373.616,525.314
4598,224.432,226.184,498.548
4599,244.218,55.361,444.707
4600,8.487,0.000,335.000
4601,0.000,0.000,142.381
4602,0.000,0.000,0.000
4603,0.000,0.000,0.000
4604,0.000,0.000,0.000
4605,0.000,0.000,0.000
4606,0.000,0.000,0.000
4607,0.000,0.000,0.000
4608,0.000,0.000,0.000
4609,0.000,0.000,0.000
4610,0.000,0.000,0.000
4611,0.000,0.000,0.000
4612,0.000,23.523,0.000
4613,0.000,225.865,0.000
4614,60.568,376.796,30.061
4615,311.285,456.361,224.191
4616,469.705,512.180,395.511
4617,529.798,515.729,471.125
4618,558.775,501.225,505.346
4619,570.453,466.243,531.605
4620,565.454,443.325,533.766
4621,541.490,349.744,521.761
4622,492.240,213.930,492.410
4623,328.378,42.243,433.790
4624,109.802,0.000,340.572
4625,0.000,0.000,151.885
4626,0.000,0.000,0.000
4627,0.000,0.000,0.000
4628,0.000,0.000,0.000
4629,0.000,0.000,0.000
4630,0.000,0.000,0.000
4631,0.000,0.000,0.000
4632,0.000,0.000,0.000
4633,0.000,0.000,0.000
4634,0.000,0.000,0.000
4635,0.000,0.000,0.000
4636,0.000,35.048,0.000
4637,0.000,226.741,0.000
4638,52.197,380.129,26.029
4639,302.288,461.047,232.366
4640,467.003,500.487,383.003
4641,530.980,505.922,470.032
4642,562.558,499.387,514.662
4643,574.314,473.537,527.157
4644,571.796,430.289,525.863
4645,537.906,333.315,523.141
4646,470.110,215.129,495.093
4647,324.744,45.711,448.612
4648,105.146,0.000,330.125
4649,0.000,0.000,143.885
4650,0.000,0.000,0.000
4651,0.000,0.000,0.000
4652,0.000,0.000,0.000
4653,0.000,0.000,0.000
4654,0.000,0.000,0.000
4655,0.000,0.000,0.000
4656,0.000,0.000,0.000
4657,0.000,0.000,0.000
4658,0.000,0.000,0.000
4659,0.000,0.000,0.000
4660,0.000,17.844,0.000
4661,0.000,222.494,0.000
4662,46.194,375.075,25.483
4663,296.434,451.489,227.600
4664,462.792,496.161,384.864
4665,528.890,499.642,462.914
4666,561.770,495.807,510.731
4667,574.950,467.356,529.165
4668,569.523,413.413,532.141
4669,543.521,352.885,522.780
4670,485.945,217.689,479.111
4671,324.667,0.000,432.939
4672,96.322,0.000,336.804
4673,0.000,0.000,146.598
4674,0.000,0.000,0.000
4675,0.000,0.000,0.000
4676,0.000,0.000,0.000
4677,0.000,0.000,0.000
4678,0.000,0.000,0.000
4679,0.000,0.000,0.000
4680,0.000,0.000,0.000
4681,0.000,0.000,0.000
4682,0.000,0.000,0.000
4683,0.000,0.000,0.000
4684,0.000,0.000,0.000
4685,0.000,94.085,0.000
4686,59.109,375.388,24.491
4687,268.453,466.049,225.722
4688,437.829,495.142,385.624
4689,475.065,447.976,457.340
4690,441.111,319.326,503.162
4691,564.473,126.237,525.524
4692,469.977,0.000,529.189
4693,63.509,54.449,519.833
4694,18.740,12.145,489.159
4695,252.591,0.000,431.217
4696,55.845,0.000,321.977
4697,0.000,0.000,153.046
4698,0.000,0.000,0.000
4699,0.000,0.000,0.000
4700,0.000,0.000,0.000
4701,0.000,0.000,0.000
4702,0.000,0.000,0.000
4703,0.000,0.000,0.000
4704,0.000,0.000,0.000
4705,0.000,0.000,0.000
4706,0.000,0.000,0.000
4707,0.000,0.000,0.000
4708,0.000,27.351,0.000
4709,0.000,219.119,0.000
4710,41.592,371.306,24.006
4711,297.996,452.752,223.459
4712,468.609,493.482,378.104
4713,530.577,506.982,466.330
4714,560.810,117.420,508.311
4715,573.475,255.435,527.406
4716,566.826,299.855,531.160
4717,542.154,297.866,517.861
4718,493.653,0.000,489.176
4719,332.750,0.000,433.475
4720,112.797,0.000,336.251
4721,0.000,0.000,150.783
4722,0.000,0.000,0.000
4723,0.000,0.000,0.000
4724,0.000,0.000,0.000
4725,0.000,0.000,0.000
4726,0.000,0.000,0.000
4727,0.000,0.000,0.000
4728,0.000,0.000,0.000
4729,0.000,0.000,0.000
4730,0.000,0.000,0.000
4731,0.000,0.000,0.000
4732,0.000,25.106,0.000
4733,0.000,219.349,0.000
4734,47.017,375.321,0.000
4735,304.646,447.189,143.282
4736,466.423,489.187,352.160
4737,529.281,520.747,404.316
4738,557.561,544.225,476.186
4739,568.971,522.506,474.475
4740,566.338,486.470,393.204
4741,539.650,385.373,206.224
4742,491.810,254.967,275.821
4743,333.560,46.873,343.634
4744,116.302,0.000,319.685
4745,0.000,0.000,144.551
4746,0.000,0.000,0.000
4747,0.000,0.000,0.000
4748,0.000,0.000,0.000
4749,0.000,0.000,0.000
4750,0.000,0.000,0.000
4751,0.000,0.000,0.000
4752,0.000,0.000,0.000
4753,0.000,0.000,0.000
4754,0.000,0.000,0.000
4755,0.000,0.000,0.000
4756,0.000,22.876,0.000
4757,0.000,214.873,0.000
4758,61.347,368.293,20.517
4759,314.622,445.881,217.921
4760,470.323,491.184,391.459
4761,536.114,529.392,465.990
4762,566.943,525.689,510.605
4763,577.067,496.907,526.467
4764,573.394,458.145,529.638
4765,548.069,244.750,518.983
4766,502.865,68.005,490.262
4767,339.635,42.175,442.541
4768,119.569,0.000,335.450
4769,0.000,0.000,142.663
4770,0.000,0.000,0.000
4771,0.000,0.000,0.000
4772,0.000,0.000,0.000
4773,0.000,0.000,0.000
4774,0.000,0.000,0.000
4775,0.000,0.000,0.000
4776,0.000,0.000,0.000
4777,0.000,0.000,0.000
4778,0.000,0.000,0.000
4779,0.000,0.000,0.000
4780,0.000,0.000,0.000
4781,0.000,210.642,0.000
4782,59.647,367.766,19.936
4783,312.521,443.444,217.292
4784,469.493,497.924,384.748
4785,534.715,525.978,463.408
4786,564.873,516.333,507.380
4787,576.415,495.556,526.546
4788,569.780,464.792,529.761
4789,549.712,407.851,519.755
4790,498.669,252.704,491.648
4791,337.589,47.089,438.294
4792,121.428,0.000,333.289
4793,0.000,0.000,137.381
4794,0.000,0.000,0.000
4795,0.000,0.000,0.000
4796,0.000,0.000,0.000
4797,0.000,0.000,0.000
4798,0.000,0.000,0.000
4799,0.000,0.000,0.000
4800,0.000,0.000,0.000
4801,0.000,0.000,0.000
4802,0.000,0.000,0.000
4803,0.000,0.000,0.000
4804,0.000,21.288,0.000
4805,0.000,210.383,0.000
4806,53.635,368.410,16.381
4807,306.356,444.096,216.787
4808,464.565,500.522,378.173
4809,531.201,521.026,459.632
4810,560.690,514.729,502.303
4811,568.956,484.775,520.796
4812,564.587,450.376,524.645
4813,539.330,364.376,511.388
4814,491.022,231.963,480.741
4815,330.935,48.685,425.827
4816,111.466,0.000,324.314
4817,0.000,0.000,138.594
4818,0.000,0.000,0.000
4819,0.000,0.000,0.000
4820,0.000,0.000,0.000
4821,0.000,0.000,0.000
4822,0.000,0.000,0.000
4823,0.000,0.000,0.000
4824,0.000,0.000,0.000
4825,0.000,0.000,0.000
4826,0.000,0.000,0.000
4827,0.000,0.000,0.000
4828,0.000,16.400,0.000
4829,0.000,210.305,0.000
4830,54.366,367.483,17.347
4831,302.495,445.763,210.686
4832,463.988,496.952,379.449
4833,527.084,522.652,461.857
4834,557.152,523.030,509.759
4835,568.810,487.716,526.991
4836,563.970,456.041,528.350
4837,537.378,351.678,509.825
4838,485.879,233.585,484.410
4839,326.280,45.375,432.646
4840,112.276,0.000,312.016
4841,0.000,0.000,102.989
4842,0.000,0.000,0.000
4843,0.000,0.000,0.000
4844,0.000,0.000,0.000
4845,0.000,0.000,0.000
4846,0.000,0.000,0.000
4847,0.000,0.000,0.000
4848,0.000,0.000,0.000
4849,0.000,0.000,0.000
4850,0.000,0.000,0.000
4851,0.000,0.000,0.000
4852,0.000,11.688,0.000
4853,0.000,210.550,0.000
4854,53.903,366.180,15.108
4855,302.093,442.557,212.489
4856,466.673,494.381,370.452
4857,530.806,521.882,463.997
4858,562.178,515.652,513.246
4859,573.249,487.639,534.480
4860,568.977,455.186,538.312
4861,545.001,369.126,506.565
4862,494.122,220.599,420.046
4863,338.118,4.260,426.008
4864,115.438,0.000,274.648
4865,0.000,0.000,129.673
4866,0.000,0.000,0.000
4867,0.000,0.000,0.000
4868,0.000,0.000,0.000
4869,0.000,0.000,0.000
4870,0.000,0.000,0.000
4871,0.000,0.000,0.000
4872,0.000,0.000,0.000
4873,0.000,0.000,0.000
4874,0.000,0.000,0.000
4875,0.000,0.000,0.000
4876,0.000,0.000,0.000
4877,0.000,204.775,0.000
4878,48.843,364.142,18.633
4879,305.888,442.397,212.116
4880,471.777,488.938,363.412
4881,532.818,498.306,458.271
4882,562.246,498.731,509.439
4883,571.396,470.901,528.671
4884,564.353,435.571,530.015
4885,543.017,397.290,523.328
4886,491.493,238.195,486.688
4887,326.171,39.312,428.203
4888,110.288,0.000,321.709
4889,0.000,0.000,130.066
4890,0.000,0.000,0.000
4891,0.000,0.000,0.000
4892,0.000,0.000,0.000
4893,0.000,0.000,0.000
4894,0.000,0.000,0.000
4895,0.000,0.000,0.000
4896,0.000,0.000,0.000
4897,0.000,0.000,0.000
4898,0.000,0.000,0.000
4899,0.000,0.000,0.000
4900,0.000,0.000,0.000
4901,0.000,203.684,0.000
4902,49.206,361.118,12.053
4903,297.215,441.411,200.295
4904,460.514,499.157,376.736
4905,530.154,516.286,461.438
4906,561.524,489.530,501.538
4907,570.746,472.317,522.651
4908,565.079,440.386,524.807
4909,539.152,366.155,515.561
4910,486.434,234.145,490.079
4911,320.259,43.531,434.447
4912,103.260,0.000,329.918
4913,0.000,0.000,130.589
4914,0.000,0.000,0.000
4915,0.000,0.000,0.000
4916,0.000,0.000,0.000
4917,0.000,0.000,0.000
4918,0.000,0.000,0.000
4919,0.000,0.000,0.000
4920,0.000,0.000,0.000
4921,0.000,0.000,0.000
4922,0.000,0.000,0.000
4923,0.000,0.000,0.000
4924,0.000,4.616,0.000
4925,0.000,199.563,0.000
4926,50.731,361.399,10.754
4927,302.766,439.159,195.045
4928,468.167,483.757,373.903
4929,533.319,521.155,464.593
4930,565.290,506.384,503.454
4931,575.230,471.307,520.624
4932,569.306,438.291,521.406
4933,544.680,364.345,497.060
4934,495.183,228.726,470.456
4935,325.948,43.878,372.928
4936,109.658,0.000,211.236
4937,0.000,0.000,19.347
4938,0.000,0.000,0.000
4939,0.000,0.000,0.000
4940,0.000,0.000,0.000
4941,0.000,0.000,0.000
4942,0.000,0.000,0.000
4943,0.000,0.000,0.000
4944,0.000,0.000,0.000
4945,0.000,0.000,0.000
4946,0.000,0.000,0.000
4947,0.000,0.000,0.000
4948,0.000,0.950,0.000
4949,0.000,196.252,0.000
4950,0.000,356.374,11.772
4951,224.031,437.935,195.227
4952,386.376,486.455,370.317
4953,532.404,509.908,452.988
4954,564.347,504.461,501.498
4955,576.359,479.915,518.632
4956,568.762,441.205,523.849
4957,515.334,358.997,510.699
4958,396.114,235.103,478.763
4959,236.859,36.195,403.744
4960,128.899,0.000,317.681
4961,0.000,0.000,125.190
4962,0.000,0.000,0.000
4963,0.000,0.000,0.000
4964,0.000,0.000,0.000
4965,0.000,0.000,0.000
4966,0.000,0.000,0.000
4967,0.000,0.000,0.000
4968,0.000,0.000,0.000
4969,0.000,0.000,0.000
4970,0.000,0.000,0.000
4971,0.000,0.000,0.000
4972,0.000,3.087,0.000
4973,0.000,199.031,0.000
4974,30.326,358.742,0.000
4975,293.282,441.028,46.477
4976,464.526,496.101,246.728
4977,529.180,504.423,352.666
4978,560.502,493.019,328.647
4979,572.612,465.993,438.336
4980,567.372,400.012,482.899
4981,483.030,354.333,467.466
4982,173.448,70.521,311.087
4983,85.045,0.000,275.155
4984,42.077,0.000,7.519
4985,0.000,0.000,2.761
4986,0.000,0.000,0.000
4987,0.000,0.000,0.000
4988,0.000,0.000,0.000
4989,0.000,0.000,0.000
4990,0.000,0.000,0.000
4991,0.000,0.000,0.000
4992,0.000,0.000,0.000
4993,0.000,0.000,0.000
4994,0.000,0.000,0.000
4995,0.000,0.000,0.000
4996,0.000,0.311,0.000
4997,0.000,203.544,0.000
4998,25.819,357.897,7.250
4999,275.684,437.667,180.660
5000,451.125,497.301,150.981
5001,521.702,506.181,62.444
5002,552.284,489.499,170.967
5003,563.740,455.319,224.773
5004,557.887,422.777,398.702
5005,534.604,366.416,441.856
5006,477.435,103.840,443.186
5007,301.255,31.069,281.033
5008,82.395,0.000,119.725
5009,0.000,0.000,0.000
5010,0.000,0.000,0.000
5011,0.000,0.000,0.000
5012,0.000,0.000,0.000
5013,0.000,0.000,0.000
5014,0.000,0.000,0.000
5015,0.000,0.000,0.000
5016,0.000,0.000,0.000
5017,0.000,0.000,0.000
5018,0.000,0.000,0.000
5019,0.000,0.000,0.000
5020,0.000,9.551,0.000
5021,0.000,190.602,0.000
5022,27.406,354.179,6.290
5023,270.099,436.614,185.027
5024,451.327,485.145,365.502
5025,525.442,524.048,460.386
5026,557.942,506.755,502.503
5027,570.120,471.750,518.273
5028,566.055,434.097,524.853
5029,536.172,322.054,503.908
5030,487.475,222.321,481.865
5031,320.553,37.324,437.846
5032,100.035,0.000,315.773
5033,0.000,0.000,126.018
5034,0.000,0.000,0.000
5035,0.000,0.000,0.000
5036,0.000,0.000,0.000
5037,0.000,0.000,0.000
5038,0.000,0.000,0.000
5039,0.000,0.000,0.000
5040,0.000,0.000,0.000
5041,0.000,0.000,0.000
5042,0.000,0.000,0.000
5043,0.000,0.000,0.000
5044,0.000,10.810,0.000
5045,0.000,176.085,0.000
5046,28.624,347.753,6.517
5047,276.426,413.767,186.126
5048,454.674,490.159,367.093
5049,531.037,517.076,450.888
5050,566.139,504.445,492.316
5051,577.716,407.742,510.656
5052,572.938,184.796,514.977
5053,549.566,201.024,509.241
5054,517.511,0.000,449.378
5055,388.150,0.000,443.974
5056,154.026,0.000,308.877
5057,0.000,0.000,115.724
5058,0.000,0.000,0.000
5059,0.000,0.000,0.000
5060,0.000,0.000,0.000
5061,0.000,0.000,0.000
5062,0.000,0.000,0.000
5063,0.000,0.000,0.000
5064,0.000,0.000,0.000
5065,0.000,0.000,0.000
5066,0.000,0.000,0.000
5067,0.000,0.000,0.000
5068,0.000,10.341,0.000
5069,0.000,195.815,0.000
5070,29.515,358.498,3.664
5071,275.864,437.915,191.633
5072,455.298,487.042,360.416
5073,525.641,512.030,440.539
5074,556.182,495.448,487.719
5075,565.817,459.270,507.962
5076,561.191,421.324,514.431
5077,542.486,348.622,510.042
5078,482.709,40.455,480.105
5079,318.995,0.000,432.009
5080,128.965,0.000,312.568
5081,0.000,0.000,113.578
5082,0.000,0.000,0.000
5083,0.000,0.000,0.000
5084,0.000,0.000,0.000
5085,0.000,0.000,0.000
5086,0.000,0.000,0.000
5087,0.000,0.000,0.000
5088,0.000,0.000,0.000
5089,0.000,0.000,0.000
5090,0.000,0.000,0.000
5091,0.000,0.000,0.000
5092,0.000,12.924,0.000
5093,0.000,191.203,0.000
5094,31.487,347.491,0.000
5095,253.511,440.221,159.467
5096,421.104,485.449,342.127
5097,485.699,515.988,339.819
5098,529.492,498.107,298.720
5099,548.965,476.393,519.505
5100,545.453,441.832,531.776
5101,514.581,340.237,509.526
5102,456.553,229.875,490.028
5103,317.561,29.381,432.102
5104,97.203,0.000,315.777
5105,0.000,0.000,117.930
5106,0.000,0.000,0.000
5107,0.000,0.000,0.000
5108,0.000,0.000,0.000
5109,0.000,0.000,0.000
5110,0.000,0.000,0.000
5111,0.000,0.000,0.000
5112,0.000,0.000,0.000
5113,0.000,0.000,0.000
5114,0.000,0.000,0.000
5115,0.000,0.000,0.000
