0,a
0,-1580280.0
1,-1524215.0
2,-1483166.0
3,-1445190.0
4,-1444975.0
5,-1480205.0
6,-1522795.0
7,-1578123.0
8,-1630638.0
9,-1679404.0
10,-1693540.0
11,-1687598.0
12,-1693571.0
13,-1714887.0
14,-1788937.0
15,-1885392.0
16,-1975820.0
17,-1997830.0
18,-1946237.0
19,-1889341.0
20,-1822851.0
21,-1719294.0
22,-1625102.0
23,-1565667.0
24,-1524446.0
25,-1508993.0
26,-1514860.0
27,-1552608.0
28,-1677047.0
29,-1830850.0
30,-1941396.0
31,-2012018.0
32,-2060581.0
33,-2097656.0
34,-2095969.0
35,-2084733.0
36,-2077134.0
37,-2095375.0
38,-2154679.0
39,-2235576.0
40,-2301214.0
41,-2302376.0
42,-2208150.0
43,-2111953.0
44,-2012825.0
45,-1877927.0
46,-1765100.0
47,-1692912.0
48,-1650338.0
49,-1634257.0
50,-1640248.0
51,-1675973.0
52,-1815737.0
53,-1994721.0
54,-2114112.0
55,-2174457.0
56,-2203032.0
57,-2221446.0
58,-2207998.0
59,-2188802.0
60,-2182423.0
61,-2203809.0
62,-2264139.0
63,-2343798.0
64,-2404215.0
65,-2387652.0
66,-2281875.0
67,-2178298.0
68,-2067731.0
69,-1927181.0
70,-1810726.0
71,-1735090.0
72,-1689682.0
73,-1671369.0
74,-1679058.0
75,-1713300.0
76,-1851714.0
77,-2033343.0
78,-2154600.0
79,-2213155.0
80,-2239598.0
81,-2260759.0
82,-2246102.0
83,-2230692.0
84,-2225507.0
85,-2239968.0
86,-2294109.0
87,-2371614.0
88,-2435123.0
89,-2420939.0
90,-2316190.0
91,-2210258.0
92,-2102788.0
93,-1956590.0
94,-1835227.0
95,-1755259.0
96,-1710858.0
97,-1694107.0
98,-1701612.0
99,-1738332.0
100,-1879692.0
101,-2065865.0
102,-2188860.0
103,-2247446.0
104,-2271213.0
105,-2289062.0
106,-2264800.0
107,-2250788.0
108,-2243196.0
109,-2262285.0
110,-2317385.0
111,-2387695.0
112,-2439595.0
113,-2414438.0
114,-2311925.0
115,-2208177.0
116,-2101466.0
117,-1958823.0
118,-1836914.0
119,-1758308.0
120,-1711950.0
121,-1686481.0
122,-1674281.0
123,-1681819.0
124,-1779430.0
125,-1920022.0
126,-2026281.0
127,-2093336.0
128,-2131998.0
129,-2153990.0
130,-2135674.0
131,-2115032.0
132,-2111567.0
133,-2122324.0
134,-2176672.0
135,-2254404.0
136,-2316242.0
137,-2308670.0
138,-2221989.0
139,-2132152.0
140,-2046597.0
141,-1917271.0
142,-1815568.0
143,-1733752.0
144,-1679134.0
145,-1650453.0
146,-1637855.0
147,-1627981.0
148,-1680505.0
149,-1784053.0
150,-1889505.0
151,-1973426.0
152,-2026454.0
153,-2060790.0
154,-2052845.0
155,-2030073.0
156,-2018622.0
157,-2032724.0
158,-2097086.0
159,-2182396.0
160,-2253327.0
161,-2245820.0
162,-2158980.0
163,-2075748.0
164,-1999068.0
165,-1856698.0
166,-1757995.0
167,-1669078.0
168,-1613087.0
169,-1579937.0
170,-1559279.0
171,-1538494.0
172,-1560353.0
173,-1622014.0
174,-1702938.0
175,-1786495.0
176,-1854150.0
177,-1902482.0
178,-1906062.0
179,-1891365.0
180,-1882974.0
181,-1890482.0
182,-1961969.0
183,-2066175.0
184,-2155826.0
185,-2174982.0
186,-2111616.0
187,-2042159.0
188,-1958565.0
189,-1842978.0
190,-1739367.0
191,-1679571.0
192,-1646085.0
193,-1633035.0
194,-1653174.0
195,-1724105.0
196,-1900984.0
197,-2120829.0
198,-2245534.0
199,-2283204.0
200,-2293864.0
201,-2305300.0
202,-2282512.0
203,-2269541.0
204,-2261375.0
205,-2263702.0
206,-2317986.0
207,-2415163.0
208,-2466116.0
209,-2448540.0
210,-2339575.0
211,-2233595.0
212,-2115802.0
213,-1973108.0
214,-1860648.0
215,-1793733.0
216,-1755848.0
217,-1739685.0
218,-1753664.0
219,-1801559.0
220,-1966889.0
221,-2169786.0
222,-2282916.0
223,-2313078.0
224,-2318256.0
225,-2323401.0
226,-2296739.0
227,-2283814.0
228,-2277680.0
229,-2291746.0
230,-2344580.0
231,-2426620.0
232,-2475926.0
233,-2455708.0
234,-2348357.0
235,-2110324.0
236,-2118590.0
237,-1974285.0
238,-1859280.0
239,-1786792.0
240,-1746435.0
241,-1730955.0
242,-1742737.0
243,-1797079.0
244,-1957215.0
245,-2162645.0
246,-2282579.0
247,-2311976.0
248,-2310417.0
249,-2315972.0
250,-2293551.0
251,-2154782.0
252,-2270272.0
253,-2281068.0
254,-2331057.0
255,-2413382.0
256,-2477567.0
257,-2462980.0
258,-2356150.0
259,-2245304.0
260,-2126101.0
261,-1976341.0
262,-1861770.0
263,-1786119.0
264,-1744202.0
265,-1725656.0
266,-1736218.0
267,-1790347.0
268,-1953430.0
269,-2157658.0
270,-2277086.0
271,-2306301.0
272,-2314916.0
273,-2321013.0
274,-2292405.0
275,-2281687.0
276,-2275538.0
277,-2290227.0
278,-2340531.0
279,-2422668.0
280,-2479706.0
281,-2458017.0
282,-2352021.0
283,-2242455.0
284,-2120895.0
285,-1971288.0
286,-1848068.0
287,-1773709.0
288,-1733406.0
289,-1714265.0
290,-1730242.0
291,-1783185.0
292,-1945643.0
293,-2145876.0
294,-2261157.0
295,-2293400.0
296,-2296673.0
297,-2298660.0
298,-2270691.0
299,-2251774.0
300,-2240444.0
301,-2249526.0
302,-2298493.0
303,-2381880.0
304,-2436722.0
305,-2409160.0
306,-2300079.0
307,-2195058.0
308,-2091986.0
309,-1961638.0
310,-1859419.0
311,-1785539.0
312,-1735068.0
313,-1703472.0
314,-1690346.0
315,-1678209.0
316,-1738790.0
317,-1857402.0
318,-1963686.0
319,-2047858.0
320,-2091428.0
321,-2109899.0
322,-2086387.0
323,-2052145.0
324,-2035761.0
325,-2034906.0
326,-2089332.0
327,-2188778.0
328,-2266405.0
329,-2257996.0
330,-2169743.0
331,-2083104.0
332,-2005599.0
333,-1861861.0
334,-1767165.0
335,-1688086.0
336,-1638064.0
337,-1603122.0
338,-1582288.0
339,-1560498.0
340,-1583304.0
341,-1652767.0
342,-1742795.0
343,-1830753.0
344,-1894520.0
345,-1928361.0
346,-1919555.0
347,-1897083.0
348,-1885559.0
349,-1892248.0
350,-1952890.0
351,-2064543.0
352,-2155850.0
353,-2179229.0
354,-2114534.0
355,-2045595.0
356,-1964484.0
357,-1851496.0
358,-1757783.0
359,-1700362.0
360,-1662098.0
361,-1648642.0
362,-1668781.0
363,-1742421.0
364,-1921599.0
365,-2135365.0
366,-2259831.0
367,-2300273.0
368,-2312477.0
369,-2317573.0
370,-2299024.0
371,-2289022.0
372,-2279667.0
373,-2283401.0
374,-2329146.0
375,-2414508.0
376,-2471549.0
377,-2454292.0
378,-2348475.0
379,-2233925.0
380,-2117052.0
381,-1973769.0
382,-1860166.0
383,-1789580.0
384,-1749574.0
385,-1730682.0
386,-1743917.0
387,-1800252.0
388,-1959933.0
389,-2159466.0
390,-2276982.0
391,-2312589.0
392,-2318304.0
393,-2325045.0
394,-2300358.0
395,-2286832.0
396,-2284084.0
397,-2296554.0
398,-2348236.0
399,-2422334.0
400,-2477786.0
401,-2458854.0
402,-2348251.0
403,-2238221.0
404,-2118195.0
405,-1970262.0
406,-1852591.0
407,-1780947.0
408,-1741032.0
409,-1725401.0
410,-1742807.0
411,-1798234.0
412,-1955174.0
413,-2153714.0
414,-2271483.0
415,-2309195.0
416,-2316108.0
417,-2323725.0
418,-2300119.0
419,-2287578.0
420,-2280971.0
421,-2287163.0
422,-2331837.0
423,-2400869.0
424,-2460783.0
425,-2442479.0
