,X1,X2,X3
399,-2.275873389,-190.0768145,-18.91427171
400,-2.264203833,-161.822712,-21.39129918
401,-3.093918448,-241.9349559,-27.72207642
402,-2.429863875,-360.4982131,-35.98688264
403,-2.236284001,-269.4672247,-37.17715767
404,-2.220065226,-266.1742165,-44.6326546
405,-2.291243844,-363.0534228,-47.06156588
406,-2.411440204,-292.5464105,-0.0156
407,-2.490153443,-187.8285464,-0.860353687
408,-2.69930302,-150.2820367,-0.0156
409,-2.860440401,-114.1004622,-0.86035445
410,-3.001682293,-101.4720747,-0.0156
411,-3.16171813,-94.45914672,-0.860349777
412,-3.295363123,-116.0605912,-0.0156
413,-3.479986315,-181.9339201,-0.860457524
414,-3.695464481,-302.0632774,-74.36836056
415,-4.066131685,-428.9696024,-59.41435723
416,-3.691815133,-360.6518385,-32.5116099
417,-3.655770431,-307.1375425,-28.86143436
418,-4.2472152,-243.8363564,-26.53521647
419,-3.619114761,-201.2115012,-23.82277028
