,X1,X2,X3
1323,0,0,0
1324,0,0,0
1325,0,0,0
1326,0,0,0
1327,0.006,0.006,0.006
1328,0.113,0.113,0.113
1329,0.079,0.079,0.079
1330,0.157,0.157,0.157
1331,0.223,0.223,0.223
1332,0.535,0.535,0.535
1333,0.56,0.56,0.56
1334,0.537,0.537,0.537
1335,0.265,0.265,0.265
1336,0.142,0.142,0.142
1337,0.019,0.019,0.019
1338,0,0,0
1339,0,0,0
1340,0,0,0
1341,0,0,0
1342,0,0,0
1343,0,0,0
1344,0,0,0
1345,0,0,0
1346,0,0,0
1347,0,0,0
1348,0,0,0
1349,0,0,0
1350,0,0,0
1351,0.029,0.029,0.029
1352,0.26,0.26,0.26
1353,0.431,0.431,0.431
1354,0.701,0.701,0.701
1355,0.812,0.812,0.812
1356,0.691,0.691,0.691
1357,0.681,0.681,0.681
1358,0.374,0.374,0.374
1359,0.47,0.47,0.47
1360,0.247,0.247,0.247
1361,0.031,0.031,0.031
1362,0,0,0
1363,0,0,0
1364,0,0,0
1365,0,0,0
1366,0,0,0
1367,0,0,0
1368,0,0,0
1369,0,0,0
1370,0,0,0
1371,0,0,0
1372,0,0,0
1373,0,0,0
1374,0,0,0
1375,0.004,0.004,0.004
1376,0.038,0.038,0.038
1377,0.175,0.175,0.175
1378,0.669,0.669,0.669
1379,0.512,0.512,0.512
1380,0.278,0.278,0.278
1381,0.172,0.172,0.172
1382,0.195,0.195,0.195
1383,0.33,0.33,0.33
1384,0.257,0.257,0.257
1385,0.034,0.034,0.034
1386,0,0,0
1387,0,0,0
1388,0,0,0
1389,0,0,0
1390,0,0,0
1391,0,0,0
1392,0,0,0
1393,0,0,0
1394,0,0,0
1395,0,0,0
1396,0,0,0
1397,0,0,0
1398,0,0,0
1399,0.007,0.007,0.007
1400,0.04,0.04,0.04
1401,0.064,0.064,0.064
1402,0.069,0.069,0.069
1403,0.071,0.071,0.071
1404,0.092,0.092,0.092
1405,0.115,0.115,0.115
1406,0.078,0.078,0.078
1407,0.057,0.057,0.057
1408,0.037,0.037,0.037
1409,0.007,0.007,0.007
1410,0,0,0
1411,0,0,0
1412,0,0,0
1413,0,0,0
1414,0,0,0
1415,0,0,0
1416,0,0,0
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0.042,0.042,0.042
1424,0.079,0.079,0.079
1425,0.096,0.096,0.096
1426,0.106,0.106,0.106
1427,0.172,0.172,0.172
1428,0.382,0.382,0.382
1429,0.184,0.184,0.184
1430,0.237,0.237,0.237
1431,0.294,0.294,0.294
1432,0.126,0.126,0.126
1433,0.032,0.032,0.032
1434,0,0,0
1435,0,0,0
1436,0,0,0
1437,0,0,0
1438,0,0,0
1439,0,0,0
1440,0,0,0
1441,0,0,0
1442,0,0,0
1443,0,0,0
1444,0,0,0
1445,0,0,0
1446,0,0,0
1447,0.02,0.02,0.02
1448,0.097,0.097,0.097
1449,0.365,0.365,0.365
1450,0.332,0.332,0.332
1451,0.369,0.369,0.369
1452,0,0,0
1453,0.152,0.152,0.152
1454,0.139,0.139,0.139
1455,0.057,0.057,0.057
1456,0.033,0.033,0.033
1457,0.007,0.007,0.007
1458,0,0,0
1459,0,0,0
1460,0,0,0
1461,0,0,0
1462,0,0,0
1463,0,0,0
1464,0,0,0
1465,0,0,0
1466,0,0,0
1467,0,0,0
1468,0,0,0
1469,0,0,0
1470,0,0,0
1471,0.071,0.071,0.071
1472,0.293,0.293,0.293
1473,0.524,0.524,0.524
1474,0.686,0.686,0.686
1475,0.503,0.503,0.503
1476,0,0,0
1477,0.129,0.129,0.129
1478,0.125,0.125,0.125
1479,0.074,0.074,0.074
1480,0.042,0.042,0.042
1481,0.04,0.04,0.04
1482,0,0,0
1483,0,0,0
1484,0,0,0
1485,0,0,0
1486,0,0,0
1487,0,0,0
1488,0,0,0
1489,0,0,0
1490,0,0,0
1491,0,0,0
1492,0,0,0
1493,0,0,0
1494,0,0,0
1495,0.06,0.06,0.06
1496,0.291,0.291,0.291
1497,0.535,0.535,0.535
1498,0.68,0.68,0.68
1499,0.634,0.634,0.634
1500,0,0,0
1501,0.515,0.515,0.515
1502,0.104,0.104,0.104
1503,0.101,0.101,0.101
1504,0.107,0.107,0.107
1505,0.017,0.017,0.017
1506,0,0,0
1507,0,0,0
1508,0,0,0
1509,0,0,0
1510,0,0,0
1511,0,0,0
1512,0,0,0
1513,0,0,0
1514,0,0,0
1515,0,0,0
1516,0,0,0
1517,0,0,0
1518,0,0,0
1519,0.062,0.062,0.062
1520,0.294,0.294,0.294
1521,0.518,0.518,0.518
1522,0.712,0.712,0.712
1523,0.829,0.829,0.829
1524,0.84,0.84,0.84
1525,0.757,0.757,0.757
1526,0.327,0.327,0.327
1527,0.364,0.364,0.364
1528,0.246,0.246,0.246
1529,0.06,0.06,0.06
1530,0,0,0
1531,0,0,0
1532,0,0,0
1533,0,0,0
1534,0,0,0
1535,0,0,0
1536,0,0,0
1537,0,0,0
1538,0,0,0
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0.006,0.006,0.006
1544,0.056,0.056,0.056
1545,0.109,0.109,0.109
1546,0.214,0.214,0.214
1547,0.481,0.481,0.481
1548,0.442,0.442,0.442
1549,0.565,0.565,0.565
1550,0.532,0.532,0.532
1551,0.297,0.297,0.297
1552,0.149,0.149,0.149
1553,0.03,0.03,0.03
1554,0,0,0
1555,0,0,0
1556,0,0,0
1557,0,0,0
1558,0,0,0
1559,0,0,0
1560,0,0,0
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,0,0,0
1565,0,0,0
1566,0,0,0
1567,0.009,0.009,0.009
1568,0.024,0.024,0.024
1569,0.065,0.065,0.065
1570,0.097,0.097,0.097
1571,0.29,0.29,0.29
1572,0.731,0.731,0.731
1573,0.716,0.716,0.716
1574,0.398,0.398,0.398
1575,0.485,0.485,0.485
1576,0.293,0.293,0.293
1577,0.054,0.054,0.054
1578,0,0,0
1579,0,0,0
1580,0,0,0
1581,0,0,0
1582,0,0,0
1583,0,0,0
1584,0,0,0
1585,0,0,0
1586,0,0,0
1587,0,0,0
1588,0,0,0
1589,0,0,0
1590,0,0,0
1591,0.006,0.006,0.006
1592,0.03,0.03,0.03
1593,0.137,0.137,0.137
1594,0.286,0.286,0.286
1595,0.588,0.588,0.588
1596,0.465,0.465,0.465
1597,0.464,0.464,0.464
1598,0.408,0.408,0.408
1599,0.363,0.363,0.363
1600,0.219,0.219,0.219
1601,0.054,0.054,0.054
1602,0,0,0
1603,0,0,0
1604,0,0,0
1605,0,0,0
1606,0,0,0
1607,0,0,0
1608,0,0,0
1609,0,0,0
1610,0,0,0
1611,0,0,0
1612,0,0,0
1613,0,0,0
1614,0,0,0
1615,0.081,0.081,0.081
1616,0.307,0.307,0.307
1617,0.531,0.531,0.531
1618,0.705,0.705,0.705
1619,0.831,0.831,0.831
1620,0.871,0.871,0.871
1621,0.826,0.826,0.826
1622,0.714,0.714,0.714
1623,0.519,0.519,0.519
1624,0.296,0.296,0.296
1625,0.068,0.068,0.068
1626,0,0,0
1627,0,0,0
1628,0,0,0
1629,0,0,0
1630,0,0,0
1631,0,0,0
1632,0,0,0
1633,0,0,0
1634,0,0,0
1635,0,0,0
1636,0,0,0
1637,0,0,0
1638,0,0,0
1639,0.071,0.071,0.071
1640,0.199,0.199,0.199
1641,0.18,0.18,0.18
1642,0.32,0.32,0.32
1643,0.532,0.532,0.532
1644,0.395,0.395,0.395
1645,0.383,0.383,0.383
1646,0.269,0.269,0.269
1647,0.145,0.145,0.145
1648,0.087,0.087,0.087
1649,0.026,0.026,0.026
1650,0,0,0
1651,0,0,0
1652,0,0,0
1653,0,0,0
1654,0,0,0
1655,0,0,0
1656,0,0,0
1657,0,0,0
1658,0,0,0
1659,0,0,0
1660,0,0,0
1661,0,0,0
1662,0,0,0
1663,0.027,0.027,0.027
1664,0.086,0.086,0.086
1665,0.1,0.1,0.1
1666,0.115,0.115,0.115
1667,0.118,0.118,0.118
1668,0.107,0.107,0.107
1669,0.133,0.133,0.133
1670,0.329,0.329,0.329
1671,0.506,0.506,0.506
1672,0.289,0.289,0.289
1673,0.071,0.071,0.071
1674,0,0,0
1675,0,0,0
1676,0,0,0
1677,0,0,0
1678,0,0,0
1679,0,0,0
1680,0,0,0
1681,0,0,0
1682,0,0,0
1683,0,0,0
1684,0,0,0
1685,0,0,0
1686,0,0,0
1687,0.055,0.055,0.055
1688,0.159,0.159,0.159
1689,0.207,0.207,0.207
1690,0.323,0.323,0.323
1691,0.738,0.738,0.738
1692,0.908,0.908,0.908
1693,0.838,0.838,0.838
1694,0.708,0.708,0.708
1695,0.485,0.485,0.485
1696,0.282,0.282,0.282
1697,0.083,0.083,0.083
1698,0,0,0
1699,0,0,0
1700,0,0,0
1701,0,0,0
1702,0,0,0
1703,0,0,0
1704,0,0,0
1705,0,0,0
1706,0,0,0
1707,0,0,0
1708,0,0,0
1709,0,0,0
1710,0,0,0
1711,0.042,0.042,0.042
1712,0.151,0.151,0.151
1713,0.198,0.198,0.198
1714,0.28,0.28,0.28
1715,0.371,0.371,0.371
1716,0.616,0.616,0.616
1717,0.686,0.686,0.686
1718,0.637,0.637,0.637
1719,0.466,0.466,0.466
1720,0.264,0.264,0.264
1721,0.069,0.069,0.069
1722,0,0,0
1723,0,0,0
1724,0,0,0
1725,0,0,0
1726,0,0,0
1727,0,0,0
1728,0,0,0
1729,0,0,0
1730,0,0,0
1731,0,0,0
1732,0,0,0
1733,0,0,0
1734,0.001,0.001,0.001
1735,0.063,0.063,0.063
1736,0.204,0.204,0.204
1737,0.406,0.406,0.406
1738,0.651,0.651,0.651
1739,0.808,0.808,0.808
1740,0.83,0.83,0.83
1741,0.58,0.58,0.58
1742,0.708,0.708,0.708
1743,0.516,0.516,0.516
1744,0.26,0.26,0.26
1745,0.058,0.058,0.058
1746,0,0,0
1747,0,0,0
1748,0,0,0
1749,0,0,0
1750,0,0,0
1751,0,0,0
1752,0,0,0
1753,0,0,0
1754,0,0,0
1755,0,0,0
1756,0,0,0
1757,0,0,0
1758,0.001,0.001,0.001
1759,0.04,0.04,0.04
1760,0.253,0.253,0.253
1761,0.192,0.192,0.192
1762,0.223,0.223,0.223
1763,0.465,0.465,0.465
1764,0.876,0.876,0.876
1765,0.812,0.812,0.812
1766,0.718,0.718,0.718
1767,0.565,0.565,0.565
1768,0.331,0.331,0.331
1769,0.098,0.098,0.098
1770,0,0,0
1771,0,0,0
1772,0,0,0
1773,0,0,0
1774,0,0,0
1775,0,0,0
1776,0,0,0
1777,0,0,0
1778,0,0,0
1779,0,0,0
1780,0,0,0
1781,0,0,0
1782,0.005,0.005,0.005
1783,0.135,0.135,0.135
1784,0.371,0.371,0.371
1785,0.583,0.583,0.583
1786,0.744,0.744,0.744
1787,0.869,0.869,0.869
1788,0.927,0.927,0.927
1789,0.872,0.872,0.872
1790,0.764,0.764,0.764
1791,0.571,0.571,0.571
1792,0.345,0.345,0.345
1793,0.102,0.102,0.102
1794,0.002,0.002,0.002
1795,0,0,0
1796,0,0,0
1797,0,0,0
1798,0,0,0
1799,0,0,0
1800,0,0,0
1801,0,0,0
1802,0,0,0
1803,0,0,0
1804,0,0,0
1805,0,0,0
1806,0.001,0.001,0.001
1807,0.045,0.045,0.045
1808,0.183,0.183,0.183
1809,0.509,0.509,0.509
1810,0.688,0.688,0.688
1811,0.513,0.513,0.513
1812,0.378,0.378,0.378
1813,0.382,0.382,0.382
1814,0.491,0.491,0.491
1815,0.444,0.444,0.444
1816,0.236,0.236,0.236
1817,0.045,0.045,0.045
1818,0.001,0.001,0.001
1819,0,0,0
1820,0,0,0
1821,0,0,0
1822,0,0,0
1823,0,0,0
1824,0,0,0
1825,0,0,0
1826,0,0,0
1827,0,0,0
1828,0,0,0
1829,0,0,0
1830,0.004,0.004,0.004
1831,0.049,0.049,0.049
1832,0.084,0.084,0.084
1833,0.459,0.459,0.459
1834,0.463,0.463,0.463
1835,0.255,0.255,0.255
1836,0.262,0.262,0.262
1837,0.192,0.192,0.192
1838,0.465,0.465,0.465
1839,0.372,0.372,0.372
1840,0.193,0.193,0.193
1841,0.075,0.075,0.075
1842,0.003,0.003,0.003
1843,0,0,0
1844,0,0,0
1845,0,0,0
1846,0,0,0
1847,0,0,0
1848,0,0,0
1849,0,0,0
1850,0,0,0
1851,0,0,0
1852,0,0,0
1853,0,0,0
1854,0.002,0.002,0.002
1855,0.034,0.034,0.034
1856,0.092,0.092,0.092
1857,0.155,0.155,0.155
1858,0.211,0.211,0.211
1859,0.304,0.304,0.304
1860,0.419,0.419,0.419
1861,0.435,0.435,0.435
1862,0.208,0.208,0.208
1863,0.233,0.233,0.233
1864,0.145,0.145,0.145
1865,0.036,0.036,0.036
1866,0.002,0.002,0.002
1867,0,0,0
1868,0,0,0
1869,0,0,0
1870,0,0,0
1871,0,0,0
1872,0,0,0
1873,0,0,0
1874,0,0,0
1875,0,0,0
1876,0,0,0
1877,0,0,0
1878,0.009,0.009,0.009
1879,0.091,0.091,0.091
1880,0.163,0.163,0.163
1881,0.313,0.313,0.313
1882,0.56,0.56,0.56
1883,0.475,0.475,0.475
1884,0.458,0.458,0.458
1885,0.414,0.414,0.414
1886,0.286,0.286,0.286
1887,0.213,0.213,0.213
1888,0.089,0.089,0.089
1889,0.024,0.024,0.024
1890,0.001,0.001,0.001
1891,0,0,0
1892,0,0,0
1893,0,0,0
1894,0,0,0
1895,0,0,0
1896,0,0,0
1897,0,0,0
1898,0,0,0
1899,0,0,0
1900,0,0,0
1901,0,0,0
1902,0.001,0.001,0.001
1903,0.029,0.029,0.029
1904,0.361,0.361,0.361
1905,0.657,0.657,0.657
1906,0.815,0.815,0.815
1907,0.802,0.802,0.802
1908,0.629,0.629,0.629
1909,0.626,0.626,0.626
1910,0.275,0.275,0.275
1911,0.273,0.273,0.273
1912,0.294,0.294,0.294
1913,0.088,0.088,0.088
1914,0.006,0.006,0.006
1915,0,0,0
1916,0,0,0
1917,0,0,0
1918,0,0,0
1919,0,0,0
1920,0,0,0
1921,0,0,0
1922,0,0,0
1923,0,0,0
1924,0,0,0
1925,0,0,0
1926,0.015,0.015,0.015
1927,0.194,0.194,0.194
1928,0.42,0.42,0.42
1929,0.609,0.609,0.609
1930,0.521,0.521,0.521
1931,0.617,0.617,0.617
1932,0.475,0.475,0.475
1933,0.774,0.774,0.774
1934,0.593,0.593,0.593
1935,0.436,0.436,0.436
1936,0.229,0.229,0.229
1937,0.045,0.045,0.045
1938,0.002,0.002,0.002
1939,0,0,0
1940,0,0,0
1941,0,0,0
1942,0,0,0
1943,0,0,0
1944,0,0,0
1945,0,0,0
1946,0,0,0
1947,0,0,0
1948,0,0,0
1949,0,0,0
1950,0.016,0.016,0.016
1951,0.145,0.145,0.145
1952,0.196,0.196,0.196
1953,0.175,0.175,0.175
1954,0.327,0.327,0.327
1955,0.565,0.565,0.565
1956,0.319,0.319,0.319
1957,0.312,0.312,0.312
1958,0.443,0.443,0.443
1959,0.145,0.145,0.145
1960,0.064,0.064,0.064
1961,0.029,0.029,0.029
1962,0.001,0.001,0.001
1963,0,0,0
1964,0,0,0
1965,0,0,0
1966,0,0,0
1967,0,0,0
1968,0,0,0
1969,0,0,0
1970,0,0,0
1971,0,0,0
1972,0,0,0
1973,0,0,0
1974,0.016,0.016,0.016
1975,0.199,0.199,0.199
1976,0.456,0.456,0.456
1977,0.689,0.689,0.689
1978,0.866,0.866,0.866
1979,0.986,0.986,0.986
1980,0.968,0.968,0.968
1981,0.812,0.812,0.812
1982,0.686,0.686,0.686
1983,0.479,0.479,0.479
1984,0.305,0.305,0.305
1985,0.11,0.11,0.11
1986,0.007,0.007,0.007
1987,0,0,0
1988,0,0,0
1989,0,0,0
1990,0,0,0
1991,0,0,0
1992,0,0,0
1993,0,0,0
1994,0,0,0
1995,0,0,0
1996,0,0,0
1997,0,0,0
1998,0.01,0.01,0.01
1999,0.067,0.067,0.067
2000,0.11,0.11,0.11
2001,0.194,0.194,0.194
2002,0.195,0.195,0.195
2003,0.209,0.209,0.209
2004,0.532,0.532,0.532
2005,0.395,0.395,0.395
2006,0.227,0.227,0.227
2007,0.465,0.465,0.465
2008,0.261,0.261,0.261
2009,0.11,0.11,0.11
2010,0.007,0.007,0.007
2011,0,0,0
2012,0,0,0
2013,0,0,0
2014,0,0,0
2015,0,0,0
2016,0,0,0
2017,0,0,0
2018,0,0,0
2019,0,0,0
2020,0,0,0
2021,0,0,0
2022,0.012,0.012,0.012
2023,0.111,0.111,0.111
2024,0.177,0.177,0.177
2025,0.251,0.251,0.251
2026,0.303,0.303,0.303
2027,0.364,0.364,0.364
2028,0.319,0.319,0.319
2029,0.191,0.191,0.191
2030,0,0,0
2031,0.119,0.119,0.119
2032,0.105,0.105,0.105
2033,0.078,0.078,0.078
2034,0.007,0.007,0.007
2035,0,0,0
2036,0,0,0
2037,0,0,0
2038,0,0,0
2039,0,0,0
2040,0,0,0
2041,0,0,0
2042,0,0,0
2043,0,0,0
2044,0,0,0
2045,0,0,0
2046,0.024,0.024,0.024
2047,0.179,0.179,0.179
2048,0.367,0.367,0.367
2049,0.505,0.505,0.505
2050,0.328,0.328,0.328
2051,0.283,0.283,0.283
2052,0.109,0.109,0.109
2053,0.102,0.102,0.102
2054,0.295,0.295,0.295
2055,0.316,0.316,0.316
2056,0.16,0.16,0.16
2057,0.13,0.13,0.13
2058,0.009,0.009,0.009
2059,0,0,0
2060,0,0,0
2061,0,0,0
2062,0,0,0
2063,0,0,0
2064,0,0,0
2065,0,0,0
2066,0,0,0
2067,0,0,0
2068,0,0,0
2069,0,0,0
2070,0.007,0.007,0.007
2071,0.054,0.054,0.054
2072,0.175,0.175,0.175
2073,0.268,0.268,0.268
2074,0.384,0.384,0.384
2075,0.523,0.523,0.523
2076,0.539,0.539,0.539
2077,0.473,0.473,0.473
2078,0.459,0.459,0.459
2079,0.569,0.569,0.569
2080,0.357,0.357,0.357
2081,0.148,0.148,0.148
2082,0.01,0.01,0.01
2083,0,0,0
2084,0,0,0
2085,0,0,0
2086,0,0,0
2087,0,0,0
2088,0,0,0
2089,0,0,0
2090,0,0,0
2091,0,0,0
2092,0,0,0
2093,0,0,0
2094,0.012,0.012,0.012
2095,0.182,0.182,0.182
2096,0.446,0.446,0.446
2097,0.654,0.654,0.654
2098,0.709,0.709,0.709
2099,0.697,0.697,0.697
2100,0.693,0.693,0.693
2101,0.956,0.956,0.956
2102,0.837,0.837,0.837
2103,0.618,0.618,0.618
2104,0.382,0.382,0.382
2105,0.136,0.136,0.136
2106,0.01,0.01,0.01
2107,0,0,0
2108,0,0,0
2109,0,0,0
2110,0,0,0
2111,0,0,0
2112,0,0,0
2113,0,0,0
2114,0,0,0
2115,0,0,0
2116,0,0,0
2117,0,0,0
2118,0.015,0.015,0.015
2119,0.069,0.069,0.069
2120,0.153,0.153,0.153
2121,0.196,0.196,0.196
2122,0.303,0.303,0.303
2123,0.482,0.482,0.482
2124,0.719,0.719,0.719
2125,0.643,0.643,0.643
2126,0.62,0.62,0.62
2127,0.265,0.265,0.265
2128,0.038,0.038,0.038
2129,0.034,0.034,0.034
2130,0.008,0.008,0.008
2131,0,0,0
2132,0,0,0
2133,0,0,0
2134,0,0,0
2135,0,0,0
2136,0,0,0
2137,0,0,0
2138,0,0,0
2139,0,0,0
2140,0,0,0
2141,0,0,0
2142,0.012,0.012,0.012
2143,0.078,0.078,0.078
2144,0.156,0.156,0.156
2145,0.274,0.274,0.274
2146,0.506,0.506,0.506
2147,0.408,0.408,0.408
2148,0.265,0.265,0.265
2149,0.171,0.171,0.171
2150,0.137,0.137,0.137
2151,0.131,0.131,0.131
2152,0.075,0.075,0.075
2153,0.066,0.066,0.066
2154,0.006,0.006,0.006
2155,0,0,0
2156,0,0,0
2157,0,0,0
2158,0,0,0
2159,0,0,0
2160,0,0,0
2161,0,0,0
2162,0,0,0
2163,0,0,0
2164,0,0,0
2165,0,0,0
2166,0.047,0.047,0.047
2167,0.224,0.224,0.224
2168,0.44,0.44,0.44
2169,0.638,0.638,0.638
2170,0.633,0.633,0.633
2171,0.405,0.405,0.405
2172,0.493,0.493,0.493
2173,0.685,0.685,0.685
2174,0.67,0.67,0.67
2175,0.563,0.563,0.563
2176,0.217,0.217,0.217
2177,0.102,0.102,0.102
2178,0.013,0.013,0.013
2179,0,0,0
2180,0,0,0
2181,0,0,0
2182,0,0,0
2183,0,0,0
2184,0,0,0
2185,0,0,0
2186,0,0,0
2187,0,0,0
2188,0,0,0
2189,0,0,0
2190,0.015,0.015,0.015
2191,0.076,0.076,0.076
2192,0.165,0.165,0.165
2193,0.529,0.529,0.529
2194,0.734,0.734,0.734
2195,0.631,0.631,0.631
2196,0.455,0.455,0.455
2197,0.376,0.376,0.376
2198,0.626,0.626,0.626
2199,0.463,0.463,0.463
2200,0.121,0.121,0.121
2201,0.027,0.027,0.027
2202,0.009,0.009,0.009
2203,0,0,0
2204,0,0,0
2205,0,0,0
2206,0,0,0
2207,0,0,0
2208,0,0,0
2209,0,0,0
2210,0,0,0
2211,0,0,0
2212,0,0,0
2213,0,0,0
2214,0.028,0.028,0.028
2215,0.144,0.144,0.144
2216,0.249,0.249,0.249
2217,0.225,0.225,0.225
2218,0.306,0.306,0.306
2219,0.287,0.287,0.287
2220,0.251,0.251,0.251
2221,0.359,0.359,0.359
2222,0.402,0.402,0.402
2223,0.229,0.229,0.229
2224,0.074,0.074,0.074
2225,0.03,0.03,0.03
2226,0.006,0.006,0.006
2227,0,0,0
2228,0,0,0
2229,0,0,0
2230,0,0,0
2231,0,0,0
2232,0,0,0
2233,0,0,0
2234,0,0,0
2235,0,0,0
2236,0,0,0
2237,0,0,0
2238,0.008,0.008,0.008
2239,0.026,0.026,0.026
2240,0.056,0.056,0.056
2241,0.075,0.075,0.075
2242,0.082,0.082,0.082
2243,0.099,0.099,0.099
2244,0.123,0.123,0.123
2245,0.131,0.131,0.131
2246,0.076,0.076,0.076
2247,0.099,0.099,0.099
2248,0.064,0.064,0.064
2249,0.018,0.018,0.018
2250,0.003,0.003,0.003
2251,0,0,0
2252,0,0,0
2253,0,0,0
2254,0,0,0
2255,0,0,0
2256,0,0,0
2257,0,0,0
2258,0,0,0
2259,0,0,0
2260,0,0,0
2261,0,0,0
2262,0.055,0.055,0.055
2263,0.233,0.233,0.233
2264,0.357,0.357,0.357
2265,0.467,0.467,0.467
2266,0.666,0.666,0.666
2267,0.775,0.775,0.775
2268,0.718,0.718,0.718
2269,0.623,0.623,0.623
2270,0.305,0.305,0.305
2271,0.136,0.136,0.136
2272,0.152,0.152,0.152
2273,0.136,0.136,0.136
2274,0.02,0.02,0.02
2275,0,0,0
2276,0,0,0
2277,0,0,0
2278,0,0,0
2279,0,0,0
2280,0,0,0
2281,0,0,0
2282,0,0,0
2283,0,0,0
2284,0,0,0
2285,0,0,0
2286,0.022,0.022,0.022
2287,0.066,0.066,0.066
2288,0.123,0.123,0.123
2289,0.213,0.213,0.213
2290,0.224,0.224,0.224
2291,0.287,0.287,0.287
2292,0.305,0.305,0.305
2293,0.272,0.272,0.272
2294,0.148,0.148,0.148
2295,0.097,0.097,0.097
2296,0.074,0.074,0.074
2297,0.072,0.072,0.072
2298,0.01,0.01,0.01
2299,0,0,0
2300,0,0,0
2301,0,0,0
2302,0,0,0
2303,0,0,0
2304,0,0,0
2305,0,0,0
2306,0,0,0
2307,0,0,0
2308,0,0,0
2309,0,0,0
2310,0.023,0.023,0.023
2311,0.046,0.046,0.046
2312,0.049,0.049,0.049
2313,0.069,0.069,0.069
2314,0.118,0.118,0.118
2315,0.135,0.135,0.135
2316,0.176,0.176,0.176
2317,0.149,0.149,0.149
2318,0.115,0.115,0.115
2319,0.056,0.056,0.056
2320,0.061,0.061,0.061
2321,0.086,0.086,0.086
2322,0.015,0.015,0.015
2323,0,0,0
2324,0,0,0
2325,0,0,0
2326,0,0,0
2327,0,0,0
2328,0,0,0
2329,0,0,0
2330,0,0,0
2331,0,0,0
2332,0,0,0
2333,0.001,0.001,0.001
2334,0.071,0.071,0.071
2335,0.275,0.275,0.275
2336,0.503,0.503,0.503
2337,0.655,0.655,0.655
2338,0.692,0.692,0.692
2339,0.573,0.573,0.573
2340,0.578,0.578,0.578
2341,0.738,0.738,0.738
2342,0.402,0.402,0.402
2343,0.427,0.427,0.427
2344,0.267,0.267,0.267
2345,0.147,0.147,0.147
2346,0.028,0.028,0.028
2347,0,0,0
2348,0,0,0
2349,0,0,0
2350,0,0,0
2351,0,0,0
2352,0,0,0
2353,0,0,0
2354,0,0,0
2355,0,0,0
2356,0,0,0
2357,0.002,0.002,0.002
2358,0.076,0.076,0.076
2359,0.262,0.262,0.262
2360,0.498,0.498,0.498
2361,0.732,0.732,0.732
2362,0.902,0.902,0.902
2363,0.97,0.97,0.97
2364,0.969,0.969,0.969
2365,0.859,0.859,0.859
2366,0.483,0.483,0.483
2367,0.31,0.31,0.31
2368,0.298,0.298,0.298
2369,0.139,0.139,0.139
2370,0.027,0.027,0.027
2371,0,0,0
2372,0,0,0
2373,0,0,0
2374,0,0,0
2375,0,0,0
2376,0,0,0
2377,0,0,0
2378,0,0,0
2379,0,0,0
2380,0,0,0
2381,0.003,0.003,0.003
2382,0.079,0.079,0.079
2383,0.285,0.285,0.285
2384,0.509,0.509,0.509
2385,0.737,0.737,0.737
2386,0.879,0.879,0.879
2387,0.782,0.782,0.782
2388,0.624,0.624,0.624
2389,0.505,0.505,0.505
2390,0.346,0.346,0.346
2391,0.204,0.204,0.204
2392,0.177,0.177,0.177
2393,0.082,0.082,0.082
2394,0.011,0.011,0.011
2395,0,0,0
2396,0,0,0
2397,0,0,0
2398,0,0,0
2399,0,0,0
2400,0,0,0
2401,0,0,0
2402,0,0,0
2403,0,0,0
2404,0,0,0
2405,0.001,0.001,0.001
2406,0.039,0.039,0.039
2407,0.135,0.135,0.135
2408,0.177,0.177,0.177
2409,0.245,0.245,0.245
2410,0.554,0.554,0.554
2411,0.866,0.866,0.866
2412,0.459,0.459,0.459
2413,0.506,0.506,0.506
2414,0.562,0.562,0.562
2415,0.439,0.439,0.439
2416,0.284,0.284,0.284
2417,0.149,0.149,0.149
2418,0.03,0.03,0.03
2419,0,0,0
2420,0,0,0
2421,0,0,0
2422,0,0,0
2423,0,0,0
2424,0,0,0
2425,0,0,0
2426,0,0,0
2427,0,0,0
2428,0,0,0
2429,0.003,0.003,0.003
2430,0.042,0.042,0.042
2431,0.15,0.15,0.15
2432,0.314,0.314,0.314
2433,0.368,0.368,0.368
2434,0.31,0.31,0.31
2435,0.328,0.328,0.328
2436,0.339,0.339,0.339
2437,0.155,0.155,0.155
2438,0.186,0.186,0.186
2439,0.156,0.156,0.156
2440,0.312,0.312,0.312
2441,0.161,0.161,0.161
2442,0.036,0.036,0.036
2443,0,0,0
2444,0,0,0
2445,0,0,0
2446,0,0,0
2447,0,0,0
2448,0,0,0
2449,0,0,0
2450,0,0,0
2451,0,0,0
2452,0,0,0
2453,0.006,0.006,0.006
2454,0.091,0.091,0.091
2455,0.291,0.291,0.291
2456,0.503,0.503,0.503
2457,0.57,0.57,0.57
2458,0.75,0.75,0.75
2459,0.643,0.643,0.643
2460,0.667,0.667,0.667
2461,0.755,0.755,0.755
2462,0.529,0.529,0.529
2463,0.568,0.568,0.568
2464,0.392,0.392,0.392
2465,0.179,0.179,0.179
2466,0.039,0.039,0.039
2467,0,0,0
2468,0,0,0
2469,0,0,0
2470,0,0,0
2471,0,0,0
2472,0,0,0
2473,0,0,0
2474,0,0,0
2475,0,0,0
2476,0,0,0
2477,0.006,0.006,0.006
2478,0.096,0.096,0.096
2479,0.299,0.299,0.299
2480,0.514,0.514,0.514
