,X1,X2,X3
266,-0.47626818,-75.15766095,-24.12374411
267,-0.46424207,-75.15766095,-24.12374411
268,-0.461760275,-75.15766095,-24.12374411
269,-0.513042251,-95.40940174,-26.80416012
270,-0.71130585,-179.5451358,-30.09572467
271,-0.976262726,-234.6409726,-52.05585025
272,-0.953929254,-200.7188582,-121.9499654
273,-0.810887829,-224.7372706,-113.5937937
274,-0.806663701,-217.5391731,-111.6672003
275,-0.823009346,-217.6417688,-113.5937937
276,-0.808095939,-217.6801997,-113.0718106
277,-0.785479598,-199.6346112,-115.2491155
278,-0.786138211,-191.3324138,-111.6672003
279,-0.84980194,-199.688676,-111.6672003
280,-1.083798346,-220.9875665,-114.6178555
281,-1.512456395,-195.2825176,-103.7479143
282,-1.766626287,-248.9453352,-66.11390362
283,-1.74958677,-251.7150954,-63.54511241
284,-1.617416021,-277.0301194,-47.46261634
285,-1.471397486,-257.3525594,-46.17822074
286,-1.188609387,-195.2355437,-26.80416012
287,-0.908137038,-130.6168909,-24.12374411
288,-0.63112984,-90.41122174,-24.12374411
289,-0.51965097,-83.05979616,-24.12374411
290,-0.47626818,-75.15766095,-24.12374411
291,-0.46424207,-75.15766095,-24.12374411
292,-0.461760275,-75.15766095,-24.12374411
293,-0.513042251,-95.40940174,-26.80416012
294,-0.71130585,-179.7383099,-30.09572467
295,-0.976262726,-234.6470954,-52.05585025
296,-0.953929254,-200.7188582,-121.9548032
297,-0.810887829,-225.0060308,-113.5937937
298,-0.806663701,-217.5880222,-111.6672003
299,-0.823009346,-217.6381933,-113.5937937
300,-0.808095939,-217.6729989,-113.0705979
301,-0.785479598,-199.6252315,-115.2465105
302,-0.786138211,-191.3238405,-111.6672003
303,-0.84980194,-199.6800193,-111.6672003
304,-1.083798346,-220.9819564,-114.6241863
305,-1.512456395,-195.2825176,-103.7545339
306,-1.766626287,-248.9453352,-66.11390362
307,-1.74958677,-251.7150954,-63.54511241
308,-1.617416021,-277.0301194,-47.46261634
309,-1.471397486,-257.3525405,-46.17822074
310,-1.188609387,-195.2541378,-26.80416012
311,-0.908137038,-130.6235023,-24.12374411
312,-0.637703523,-92.61406027,-18.76291208
313,-0.523597994,-92.61406027,-18.76291208
314,-0.478879418,-75.15766095,-18.76291208
315,-0.465607474,-75.15766095,-18.76291208
316,-0.46443143,-75.15766095,-18.76291208
317,-0.517138943,-81.70123372,-18.76291208
318,-0.721931362,-147.5676083,-30.09572467
319,-0.997424088,-189.4889803,-35.23330708
320,-0.986366555,-238.5912893,-61.3952694
321,-0.855918888,-244.2540972,-63.64296171
322,-0.85757993,-231.3422931,-62.679665
323,-0.875498106,-222.3862178,-64.92735731
324,-0.855906445,-222.4222655,-63.64296171
325,-0.829067631,-204.3778573,-61.0741705
326,-0.825263783,-196.0752661,-32.66451588
327,-0.886860913,-204.4312957,-31.38012027
328,-1.119716265,-225.7293232,-31.70121917
329,-1.547808325,-192.71502,-23.98107004
330,-1.800936602,-258.8723983,-18.76291208
331,-1.783831525,-248.5771465,-18.76291208
332,-1.652271391,-259.8843687,-18.76291208
333,-1.507004344,-254.2145916,-18.76291208
334,-1.216902599,-205.1483171,-18.76291208
335,-0.923671883,-135.0225679,-18.76291208
336,-0.637703523,-101.8098151,-18.76291208
337,-0.523597994,-101.8098151,-18.76291208
338,-0.478879418,-84.35341579,-18.76291208
339,-0.465607474,-84.35341579,-18.76291208
340,-0.46443143,-84.35341579,-18.76291208
341,-0.517138943,-89.35159579,-18.76291208
342,-0.721931362,-148.0698609,-18.76291208
343,-0.997424088,-198.6953902,-18.76291208
344,-0.986366555,-238.5912363,-18.76291208
345,-0.855918888,-235.0610843,-18.76291208
346,-0.85757993,-231.3469459,-18.76291208
347,-0.875498106,-226.9897659,-18.76291208
348,-0.855906445,-227.0260988,-18.76291208
349,-0.829067631,-199.7854438,-18.76291208
350,-0.825263783,-191.4821163,-18.76291208
351,-0.886860913,-199.836207,-18.76291208
352,-1.119716265,-221.1357652,-18.76291208
353,-1.547808325,-188.1171426,-18.76291208
354,-1.800936602,-249.6623538,-18.76291208
355,-1.783831525,-248.5771465,-18.76291208
356,-1.652271391,-269.0801236,-18.76291208
357,-1.507004344,-245.0188368,-18.76291208
358,-1.216902599,-195.9525622,-18.76291208
359,-0.923671883,-135.0225679,-18.76291208
360,-0.63112984,-101.8098151,-18.76291208
361,-0.51965097,-101.8098151,-18.76291208
362,-0.47626818,-84.35341579,-18.76291208
363,-0.46424207,-84.35341579,-18.76291208
364,-0.461760275,-84.35341579,-18.76291208
365,-0.513042251,-89.35159579,-18.76291208
366,-0.71130585,-148.0698609,-18.76291208
367,-0.976262726,-198.6832478,-18.76291208
368,-0.953929254,-238.5885586,-18.76291208
369,-0.810887829,-235.0657108,-18.76291208
370,-0.806663701,-231.3511501,-18.76291208
371,-0.823009346,-226.9934355,-18.76291208
372,-0.808095939,-227.0303495,-18.76291208
373,-0.785479598,-199.787752,-18.76291208
374,-0.786138211,-191.4871627,-18.76291208
375,-0.84980194,-199.8437328,-18.76291208
376,-1.083798346,-221.1411096,-18.76291208
377,-1.512456395,-188.1171426,-18.76291208
378,-1.766626287,-249.6623538,-18.76291208
379,-1.74958677,-248.5771465,-18.76291208
380,-1.617416021,-269.0801236,-18.76291208
381,-1.471397486,-245.0188368,-18.76291208
382,-1.188609387,-195.9525622,-18.76291208
383,-0.908137038,-135.0225679,-18.76291208
384,-0.63112984,-90.41122174,-24.12374411
385,-0.51965097,-83.05979616,-24.12374411
386,-0.47626818,-75.15766095,-24.12374411
387,-0.46424207,-75.15766095,-24.69826253
388,-0.461760275,-75.15766095,-24.69826253
389,-0.513042251,-95.40940174,-27.76169082
390,-0.71130585,-179.7383099,-30.09572467
391,-0.976262726,-234.6409726,-52.05585025
392,-0.953929254,-200.7188582,-121.9423651
393,-0.810887829,-224.8933061,-113.5937937
394,-0.806663701,-217.5955388,-111.6672003
395,-0.823009346,-217.6449082,-113.5937937
396,-0.808095939,-217.6807313,-113.0494452
397,-0.785479598,-199.6370419,-115.1992882
398,-0.786138211,-191.3365173,-111.6672003
399,-0.84980194,-199.6945693,-111.6672003
400,-1.083798346,-220.9926261,-114.5570904
401,-1.512456395,-195.2825176,-103.6537335
402,-1.766626287,-248.9453352,-66.11390362
403,-1.74958677,-251.7150954,-63.54511241
404,-1.617416021,-277.0301194,-47.46261634
405,-1.471397486,-257.3525405,-46.17822074
406,-1.188609387,-195.2408502,-26.80416012
407,-0.908137038,-130.6168909,-24.12374411
408,-0.63112984,-90.41122174,-24.12374411
409,-0.51965097,-83.05979616,-24.12374411
410,-0.47626818,-75.15766095,-24.12374411
411,-0.46424207,-75.15766095,-24.12374411
412,-0.461760275,-75.15766095,-24.12374411
413,-0.513042251,-95.40940174,-26.80416012
414,-0.71130585,-180.5110063,-30.09572467
415,-0.976262726,-234.6518499,-52.05585025
416,-0.953929254,-200.7188582,-121.943014
417,-0.810887829,-225.0138768,-113.5937937
418,-0.806663701,-217.5943099,-111.6672003
419,-0.823009346,-217.6431852,-113.5937937
420,-0.808095939,-217.6815425,-113.0511831
421,-0.785479598,-199.6357434,-115.2292607
422,-0.786138211,-191.3321001,-111.6672003
423,-0.84980194,-199.6887834,-111.6672003
424,-1.083798346,-220.9898741,-114.610452
425,-1.512456395,-195.2825176,-103.7418163
426,-1.766626287,-248.9453352,-66.11390362
427,-1.74958677,-251.7150954,-63.54511241
428,-1.617416021,-277.0301194,-47.46261634
429,-1.471397486,-257.3525405,-46.17822074
430,-1.188609387,-195.2509414,-26.80416012
431,-0.908137038,-130.6205184,-24.12374411
432,-0.63112984,-90.41122174,-24.12374411
433,-0.51965097,-83.05979616,-24.12374411
434,-0.47626818,-75.15766095,-24.12374411
435,-0.46424207,-75.15766095,-24.12374411
436,-0.461760275,-75.15766095,-24.12374411
437,-0.513042251,-95.40940174,-26.80416012
438,-0.71130585,-180.6655456,-30.09572467
439,-0.976262726,-234.6545745,-52.05585025
440,-0.953929254,-200.7188582,-121.9566958
441,-0.810887829,-225.0137521,-113.5937937
442,-0.806663701,-217.5980741,-111.6672003
443,-0.823009346,-217.6510306,-113.6153714
444,-0.808095939,-217.6894304,-113.13909
445,-0.785479598,-199.6452643,-115.2995974
446,-0.786138211,-191.3435226,-111.6835806
447,-0.84980194,-199.698295,-111.6807539
448,-1.083798346,-220.998604,-114.6423808
449,-1.512456395,-195.2825176,-103.7746854
450,-1.766626287,-248.9684557,-66.11390362
451,-1.74958677,-251.715098,-63.54511241
452,-1.617416021,-277.0301194,-47.46261634
453,-1.471397486,-257.3527554,-46.17822074
454,-1.188609387,-195.2698598,-26.80416012
455,-0.908137038,-130.6258661,-24.12374411
456,-0.63112984,-90.41122174,-24.12374411
457,-0.51965097,-83.05979616,-24.12374411
458,-0.47626818,-75.15766095,-24.12374411
459,-0.46424207,-75.15766095,-24.12374411
460,-0.461760275,-75.15766095,-24.12374411
461,-0.513042251,-95.40940174,-26.80416012
462,-0.71130585,-180.6655456,-30.09572467
463,-0.976262726,-234.6548039,-52.05585025
464,-0.953929254,-200.7188582,-121.9733087
465,-0.810887829,-224.9628002,-113.5937937
466,-0.806663701,-217.5650981,-111.6672003
467,-0.823009346,-217.6488012,-113.5937937
468,-0.808095939,-217.6885228,-113.085371
469,-0.785479598,-199.6440889,-115.2746325
470,-0.786138211,-191.3426427,-111.6735737
471,-0.84980194,-199.6983242,-111.6793652
472,-1.083798346,-220.9960088,-114.6436256
473,-1.512456395,-195.2825176,-103.7708367
474,-1.766626287,-248.9453352,-66.11390362
475,-1.74958677,-251.7150954,-63.54511241
476,-1.617416021,-277.0301194,-47.46261634
477,-1.471397486,-257.3525405,-46.17822074
478,-1.188609387,-195.2355437,-26.80416012
479,-0.908137038,-130.6168909,-24.12374411
480,-0.637703523,-92.61406027,-18.76291208
481,-0.523597994,-92.61406027,-18.76291208
482,-0.478879418,-75.15766095,-18.76291208
483,-0.465607474,-75.15766095,-18.76291208
484,-0.46443143,-75.15766095,-18.76291208
485,-0.517138943,-80.15584095,-18.76291208
486,-0.721931362,-147.3744342,-30.09572467
487,-0.997424088,-189.3710028,-35.23330708
488,-0.986366555,-238.5885177,-61.3952694
489,-0.855918888,-243.9884697,-63.64296171
490,-0.85757993,-231.2293077,-62.679665
491,-0.875498106,-222.3607427,-64.92735731
492,-0.855906445,-222.3939882,-63.64296171
493,-0.829067631,-204.3855508,-61.0741705
494,-0.825263783,-196.0886941,-32.66451588
495,-0.886860913,-204.4463549,-31.38012027
496,-1.119716265,-225.7425334,-31.70121917
497,-1.547808325,-192.71502,-23.98107004
498,-1.800936602,-258.8581086,-18.76291208
499,-1.783831525,-248.5771465,-18.76291208
500,-1.652271391,-259.8843687,-18.76291208
501,-1.507004344,-254.2145916,-18.76291208
502,-1.216902599,-205.1483171,-18.76291208
503,-0.923671883,-135.0225679,-18.76291208
504,-0.637703523,-101.8098151,-18.76291208
505,-0.523597994,-101.8098151,-18.76291208
506,-0.478879418,-84.35341579,-18.76291208
507,-0.465607474,-84.35341579,-18.76291208
508,-0.46443143,-84.35341579,-18.76291208
509,-0.517138943,-89.35159579,-18.95441822
510,-0.721931362,-146.988086,-19.3374305
511,-0.997424088,-198.6006454,-19.72044279
512,-0.986366555,-238.5885177,-19.3374305
513,-0.855918888,-234.755267,-18.76291208
514,-0.85757993,-231.1757295,-18.76291208
515,-0.875498106,-226.9280235,-18.76291208
516,-0.855906445,-227.0245802,-18.76291208
517,-0.829067631,-199.7844219,-18.76291208
518,-0.825263783,-191.4833148,-18.76291208
519,-0.886860913,-199.8373203,-18.76291208
520,-1.119716265,-221.1347264,-18.76291208
521,-1.547808325,-188.1171426,-18.76291208
522,-1.800936602,-249.6623538,-18.76291208
523,-1.783831525,-248.5771465,-18.76291208
524,-1.652271391,-269.0801236,-18.76291208
525,-1.507004344,-245.0188368,-18.76291208
526,-1.216902599,-195.9525622,-18.76291208
527,-0.923671883,-135.0225679,-18.76291208
528,-0.63112984,-90.41122174,-24.12374411
529,-0.51965097,-83.05979616,-24.12374411
530,-0.47626818,-75.15766095,-24.69826253
531,-0.46424207,-75.15766095,-24.69826253
532,-0.461760275,-75.15766095,-24.69826253
533,-0.513042251,-95.40940174,-27.37867854
534,-0.71130585,-179.7383099,-30.09572467
535,-0.976262726,-234.6440952,-52.05585025
536,-0.953929254,-200.7188582,-121.9423651
537,-0.810887829,-224.9769256,-113.5937937
538,-0.806663701,-217.5854618,-111.6672003
539,-0.823009346,-217.6338785,-113.5937937
540,-0.808095939,-217.6704684,-113.0494452
541,-0.785479598,-199.6233281,-115.1992882
542,-0.786138211,-191.3197419,-111.6672003
543,-0.84980194,-199.6774931,-111.6672003
544,-1.083798346,-220.9795624,-114.5570904
545,-1.512456395,-195.2825176,-103.630182
546,-1.766626287,-248.9453352,-66.11390362
547,-1.74958677,-251.7150954,-63.54511241
548,-1.617416021,-277.0301194,-47.46261634
549,-1.471397486,-257.3525405,-46.17822074
550,-1.188609387,-195.2355437,-26.80416012
551,-0.908137038,-130.6168909,-24.12374411
552,-0.63112984,-90.41122174,-24.12374411
553,-0.51965097,-83.05979616,-24.12374411
554,-0.47626818,-75.15766095,-24.12374411
555,-0.46424207,-75.15766095,-24.12374411
556,-0.461760275,-75.15766095,-24.12374411
557,-0.513042251,-95.40940174,-26.80416012
558,-0.71130585,-180.2019277,-30.09572467
559,-0.976262726,-234.6453039,-52.05585025
560,-0.953929254,-200.7188582,-121.9423651
561,-0.810887829,-224.9100449,-113.5937937
562,-0.806663701,-217.4906398,-111.6672003
563,-0.823009346,-217.4897357,-113.5937937
564,-0.808095939,-217.5856321,-113.0494452
565,-0.785479598,-199.5879461,-115.2031155
566,-0.786138211,-191.2835853,-111.6672003
567,-0.84980194,-199.6393809,-111.6672003
568,-1.083798346,-220.961144,-114.5969716
569,-1.512456395,-195.2825176,-103.7308577
570,-1.766626287,-248.9453352,-66.11390362
571,-1.74958677,-251.7150954,-63.54511241
572,-1.617416021,-277.0301194,-47.46261634
573,-1.471397486,-257.3525405,-46.17822074
574,-1.188609387,-195.2355437,-26.80416012
575,-0.908137038,-130.6168909,-24.12374411
576,-0.63112984,-90.41122174,-24.12374411
577,-0.51965097,-83.05979616,-24.12374411
578,-0.47626818,-75.15766095,-24.12374411
579,-0.46424207,-75.15766095,-24.12374411
580,-0.461760275,-75.15766095,-24.12374411
581,-0.513042251,-95.40940174,-26.80416012
582,-0.71130585,-179.2360572,-30.09572467
583,-0.976262726,-234.6409726,-52.05585025
584,-0.953929254,-200.7188582,-121.9428632
585,-0.810887829,-224.6666898,-113.5937937
586,-0.806663701,-217.3213409,-111.6672003
587,-0.823009346,-217.4480866,-113.5937937
588,-0.808095939,-217.5843898,-113.0542417
589,-0.785479598,-199.5864254,-115.2313362
590,-0.786138211,-191.2817688,-111.6672003
591,-0.84980194,-199.6801338,-111.6672003
592,-1.083798346,-220.9795036,-114.6080808
593,-1.512456395,-195.2825176,-103.7419263
594,-1.766626287,-248.9453352,-66.11390362
595,-1.74958677,-251.7150954,-63.54511241
596,-1.617416021,-277.0301194,-47.46261634
597,-1.471397486,-257.3525405,-46.17822074
598,-1.188609387,-195.2355437,-26.80416012
599,-0.908137038,-130.6168909,-24.12374411
600,-0.63112984,-90.41122174,-24.12374411
601,-0.51965097,-83.05979616,-24.12374411
602,-0.47626818,-75.15766095,-24.12374411
603,-0.46424207,-75.15766095,-24.12374411
604,-0.461760275,-75.15766095,-24.12374411
605,-0.513042251,-95.40940174,-26.80416012
606,-0.71130585,-179.7383099,-30.09572467
607,-0.976262726,-234.6455255,-52.05585025
