,X1
1300,0.014892
1301,0.021232
1302,0.02864
1303,0.034404
1304,0.035068
1305,0.033276
1306,0.030976
1307,0.028856
1308,0.028812
1309,0.02862
1310,0.028928
1311,0.032188
1312,0.035368
1313,0.049072
1314,0.0548
1315,0.041348
1316,0.038164
1317,0.033508
1318,0.032392
1319,0.025088
1320,0.027592
1321,0.02746
1322,0.028148
1323,0.028536
1324,0.027464
1325,0.029648
1326,0.033492
1327,0.038012
1328,0.035356
1329,0.039472
1330,0.046848
1331,0.046584
1332,0.046772
1333,0.043016
1334,0.040228
1335,0.0383
1336,0.041144
1337,0.056092
1338,0.064604
1339,0.041148
1340,0.034968
1341,0.034524
1342,0.033136
1343,0.02794
1344,0.030348
1345,0.030416
1346,0.030184
1347,0.027672
1348,0.027464
1349,0.029964
1350,0.032168
1351,0.035056
1352,0.038256
1353,0.0365
1354,0.03574
1355,0.032476
1356,0.032404
1357,0.032792
1358,0.032536
1359,0.036028
1360,0.036648
1361,0.042832
1362,0.055688
1363,0.039636
1364,0.034028
1365,0.033628
1366,0.032948
1367,0.029664
1368,0.027932
1369,0.027816
1370,0.027432
1371,0.025108
1372,0.02468
1373,0.02724
1374,0.03194
1375,0.03594
1376,0.042896
1377,0.045132
1378,0.042384
1379,0.035916
1380,0.034148
1381,0.032072
1382,0.032304
1383,0.038572
1384,0.039912
1385,0.045256
1386,0.05936
1387,0.03784
1388,0.034504
1389,0.034764
1390,0.033488
1391,0.028112
1392,0.0293
1393,0.025444
1394,0.024796
1395,0.0241
1396,0.022952
1397,0.021708
1398,0.026552
1399,0.030956
1400,0.033476
1401,0.037328
1402,0.03816
1403,0.0321
1404,0.029636
1405,0.028268
1406,0.027868
1407,0.026344
1408,0.026808
1409,0.0368
1410,0.054972
1411,0.03858
1412,0.035476
1413,0.031384
1414,0.029992
1415,0.031288
1416,0.024576
1417,0.02436
1418,0.023544
1419,0.016976
1420,0.01568
1421,0.015756
1422,0.016872
1423,0.021264
1424,0.021352
1425,0.026488
1426,0.026424
1427,0.033892
1428,0.034912
1429,0.03518
1430,0.034596
1431,0.034584
1432,0.037544
1433,0.055228
1434,0.059624
1435,0.040048
1436,0.03626
1437,0.033552
1438,0.031408
1439,0.024908
1440,0.024844
1441,0.024544
1442,0.020592
1443,0.01658
1444,0.016028
1445,0.026024
1446,0.033084
1447,0.038584
1448,0.041676
1449,0.042024
1450,0.038856
1451,0.031624
1452,0.030756
1453,0.030288
1454,0.030008
1455,0.035304
1456,0.037156
1457,0.0452
1458,0.0542
1459,0.039592
1460,0.034944
1461,0.034328
1462,0.0336
1463,0.026296
1464,0.028128
1465,0.026612
1466,0.026504
1467,0.025424
1468,0.02504
1469,0.028064
1470,0.032884
1471,0.039656
1472,0.049008
1473,0.041244
1474,0.036532
1475,0.030308
1476,0.029728
1477,0.028856
1478,0.02874
1479,0.034312
1480,0.03472
1481,0.037864
1482,0.049996
1483,0.039024
1484,0.035956
1485,0.035092
1486,0.03278
1487,0.028628
1488,0.026708
1489,0.025912
1490,0.025564
1491,0.023432
1492,0.023276
1493,0.024668
1494,0.029512
1495,0.032492
1496,0.032236
1497,0.029756
1498,0.0287
1499,0.027868
1500,0.02776
1501,0.028052
1502,0.028896
1503,0.035924
1504,0.036912
1505,0.03984
1506,0.049492
1507,0.042104
1508,0.035948
1509,0.032524
1510,0.031932
1511,0.027004
1512,0.027916
1513,0.026872
1514,0.02668
1515,0.020748
1516,0.019816
1517,0.028504
1518,0.031292
1519,0.037276
1520,0.039592
1521,0.036312
1522,0.03314
1523,0.029616
1524,0.029024
1525,0.028836
1526,0.02836
1527,0.030468
1528,0.032028
1529,0.037152
1530,0.045676
1531,0.036968
1532,0.033064
1533,0.031904
1534,0.031024
1535,0.029264
1536,0.028636
1537,0.028168
1538,0.02734
1539,0.023864
1540,0.023628
1541,0.0299
1542,0.031952
1543,0.035584
1544,0.035268
1545,0.034428
1546,0.031548
1547,0.027272
1548,0.027612
1549,0.027116
1550,0.02686
1551,0.028024
1552,0.028276
1553,0.035052
1554,0.038848
1555,0.03824
1556,0.033356
1557,0.030836
1558,0.029616
1559,0.02806
1560,0.026072
1561,0.026196
1562,0.026188
1563,0.024744
1564,0.024168
1565,0.024044
1566,0.023888
1567,0.021408
1568,0.025632
1569,0.033472
1570,0.03296
1571,0.027896
1572,0.026776
1573,0.024908
1574,0.024912
1575,0.0243
1576,0.024048
1577,0.0297
1578,0.044608
1579,0.03858
1580,0.03232
1581,0.027272
1582,0.025556
1583,0.0255
1584,0.026152
1585,0.025316
1586,0.023584
1587,0.023056
1588,0.02308
1589,0.023144
1590,0.024356
1591,0.023348
1592,0.023152
1593,0.02744
1594,0.032512
1595,0.038372
1596,0.039016
1597,0.036044
1598,0.032368
1599,0.03288
1600,0.033992
1601,0.040964
1602,0.053816
1603,0.042264
1604,0.038116
1605,0.033372
1606,0.031612
1607,0.025128
1608,0.032876
1609,0.03204
1610,0.028536
1611,0.025232
1612,0.024576
1613,0.026904
1614,0.03204
1615,0.03626
1616,0.034948
1617,0.029792
1618,0.02818
1619,0.027132
1620,0.027316
1621,0.027232
1622,0.027232
1623,0.031124
1624,0.031804
1625,0.036584
1626,0.04278
1627,0.036068
1628,0.034088
1629,0.031348
1630,0.030652
1631,0.029188
1632,0.024948
1633,0.023788
1634,0.023128
1635,0.022
1636,0.02218
1637,0.023232
1638,0.030044
1639,0.033256
1640,0.0351
1641,0.035628
1642,0.035412
1643,0.03322
1644,0.032888
1645,0.032048
1646,0.032048
1647,0.033428
1648,0.035936
1649,0.046308
1650,0.065636
1651,0.049436
1652,0.038168
1653,0.034124
1654,0.033788
1655,0.026444
1656,0.03156
1657,0.03088
1658,0.030012
1659,0.025796
1660,0.023012
1661,0.027032
1662,0.029968
1663,0.032148
1664,0.029856
1665,0.032168
1666,0.029744
1667,0.02762
1668,0.027284
1669,0.027608
1670,0.027584
1671,0.031684
1672,0.0333
1673,0.047292
1674,0.061784
1675,0.049036
1676,0.044804
1677,0.037508
1678,0.032836
1679,0.031236
1680,0.030912
1681,0.02652
1682,0.025336
1683,0.017676
1684,0.014128
1685,0.02198
1686,0.027276
1687,0.028668
1688,0.027536
1689,0.02828
1690,0.027844
1691,0.027752
1692,0.02768
1693,0.027556
1694,0.027516
1695,0.030044
1696,0.029748
1697,0.039076
1698,0.052772
1699,0.043076
1700,0.035632
1701,0.032052
1702,0.030884
1703,0.031756
1704,0.02494
1705,0.024044
1706,0.024388
1707,0.025056
1708,0.024924
1709,0.026756
1710,0.02932
1711,0.03472
1712,0.036408
1713,0.04426
1714,0.042928
1715,0.035192
1716,0.034152
1717,0.030104
1718,0.029556
1719,0.0322
1720,0.033284
1721,0.040056
1722,0.048756
1723,0.043052
1724,0.0382
1725,0.032376
1726,0.029096
1727,0.025304
1728,0.029992
1729,0.027704
1730,0.025316
1731,0.023828
1732,0.022924
1733,0.023276
1734,0.023564
1735,0.029532
1736,0.029428
1737,0.033652
1738,0.035324
1739,0.038612
1740,0.036096
1741,0.029304
1742,0.027956
1743,0.02718
1744,0.027636
1745,0.03656
1746,0.047424
1747,0.040576
1748,0.0326
1749,0.0289
1750,0.028584
1751,0.030628
1752,0.028888
1753,0.026788
1754,0.02688
1755,0.02426
1756,0.023508
1757,0.023388
1758,0.023376
1759,0.022428
1760,0.02666
1761,0.031388
1762,0.030944
1763,0.034136
1764,0.036844
1765,0.032296
1766,0.03374
1767,0.032364
1768,0.032772
1769,0.03658
1770,0.06494
1771,0.045196
1772,0.035364
1773,0.031908
1774,0.030172
1775,0.029968
1776,0.02806
1777,0.028292
1778,0.028464
1779,0.02554
1780,0.02524
1781,0.031768
1782,0.032268
1783,0.037468
1784,0.036004
1785,0.038028
1786,0.038752
1787,0.037352
1788,0.037496
1789,0.036832
1790,0.035076
1791,0.037412
1792,0.038332
1793,0.042468
1794,0.051272
1795,0.042504
1796,0.03614
1797,0.03368
1798,0.032716
1799,0.027596
1800,0.030484
1801,0.029128
1802,0.028672
1803,0.02864
1804,0.02686
1805,0.02974
1806,0.03128
1807,0.033784
1808,0.03496
1809,0.041296
1810,0.03664
1811,0.0311
1812,0.03134
1813,0.02932
1814,0.029412
1815,0.033852
1816,0.036152
1817,0.04354
1818,0.05668
1819,0.049584
1820,0.036676
1821,0.032656
1822,0.0307
1823,0.030932
1824,0.032736
1825,0.032452
1826,0.031308
1827,0.028148
1828,0.027452
1829,0.027808
1830,0.030016
1831,0.031372
1832,0.031028
1833,0.032092
1834,0.029176
1835,0.02894
1836,0.028656
1837,0.028412
1838,0.028304
1839,0.031208
1840,0.032412
1841,0.038892
1842,0.051364
1843,0.050744
1844,0.03742
1845,0.03316
1846,0.029568
1847,0.031392
1848,0.027396
1849,0.026772
1850,0.027252
1851,0.026276
1852,0.025868
1853,0.027032
1854,0.029008
1855,0.03288
1856,0.033036
1857,0.033332
1858,0.032744
1859,0.030388
1860,0.030352
1861,0.029372
1862,0.029484
1863,0.034168
1864,0.03816
1865,0.045692
1866,0.058544
1867,0.049636
1868,0.040076
1869,0.033188
1870,0.03148
1871,0.027768
1872,0.028944
